Stock_ID,Branch_ID,updated_status,updated_date,arrival_date
STK000881,BRN000015,Verified,2022-11-19,2022-11-02
STK000434,BRN000005,Updated,2022-07-08,2022-07-04
STK000347,BRN000002,Verified,2024-02-04,2024-01-12
STK001231,BRN000011,Verified,2022-02-23,2022-01-24
STK001355,BRN000012,Verified,2022-08-17,2022-08-01
STK000178,BRN000019,Updated,2025-12-25,2025-12-11
STK000384,BRN000014,Pending,2022-08-25,2022-08-14
STK000540,BRN000018,Updated,2023-09-05,2023-08-18
STK001299,BRN000010,Updated,2022-10-15,2022-10-05
STK000772,BRN000008,Pending,2024-11-05,2024-10-29
STK001032,BRN000003,Updated,2022-09-23,2022-09-11
STK001252,BRN000008,Updated,2024-04-30,2024-04-01
STK001381,BRN000013,Pending,2025-11-30,2025-11-03
STK000841,BRN000009,Verified,2023-12-13,2023-11-23
STK001310,BRN000018,Updated,2024-03-12,2024-02-17
STK001238,BRN000016,Updated,2023-12-16,2023-12-12
STK000652,BRN000003,Updated,2023-01-07,2022-12-14
STK000478,BRN000018,Pending,2023-03-28,2023-03-02
STK000096,BRN000002,Pending,2025-01-12,2024-12-25
STK000690,BRN000010,Updated,2025-05-29,2025-05-19
STK000105,BRN000001,Updated,2025-05-17,2025-04-20
STK000793,BRN000019,Verified,2022-08-14,2022-07-21
STK000249,BRN000011,Updated,2022-11-16,2022-10-28
STK000657,BRN000019,Updated,2024-09-16,2024-08-22
STK000011,BRN000002,Pending,2022-01-26,2022-01-12
STK000997,BRN000005,Verified,2022-01-14,2021-12-31
STK000024,BRN000001,Verified,2022-05-28,2022-05-18
STK000386,BRN000015,Pending,2024-06-18,2024-05-23
STK000067,BRN000011,Updated,2023-06-05,2023-05-28
STK000709,BRN000018,Updated,2022-05-22,2022-05-18
STK000610,BRN000005,Pending,2022-03-28,2022-02-27
STK000637,BRN000014,Updated,2024-02-06,2024-01-12
STK001384,BRN000018,Updated,2024-09-25,2024-09-21
STK001245,BRN000002,Verified,2024-05-04,2024-04-09
STK000152,BRN000002,Updated,2023-11-24,2023-11-12
STK000655,BRN000015,Verified,2024-11-25,2024-11-21
STK000793,BRN000001,Pending,2022-05-05,2022-05-03
STK001018,BRN000018,Verified,2022-06-23,2022-06-15
STK000150,BRN000018,Verified,2025-02-19,2025-02-15
STK000662,BRN000018,Updated,2025-11-22,2025-11-14
STK000808,BRN000012,Updated,2025-06-23,2025-05-31
STK001183,BRN000015,Verified,2022-11-15,2022-10-23
STK001226,BRN000012,Verified,2023-03-28,2023-02-26
STK000166,BRN000010,Pending,2023-05-04,2023-04-29
STK000319,BRN000002,Pending,2023-01-10,2023-01-08
STK000118,BRN000011,Verified,2022-11-16,2022-10-23
STK000824,BRN000002,Verified,2023-03-23,2023-03-06
STK001221,BRN000003,Pending,2025-01-08,2024-12-10
STK001415,BRN000014,Verified,2025-12-21,2025-12-09
STK001228,BRN000019,Updated,2023-12-13,2023-11-20
STK000750,BRN000004,Verified,2025-10-31,2025-10-08
STK001014,BRN000015,Verified,2025-08-09,2025-07-23
STK000062,BRN000004,Pending,2024-11-25,2024-10-28
STK000690,BRN000003,Pending,2025-10-06,2025-09-26
STK001086,BRN000016,Verified,2024-09-21,2024-09-01
STK000480,BRN000012,Pending,2024-08-23,2024-08-20
STK000927,BRN000001,Updated,2023-05-10,2023-04-20
STK000406,BRN000015,Verified,2022-05-16,2022-05-05
STK001353,BRN000012,Pending,2022-11-17,2022-11-15
STK000335,BRN000013,Pending,2025-10-28,2025-10-21
STK000340,BRN000018,Verified,2025-05-18,2025-04-25
STK001349,BRN000009,Pending,2024-02-14,2024-02-01
STK001440,BRN000016,Pending,2025-12-09,2025-11-21
STK000140,BRN000012,Updated,2022-11-30,2022-11-16
STK000063,BRN000020,Verified,2023-09-30,2023-09-24
STK000099,BRN000014,Updated,2024-10-21,2024-10-09
STK001336,BRN000020,Updated,2024-06-01,2024-05-20
STK000235,BRN000017,Pending,2022-09-13,2022-09-01
STK000989,BRN000004,Updated,2023-11-06,2023-10-08
STK001190,BRN000006,Pending,2022-12-21,2022-12-02
STK000776,BRN000006,Verified,2022-07-05,2022-06-16
STK001453,BRN000014,Verified,2022-06-09,2022-05-18
STK000658,BRN000001,Updated,2024-11-26,2024-11-02
STK000738,BRN000008,Verified,2023-03-04,2023-02-13
STK001329,BRN000010,Verified,2025-11-10,2025-10-20
STK001407,BRN000002,Pending,2022-05-28,2022-05-15
STK000989,BRN000012,Verified,2024-09-05,2024-08-06
STK000817,BRN000001,Verified,2024-01-25,2024-01-14
STK000917,BRN000016,Verified,2023-10-02,2023-09-05
STK000742,BRN000005,Verified,2024-11-09,2024-10-22
STK000625,BRN000013,Verified,2025-12-02,2025-11-16
STK000357,BRN000017,Verified,2023-03-09,2023-03-04
STK000112,BRN000017,Verified,2024-09-17,2024-09-13
STK000651,BRN000010,Pending,2023-05-29,2023-05-28
STK000781,BRN000016,Pending,2025-08-17,2025-07-28
STK000198,BRN000020,Pending,2024-02-01,2024-01-23
STK000156,BRN000004,Pending,2022-04-15,2022-03-20
STK000588,BRN000014,Pending,2024-11-20,2024-11-17
STK001245,BRN000011,Updated,2024-05-22,2024-04-23
STK001303,BRN000010,Pending,2022-01-10,2021-12-23
STK000749,BRN000008,Pending,2023-09-12,2023-09-02
STK001379,BRN000002,Pending,2022-03-07,2022-02-07
STK001037,BRN000015,Updated,2024-03-18,2024-03-10
STK000252,BRN000006,Verified,2023-05-17,2023-04-22
STK001062,BRN000008,Verified,2022-06-20,2022-05-30
STK001005,BRN000006,Updated,2025-05-24,2025-05-04
STK001478,BRN000011,Pending,2024-03-26,2024-03-15
STK000139,BRN000017,Updated,2024-07-03,2024-06-30
STK000249,BRN000003,Pending,2024-09-23,2024-08-29
STK001341,BRN000006,Verified,2023-08-07,2023-08-03
STK000090,BRN000015,Pending,2023-06-28,2023-06-18
STK001155,BRN000017,Verified,2022-11-26,2022-11-19
STK000592,BRN000003,Updated,2025-07-09,2025-06-20
STK001082,BRN000019,Pending,2025-10-05,2025-09-13
STK000471,BRN000015,Verified,2024-04-07,2024-03-11
STK000328,BRN000001,Updated,2024-05-12,2024-05-05
STK000183,BRN000016,Verified,2023-09-10,2023-08-20
STK000574,BRN000008,Verified,2024-11-22,2024-10-23
STK001481,BRN000009,Updated,2023-10-05,2023-09-19
STK000283,BRN000014,Updated,2025-05-12,2025-04-25
STK001158,BRN000001,Pending,2025-03-07,2025-02-18
STK000995,BRN000019,Verified,2025-07-27,2025-07-18
STK000475,BRN000019,Updated,2025-08-25,2025-08-18
STK000225,BRN000006,Updated,2023-04-15,2023-04-12
STK000828,BRN000002,Updated,2022-05-15,2022-05-01
STK000409,BRN000002,Verified,2023-08-17,2023-08-09
STK000401,BRN000019,Verified,2022-01-27,2022-01-20
STK000800,BRN000007,Pending,2022-08-02,2022-07-13
STK000673,BRN000018,Pending,2023-01-19,2022-12-27
STK000802,BRN000003,Verified,2024-08-08,2024-07-11
STK000688,BRN000013,Verified,2022-05-03,2022-04-12
STK000339,BRN000020,Pending,2024-12-14,2024-11-19
STK000036,BRN000016,Pending,2024-11-10,2024-11-06
STK001041,BRN000007,Updated,2023-04-12,2023-03-30
STK001091,BRN000011,Pending,2023-10-29,2023-10-23
STK000756,BRN000016,Pending,2025-12-04,2025-11-26
STK000995,BRN000005,Pending,2024-11-21,2024-11-09
STK000796,BRN000010,Updated,2023-04-20,2023-03-25
STK000215,BRN000019,Pending,2022-06-08,2022-06-06
STK001288,BRN000015,Updated,2022-04-06,2022-03-13
STK001315,BRN000015,Verified,2024-04-16,2024-04-12
STK000102,BRN000010,Verified,2023-04-15,2023-03-18
STK000131,BRN000003,Verified,2025-10-10,2025-09-18
STK001479,BRN000002,Pending,2024-05-19,2024-05-02
STK000160,BRN000018,Verified,2024-02-08,2024-01-20
STK000919,BRN000010,Updated,2025-11-15,2025-11-08
STK000261,BRN000001,Updated,2025-09-18,2025-08-29
STK001344,BRN000009,Updated,2023-08-02,2023-07-16
STK000751,BRN000006,Verified,2022-05-26,2022-04-29
STK000277,BRN000001,Verified,2024-12-04,2024-11-26
STK001425,BRN000017,Updated,2022-08-18,2022-07-21
STK000776,BRN000005,Verified,2023-09-07,2023-08-12
STK001288,BRN000020,Updated,2023-02-25,2023-02-21
STK000185,BRN000012,Verified,2023-01-17,2023-01-10
STK001076,BRN000001,Updated,2024-01-10,2024-01-01
STK001381,BRN000020,Updated,2022-11-19,2022-10-28
STK001335,BRN000002,Verified,2023-04-17,2023-04-10
STK000547,BRN000010,Updated,2023-07-02,2023-06-29
STK001316,BRN000015,Verified,2022-02-04,2022-01-14
STK001094,BRN000003,Updated,2024-12-29,2024-12-01
STK000259,BRN000013,Updated,2022-10-03,2022-09-19
STK000835,BRN000008,Pending,2024-03-08,2024-02-28
STK000044,BRN000002,Pending,2024-12-14,2024-11-19
STK001352,BRN000012,Verified,2025-06-15,2025-05-17
STK000307,BRN000014,Verified,2025-04-12,2025-03-28
STK001178,BRN000017,Verified,2025-02-25,2025-02-02
STK001211,BRN000005,Pending,2025-06-22,2025-05-26
STK000796,BRN000015,Verified,2023-03-20,2023-03-15
STK001087,BRN000001,Pending,2023-06-25,2023-06-12
STK001309,BRN000007,Verified,2024-09-29,2024-09-25
STK000339,BRN000016,Verified,2022-08-11,2022-08-10
STK000216,BRN000003,Pending,2025-08-08,2025-07-13
STK001131,BRN000009,Updated,2023-01-26,2022-12-29
STK001384,BRN000013,Verified,2024-03-03,2024-02-14
STK000421,BRN000014,Verified,2023-12-26,2023-12-16
STK001382,BRN000012,Verified,2024-05-13,2024-04-25
STK000334,BRN000006,Verified,2024-05-22,2024-04-24
STK000655,BRN000008,Verified,2022-08-03,2022-07-11
STK000756,BRN000003,Pending,2022-06-30,2022-06-02
STK000861,BRN000005,Pending,2025-01-22,2024-12-28
STK000916,BRN000006,Verified,2024-09-13,2024-09-04
STK000174,BRN000003,Pending,2025-03-26,2025-03-23
STK000616,BRN000011,Updated,2025-05-24,2025-05-14
STK001286,BRN000001,Pending,2023-12-31,2023-12-20
STK000777,BRN000018,Verified,2025-07-21,2025-07-17
STK000183,BRN000011,Verified,2023-07-11,2023-07-06
STK000697,BRN000019,Updated,2022-10-12,2022-09-14
STK000419,BRN000001,Verified,2024-11-08,2024-10-23
STK001160,BRN000016,Updated,2025-09-13,2025-09-03
STK000780,BRN000013,Pending,2025-07-30,2025-07-14
STK001138,BRN000013,Pending,2023-06-07,2023-06-06
STK000143,BRN000006,Updated,2023-11-08,2023-10-22
STK000581,BRN000007,Pending,2025-03-30,2025-03-09
STK001071,BRN000001,Pending,2024-07-29,2024-07-16
STK000122,BRN000009,Updated,2022-02-13,2022-02-09
STK000215,BRN000014,Verified,2024-07-27,2024-06-29
STK001381,BRN000006,Verified,2023-04-05,2023-03-26
STK001060,BRN000004,Updated,2025-05-02,2025-05-01
STK000805,BRN000003,Pending,2023-11-06,2023-10-11
STK000068,BRN000004,Pending,2025-07-08,2025-06-12
STK001175,BRN000005,Updated,2022-06-03,2022-05-08
STK000754,BRN000013,Updated,2024-03-17,2024-03-12
STK001193,BRN000005,Pending,2022-10-31,2022-10-12
STK000166,BRN000018,Verified,2025-01-09,2024-12-10
STK001295,BRN000001,Updated,2023-04-24,2023-04-18
STK000361,BRN000001,Pending,2023-05-11,2023-05-10
STK000234,BRN000013,Updated,2025-02-27,2025-02-11
STK001015,BRN000016,Verified,2025-04-05,2025-04-04
STK000488,BRN000015,Pending,2024-02-27,2024-02-26
STK001404,BRN000006,Updated,2025-01-28,2025-01-17
STK000505,BRN000005,Pending,2022-01-02,2021-12-16
STK000016,BRN000004,Verified,2025-01-26,2025-01-12
STK000236,BRN000005,Verified,2022-07-26,2022-07-08
STK000376,BRN000013,Verified,2025-04-23,2025-04-02
STK000557,BRN000005,Verified,2025-01-31,2025-01-03
STK000795,BRN000003,Updated,2022-09-02,2022-08-11
STK000592,BRN000012,Pending,2023-05-01,2023-04-10
STK000674,BRN000013,Pending,2022-07-12,2022-06-24
STK001099,BRN000007,Verified,2022-02-22,2022-02-13
STK000856,BRN000007,Pending,2022-10-14,2022-09-19
STK000797,BRN000018,Updated,2024-10-12,2024-10-11
STK000932,BRN000016,Verified,2024-11-10,2024-10-21
STK001193,BRN000019,Verified,2025-08-22,2025-07-24
STK000129,BRN000014,Updated,2023-05-05,2023-04-16
STK001076,BRN000006,Pending,2022-02-27,2022-02-25
STK001071,BRN000016,Verified,2025-06-09,2025-05-12
STK001171,BRN000013,Updated,2024-07-24,2024-06-24
STK000584,BRN000006,Verified,2023-12-24,2023-12-11
STK000389,BRN000017,Verified,2025-11-20,2025-11-18
STK000864,BRN000004,Verified,2022-08-06,2022-07-20
STK000274,BRN000003,Verified,2023-06-24,2023-06-05
STK001273,BRN000012,Updated,2025-10-03,2025-09-16
STK001157,BRN000016,Pending,2023-08-12,2023-07-23
STK000133,BRN000012,Verified,2023-08-30,2023-08-16
STK001421,BRN000012,Verified,2024-04-08,2024-03-15
STK000664,BRN000017,Updated,2023-04-25,2023-04-18
STK000348,BRN000017,Updated,2025-05-21,2025-04-26
STK001361,BRN000002,Pending,2025-07-19,2025-06-29
STK000817,BRN000017,Verified,2022-06-25,2022-06-22
STK001192,BRN000011,Updated,2023-09-13,2023-08-17
STK000207,BRN000002,Updated,2024-01-11,2023-12-28
STK000896,BRN000007,Verified,2023-12-15,2023-12-04
STK001233,BRN000005,Pending,2022-08-21,2022-08-06
STK001400,BRN000018,Pending,2023-08-28,2023-08-18
STK000052,BRN000002,Pending,2022-10-03,2022-09-03
STK000473,BRN000001,Pending,2023-06-12,2023-05-14
STK001059,BRN000011,Verified,2022-02-14,2022-01-23
STK000042,BRN000018,Verified,2023-06-25,2023-06-06
STK001105,BRN000013,Verified,2023-12-13,2023-12-10
STK000805,BRN000018,Verified,2023-12-31,2023-12-22
STK000628,BRN000018,Updated,2024-03-13,2024-03-05
STK000210,BRN000008,Updated,2022-04-25,2022-04-22
STK001111,BRN000004,Verified,2022-01-23,2021-12-30
STK001079,BRN000002,Verified,2023-04-23,2023-03-31
STK000012,BRN000003,Verified,2023-08-12,2023-07-14
STK000806,BRN000020,Pending,2023-04-23,2023-03-25
STK000044,BRN000016,Verified,2025-08-07,2025-07-27
STK000339,BRN000008,Verified,2024-06-18,2024-05-26
STK000730,BRN000012,Pending,2025-09-05,2025-08-06
STK000770,BRN000011,Pending,2022-09-03,2022-08-19
STK001390,BRN000007,Verified,2024-03-23,2024-03-05
STK000930,BRN000018,Updated,2025-11-09,2025-11-02
STK001079,BRN000001,Pending,2024-07-28,2024-07-02
STK000533,BRN000008,Updated,2023-04-18,2023-04-17
STK000503,BRN000014,Verified,2024-10-11,2024-09-29
STK000879,BRN000001,Updated,2022-04-25,2022-04-21
STK000616,BRN000005,Updated,2024-01-11,2024-01-03
STK000464,BRN000014,Verified,2025-02-04,2025-01-11
STK000323,BRN000017,Updated,2025-11-05,2025-10-24
STK001169,BRN000013,Updated,2024-02-15,2024-02-12
STK000439,BRN000015,Updated,2023-09-16,2023-09-11
STK000956,BRN000012,Verified,2023-08-11,2023-07-20
STK000954,BRN000016,Pending,2022-05-30,2022-05-14
STK001179,BRN000008,Pending,2022-01-09,2021-12-31
STK000767,BRN000005,Verified,2023-02-20,2023-02-08
STK001221,BRN000012,Updated,2024-09-22,2024-08-25
STK001399,BRN000010,Updated,2025-03-22,2025-02-26
STK000699,BRN000013,Updated,2024-07-15,2024-06-29
STK000100,BRN000020,Updated,2022-04-26,2022-04-19
STK000854,BRN000005,Pending,2024-06-06,2024-05-19
STK001302,BRN000005,Updated,2023-07-10,2023-07-06
STK001473,BRN000003,Updated,2025-07-23,2025-07-09
STK001130,BRN000011,Updated,2022-06-18,2022-05-27
STK001284,BRN000003,Verified,2025-02-09,2025-01-28
STK000598,BRN000012,Updated,2023-10-24,2023-10-02
STK000246,BRN000009,Updated,2023-03-31,2023-03-08
STK001148,BRN000018,Verified,2022-04-19,2022-03-30
STK000201,BRN000015,Pending,2023-09-11,2023-08-26
STK000938,BRN000001,Updated,2022-09-03,2022-08-06
STK000609,BRN000017,Verified,2024-01-30,2024-01-29
STK000084,BRN000005,Pending,2022-12-29,2022-12-17
STK001211,BRN000013,Updated,2022-10-19,2022-09-23
STK000769,BRN000008,Updated,2024-08-21,2024-08-11
STK001362,BRN000012,Pending,2025-04-18,2025-04-01
STK000651,BRN000018,Updated,2024-02-25,2024-02-23
STK001108,BRN000005,Updated,2024-09-20,2024-08-21
STK000082,BRN000009,Verified,2025-12-28,2025-12-14
STK001155,BRN000019,Verified,2025-07-19,2025-07-01
STK000025,BRN000003,Updated,2023-10-31,2023-10-03
STK000230,BRN000009,Verified,2025-11-12,2025-10-23
STK000425,BRN000007,Verified,2022-01-23,2022-01-18
STK001493,BRN000015,Updated,2022-08-24,2022-08-13
STK000692,BRN000016,Pending,2025-02-15,2025-02-09
STK000535,BRN000017,Pending,2025-02-04,2025-01-16
STK001130,BRN000008,Pending,2025-01-06,2024-12-25
STK001437,BRN000001,Verified,2023-04-28,2023-04-20
STK001012,BRN000019,Pending,2022-01-27,2022-01-03
STK000830,BRN000003,Verified,2023-08-29,2023-08-16
STK001318,BRN000002,Updated,2023-04-10,2023-03-13
STK000165,BRN000009,Updated,2025-08-25,2025-08-16
STK000587,BRN000015,Pending,2024-02-14,2024-01-19
STK000265,BRN000007,Verified,2023-09-12,2023-08-15
STK000914,BRN000013,Verified,2022-04-09,2022-03-16
STK001496,BRN000015,Updated,2022-12-19,2022-11-27
STK001296,BRN000007,Verified,2025-04-09,2025-03-18
STK000638,BRN000019,Updated,2023-01-26,2023-01-17
STK000247,BRN000010,Verified,2023-12-29,2023-12-12
STK001138,BRN000012,Updated,2024-02-10,2024-01-13
STK000573,BRN000019,Pending,2023-03-22,2023-03-18
STK000911,BRN000014,Verified,2025-03-18,2025-02-17
STK001430,BRN000010,Verified,2024-11-28,2024-11-07
STK001149,BRN000001,Updated,2022-12-12,2022-11-16
STK001082,BRN000011,Pending,2025-02-21,2025-02-03
STK000083,BRN000012,Updated,2025-08-02,2025-07-15
STK000283,BRN000005,Updated,2024-05-11,2024-04-21
STK000025,BRN000020,Updated,2025-10-27,2025-10-25
STK001471,BRN000013,Pending,2022-01-07,2022-01-05
STK000914,BRN000012,Pending,2024-03-12,2024-03-07
STK001084,BRN000002,Verified,2023-05-28,2023-05-04
STK001090,BRN000015,Verified,2022-03-10,2022-03-01
STK001311,BRN000015,Updated,2024-05-10,2024-05-05
STK001021,BRN000010,Pending,2022-09-21,2022-09-02
STK001443,BRN000009,Pending,2022-01-02,2021-12-28
STK001294,BRN000006,Updated,2023-12-06,2023-11-29
STK000683,BRN000003,Updated,2023-07-15,2023-07-02
STK000874,BRN000004,Updated,2025-05-16,2025-05-13
STK000521,BRN000004,Verified,2023-10-20,2023-09-29
STK001438,BRN000013,Verified,2023-07-17,2023-07-13
STK000051,BRN000011,Pending,2025-04-02,2025-03-17
STK000750,BRN000019,Pending,2025-12-31,2025-12-03
STK000811,BRN000016,Pending,2024-10-02,2024-09-09
STK001169,BRN000020,Updated,2023-07-28,2023-07-09
STK000297,BRN000003,Verified,2023-03-08,2023-02-07
STK000536,BRN000008,Pending,2024-02-21,2024-02-08
STK001143,BRN000001,Updated,2025-11-21,2025-10-28
STK001385,BRN000007,Updated,2023-08-14,2023-08-11
STK000119,BRN000011,Verified,2024-02-19,2024-02-02
STK000846,BRN000015,Verified,2022-06-07,2022-05-26
STK000414,BRN000013,Verified,2023-12-14,2023-11-21
STK000156,BRN000015,Pending,2025-09-18,2025-08-31
STK000995,BRN000015,Updated,2024-12-07,2024-11-21
STK000415,BRN000007,Verified,2022-01-21,2022-01-10
STK000202,BRN000013,Verified,2023-09-02,2023-08-23
STK000528,BRN000005,Updated,2022-03-28,2022-03-10
STK000049,BRN000019,Pending,2025-03-18,2025-03-08
STK000289,BRN000007,Updated,2024-07-27,2024-07-18
STK001237,BRN000002,Pending,2022-07-08,2022-07-06
STK001345,BRN000019,Updated,2022-03-26,2022-03-03
STK001457,BRN000007,Pending,2024-02-20,2024-01-27
STK000568,BRN000015,Updated,2022-01-05,2021-12-12
STK001279,BRN000002,Updated,2023-10-14,2023-10-06
STK000274,BRN000019,Updated,2022-06-10,2022-05-27
STK000673,BRN000020,Updated,2022-05-17,2022-05-13
STK000370,BRN000006,Verified,2025-10-31,2025-10-08
STK000990,BRN000006,Pending,2025-02-12,2025-01-31
STK000410,BRN000006,Updated,2022-02-01,2022-01-11
STK001322,BRN000004,Pending,2023-01-16,2023-01-10
STK000085,BRN000003,Verified,2025-12-09,2025-12-03
STK000021,BRN000020,Verified,2022-11-06,2022-10-12
STK000197,BRN000014,Verified,2023-08-09,2023-07-17
STK001098,BRN000013,Verified,2025-06-25,2025-06-17
STK000574,BRN000005,Updated,2023-05-31,2023-05-26
STK001084,BRN000020,Updated,2022-05-12,2022-04-14
STK000223,BRN000018,Pending,2022-12-16,2022-12-02
STK000744,BRN000009,Updated,2022-08-03,2022-08-01
STK000630,BRN000011,Verified,2022-06-27,2022-06-09
STK001224,BRN000019,Updated,2025-09-05,2025-08-27
STK000571,BRN000002,Updated,2025-04-02,2025-03-08
STK000212,BRN000006,Pending,2023-09-27,2023-09-17
STK000942,BRN000003,Pending,2025-08-27,2025-08-18
STK000691,BRN000016,Verified,2022-03-30,2022-03-01
STK000942,BRN000015,Verified,2025-01-24,2025-01-23
STK000675,BRN000011,Verified,2025-12-06,2025-11-25
STK001393,BRN000009,Pending,2024-01-02,2023-12-11
STK001321,BRN000002,Pending,2022-11-24,2022-10-30
STK001354,BRN000017,Updated,2022-11-03,2022-10-12
STK001380,BRN000020,Verified,2022-01-31,2022-01-23
STK001057,BRN000013,Updated,2024-08-29,2024-08-17
STK000794,BRN000019,Verified,2024-01-16,2024-01-15
STK001234,BRN000020,Updated,2025-11-19,2025-10-31
STK001301,BRN000007,Updated,2022-01-14,2021-12-16
STK001450,BRN000016,Pending,2022-12-27,2022-12-19
STK000612,BRN000005,Pending,2023-01-26,2023-01-16
STK000253,BRN000014,Updated,2024-02-14,2024-01-17
STK000125,BRN000004,Pending,2024-12-18,2024-12-09
STK001388,BRN000009,Updated,2022-08-24,2022-08-21
STK001390,BRN000005,Verified,2025-06-17,2025-05-21
STK000144,BRN000011,Verified,2022-05-30,2022-05-29
STK000208,BRN000020,Verified,2022-02-06,2022-01-24
STK001007,BRN000006,Verified,2024-02-05,2024-01-28
STK000440,BRN000002,Pending,2025-01-30,2025-01-13
STK001352,BRN000016,Verified,2022-05-06,2022-04-23
STK000060,BRN000004,Pending,2023-11-30,2023-11-11
STK001474,BRN000003,Pending,2025-06-12,2025-06-03
STK000717,BRN000009,Verified,2024-10-23,2024-10-03
STK000257,BRN000009,Updated,2025-07-16,2025-06-29
STK001492,BRN000005,Updated,2022-06-18,2022-06-15
STK000949,BRN000012,Pending,2022-08-01,2022-07-21
STK000900,BRN000016,Updated,2022-06-25,2022-05-31
STK001075,BRN000013,Updated,2022-11-23,2022-10-25
STK000741,BRN000005,Verified,2023-04-08,2023-03-21
STK001467,BRN000004,Updated,2024-05-21,2024-05-02
STK000007,BRN000001,Verified,2024-12-12,2024-11-14
STK000185,BRN000003,Verified,2024-07-16,2024-06-20
STK000680,BRN000003,Pending,2025-11-06,2025-10-31
STK000844,BRN000008,Pending,2024-10-09,2024-09-10
STK000309,BRN000006,Updated,2022-01-23,2021-12-29
STK000340,BRN000011,Updated,2025-03-22,2025-02-26
STK000890,BRN000019,Verified,2024-11-30,2024-11-24
STK000151,BRN000017,Verified,2025-09-27,2025-08-31
STK000865,BRN000013,Verified,2024-10-20,2024-09-26
STK000400,BRN000017,Pending,2025-08-06,2025-07-09
STK001145,BRN000018,Pending,2023-02-26,2023-02-03
STK001495,BRN000009,Updated,2024-05-14,2024-04-21
STK000731,BRN000009,Pending,2024-01-12,2023-12-23
STK000001,BRN000005,Verified,2022-04-21,2022-04-16
STK001484,BRN000002,Verified,2025-02-02,2025-01-24
STK000965,BRN000009,Verified,2024-09-29,2024-09-23
STK000929,BRN000001,Pending,2023-12-26,2023-12-18
STK000818,BRN000018,Pending,2024-02-27,2024-01-31
STK000912,BRN000004,Updated,2023-05-21,2023-05-13
STK001341,BRN000002,Updated,2024-09-13,2024-09-04
STK000799,BRN000019,Updated,2024-02-05,2024-01-15
STK000464,BRN000001,Verified,2023-02-20,2023-01-25
STK000160,BRN000012,Pending,2023-02-01,2023-01-21
STK000422,BRN000012,Updated,2024-11-15,2024-11-06
STK000069,BRN000007,Verified,2023-09-04,2023-08-23
STK000835,BRN000019,Updated,2024-05-29,2024-05-08
STK000853,BRN000016,Pending,2022-07-05,2022-06-14
STK000924,BRN000001,Pending,2023-08-19,2023-08-02
STK000852,BRN000017,Verified,2023-10-08,2023-09-18
STK000637,BRN000013,Pending,2025-01-05,2024-12-25
STK000062,BRN000009,Verified,2025-10-12,2025-09-22
STK000948,BRN000013,Updated,2025-04-19,2025-03-30
STK001099,BRN000005,Pending,2025-09-07,2025-08-12
STK000995,BRN000013,Pending,2025-07-15,2025-07-02
STK001415,BRN000015,Verified,2025-07-18,2025-07-13
STK000547,BRN000015,Verified,2023-08-13,2023-07-16
STK000401,BRN000014,Updated,2025-05-28,2025-04-30
STK000965,BRN000013,Pending,2022-05-22,2022-04-22
STK000084,BRN000020,Verified,2023-05-02,2023-04-27
STK000193,BRN000017,Pending,2024-08-02,2024-07-11
STK000833,BRN000017,Pending,2022-10-05,2022-09-27
STK001330,BRN000005,Verified,2025-01-13,2025-01-04
STK001181,BRN000013,Pending,2025-02-03,2025-01-25
STK000406,BRN000001,Pending,2025-05-10,2025-04-13
STK000478,BRN000002,Updated,2024-06-17,2024-06-14
STK000917,BRN000015,Updated,2022-11-04,2022-10-20
STK001266,BRN000003,Updated,2023-03-07,2023-02-17
STK001403,BRN000006,Updated,2024-07-26,2024-07-19
STK000219,BRN000020,Updated,2025-10-04,2025-09-28
STK000694,BRN000001,Updated,2022-07-31,2022-07-22
STK001486,BRN000014,Updated,2025-11-14,2025-10-29
STK000749,BRN000001,Updated,2023-03-26,2023-03-02
STK000299,BRN000003,Pending,2023-05-22,2023-05-13
STK001276,BRN000014,Pending,2023-01-06,2022-12-27
STK001028,BRN000018,Updated,2024-11-24,2024-11-14
STK001307,BRN000016,Pending,2025-02-12,2025-02-07
STK001384,BRN000003,Verified,2023-04-05,2023-03-19
STK000391,BRN000003,Pending,2025-11-26,2025-11-07
STK001204,BRN000007,Updated,2024-06-17,2024-05-18
STK000233,BRN000003,Pending,2025-12-05,2025-11-05
STK000533,BRN000009,Verified,2024-05-13,2024-05-03
STK001167,BRN000018,Verified,2023-07-23,2023-06-23
STK001135,BRN000013,Pending,2023-08-29,2023-08-14
STK001488,BRN000007,Verified,2023-08-12,2023-08-11
STK001195,BRN000016,Verified,2023-09-09,2023-08-19
STK000800,BRN000004,Updated,2023-02-12,2023-01-24
STK000640,BRN000001,Updated,2024-02-17,2024-02-02
STK000207,BRN000007,Updated,2022-05-02,2022-04-23
STK000676,BRN000017,Updated,2022-07-30,2022-07-08
STK001292,BRN000003,Pending,2023-10-04,2023-09-23
STK001464,BRN000019,Pending,2024-01-07,2023-12-26
STK000248,BRN000002,Updated,2023-10-24,2023-10-01
STK000795,BRN000011,Pending,2024-08-09,2024-08-07
STK000539,BRN000006,Verified,2022-05-17,2022-05-07
STK000260,BRN000011,Verified,2025-05-05,2025-04-28
STK001236,BRN000009,Pending,2025-07-11,2025-06-30
STK001444,BRN000008,Verified,2022-04-25,2022-03-30
STK000238,BRN000008,Verified,2023-02-18,2023-01-19
STK000182,BRN000002,Verified,2024-05-10,2024-04-16
