Customer_account_ID,Order_ID,Place_Date,Place_Status
CST001156,ORD005221,2025-05-30,Shipped
CST001403,ORD005222,2024-12-27,Shipped
CST002807,ORD005223,2024-04-28,Shipped
CST002831,ORD005224,2024-04-15,Pending
CST000178,ORD005225,2023-07-06,Processing
CST002482,ORD005226,2022-04-29,Confirmed
CST000948,ORD005227,2024-04-13,Shipped
CST002523,ORD005228,2023-05-08,Processing
CST002198,ORD005229,2023-05-24,Pending
CST002525,ORD005230,2024-03-06,Pending
CST002688,ORD005231,2022-09-02,Pending
CST001122,ORD005232,2024-03-30,Confirmed
CST000645,ORD005233,2025-05-28,Delivered
CST001648,ORD005234,2023-06-28,Confirmed
CST000045,ORD005235,2025-07-10,Confirmed
CST001644,ORD005236,2025-09-01,Processing
CST001971,ORD005237,2023-03-13,Processing
CST002135,ORD005238,2024-11-09,Shipped
CST000451,ORD005239,2025-01-23,Cancelled
CST000414,ORD005240,2025-10-13,Pending
CST001599,ORD005241,2025-02-13,Pending
CST001703,ORD005242,2024-03-02,Confirmed
CST001763,ORD005243,2025-12-18,Confirmed
CST001635,ORD005244,2023-02-09,Pending
CST002289,ORD005245,2022-07-27,Processing
CST000398,ORD005246,2024-05-23,Cancelled
CST002213,ORD005247,2025-12-31,Cancelled
CST000903,ORD005248,2023-01-17,Confirmed
CST001226,ORD005249,2023-02-26,Pending
CST001980,ORD005250,2022-01-27,Processing
CST001583,ORD005251,2022-05-10,Cancelled
CST001231,ORD005252,2023-04-03,Confirmed
CST001631,ORD005253,2025-09-13,Confirmed
CST000370,ORD005254,2022-01-25,Confirmed
CST002314,ORD005255,2022-04-05,Processing
CST002992,ORD005256,2022-12-24,Pending
CST001217,ORD005257,2023-05-11,Shipped
CST002665,ORD005258,2023-07-25,Pending
CST002844,ORD005259,2022-12-18,Shipped
CST001556,ORD005260,2023-01-05,Shipped
CST000094,ORD005261,2025-01-06,Confirmed
CST001791,ORD005262,2023-05-24,Cancelled
CST001452,ORD005263,2025-06-15,Confirmed
CST002974,ORD005264,2022-02-04,Pending
CST001490,ORD005265,2022-09-30,Delivered
CST001729,ORD005266,2024-07-03,Shipped
CST001111,ORD005267,2024-08-06,Delivered
CST002949,ORD005268,2025-03-31,Shipped
CST002821,ORD005269,2022-05-18,Pending
CST001806,ORD005270,2025-09-08,Cancelled
CST001936,ORD005271,2023-03-24,Shipped
CST000420,ORD005272,2023-05-30,Cancelled
CST001736,ORD005273,2022-05-15,Delivered
CST002296,ORD005274,2022-05-25,Shipped
CST001112,ORD005275,2023-09-26,Processing
CST000684,ORD005276,2024-01-05,Cancelled
CST002434,ORD005277,2025-02-25,Processing
CST001472,ORD005278,2022-12-26,Pending
CST000785,ORD005279,2025-10-15,Processing
CST002800,ORD005280,2025-01-19,Processing
CST001277,ORD005281,2024-05-19,Confirmed
CST000832,ORD005282,2025-10-03,Processing
CST001835,ORD005283,2022-04-17,Shipped
CST000249,ORD005284,2022-03-30,Processing
CST002537,ORD005285,2022-02-20,Shipped
CST000740,ORD005286,2023-09-26,Confirmed
CST000840,ORD005287,2024-06-28,Shipped
CST001932,ORD005288,2023-04-20,Cancelled
CST002261,ORD005289,2022-09-30,Cancelled
CST002821,ORD005290,2022-03-11,Delivered
CST000883,ORD005291,2024-12-12,Delivered
CST002605,ORD005292,2025-09-22,Cancelled
CST001441,ORD005293,2023-02-27,Confirmed
CST000004,ORD005294,2024-07-25,Processing
CST002036,ORD005295,2023-05-13,Processing
CST000801,ORD005296,2025-09-25,Cancelled
CST000171,ORD005297,2025-08-17,Delivered
CST002959,ORD005298,2024-03-19,Processing
CST001097,ORD005299,2024-12-18,Shipped
CST001519,ORD005300,2025-09-29,Processing
CST002748,ORD005301,2023-08-19,Shipped
CST000788,ORD005302,2024-04-23,Processing
CST001137,ORD005303,2023-07-07,Processing
CST002537,ORD005304,2023-10-12,Pending
CST003000,ORD005305,2023-02-07,Processing
CST002791,ORD005306,2023-03-15,Delivered
CST002575,ORD005307,2023-02-27,Shipped
CST000025,ORD005308,2024-10-14,Confirmed
CST000538,ORD005309,2024-06-03,Processing
CST000759,ORD005310,2025-01-16,Delivered
CST000125,ORD005311,2024-01-25,Pending
CST001843,ORD005312,2024-07-11,Cancelled
CST002088,ORD005313,2023-02-22,Cancelled
CST001492,ORD005314,2022-05-31,Pending
CST002790,ORD005315,2022-09-12,Shipped
CST000241,ORD005316,2025-05-21,Shipped
CST002187,ORD005317,2022-05-07,Confirmed
CST000176,ORD005318,2023-11-21,Confirmed
CST000588,ORD005319,2022-09-11,Cancelled
CST000031,ORD005320,2022-07-13,Confirmed
CST002374,ORD005321,2024-02-29,Cancelled
CST001683,ORD005322,2022-03-17,Confirmed
CST001330,ORD005323,2025-12-04,Shipped
CST001645,ORD005324,2025-02-23,Confirmed
CST001472,ORD005325,2022-08-16,Shipped
CST000514,ORD005326,2022-10-15,Confirmed
CST002526,ORD005327,2023-04-30,Cancelled
CST000351,ORD005328,2023-07-18,Shipped
CST000028,ORD005329,2022-02-28,Delivered
CST001974,ORD005330,2025-08-24,Processing
CST001397,ORD005331,2022-08-14,Delivered
CST001500,ORD005332,2022-06-18,Pending
CST001599,ORD005333,2023-06-21,Cancelled
CST001347,ORD005334,2025-01-30,Cancelled
CST002242,ORD005335,2023-03-22,Processing
CST002461,ORD005336,2024-02-22,Processing
CST000327,ORD005337,2022-01-19,Processing
CST001685,ORD005338,2023-07-06,Pending
CST000964,ORD005339,2022-02-01,Cancelled
CST002840,ORD005340,2022-05-11,Pending
CST001716,ORD005341,2025-03-18,Pending
CST000002,ORD005342,2025-02-07,Delivered
CST002452,ORD005343,2023-05-24,Processing
CST002712,ORD005344,2025-01-02,Shipped
CST002216,ORD005345,2022-02-16,Shipped
CST002060,ORD005346,2022-02-22,Processing
CST002437,ORD005347,2025-11-19,Confirmed
CST000686,ORD005348,2025-09-29,Confirmed
CST000695,ORD005349,2022-02-04,Processing
CST000471,ORD005350,2024-08-01,Processing
CST002312,ORD005351,2024-10-01,Shipped
CST002522,ORD005352,2023-01-15,Pending
CST002889,ORD005353,2024-02-09,Cancelled
CST000020,ORD005354,2025-01-31,Confirmed
CST000193,ORD005355,2024-02-17,Pending
CST002034,ORD005356,2025-12-05,Cancelled
CST002132,ORD005357,2024-09-11,Processing
CST001341,ORD005358,2024-01-21,Shipped
CST001298,ORD005359,2023-06-16,Confirmed
CST000354,ORD005360,2022-05-29,Pending
CST000397,ORD005361,2024-11-25,Processing
CST002275,ORD005362,2024-08-09,Pending
CST002793,ORD005363,2025-11-04,Processing
CST000723,ORD005364,2022-05-16,Processing
CST002812,ORD005365,2023-03-31,Cancelled
CST000470,ORD005366,2023-12-08,Delivered
CST000664,ORD005367,2022-07-01,Processing
CST002768,ORD005368,2024-05-06,Pending
CST000676,ORD005369,2025-07-19,Shipped
CST000213,ORD005370,2022-03-20,Shipped
CST002952,ORD005371,2023-01-01,Pending
CST001639,ORD005372,2023-02-15,Shipped
CST001678,ORD005373,2024-04-23,Confirmed
CST001813,ORD005374,2022-06-26,Processing
CST001593,ORD005375,2023-11-16,Cancelled
CST002656,ORD005376,2022-06-24,Processing
CST001407,ORD005377,2025-04-02,Processing
CST002987,ORD005378,2023-01-17,Delivered
CST002342,ORD005379,2022-04-05,Cancelled
CST000478,ORD005380,2024-06-24,Confirmed
CST000565,ORD005381,2024-07-11,Cancelled
CST000785,ORD005382,2023-06-12,Pending
CST001085,ORD005383,2022-10-06,Delivered
CST002164,ORD005384,2023-01-08,Shipped
CST002677,ORD005385,2023-12-04,Cancelled
CST002016,ORD005386,2025-01-26,Cancelled
CST001176,ORD005387,2022-05-09,Confirmed
CST001971,ORD005388,2023-01-31,Cancelled
CST000772,ORD005389,2024-05-07,Processing
CST002557,ORD005390,2022-12-04,Confirmed
CST000156,ORD005391,2025-01-28,Cancelled
CST000695,ORD005392,2022-12-21,Processing
CST001809,ORD005393,2023-09-16,Cancelled
CST001633,ORD005394,2025-09-17,Processing
CST002100,ORD005395,2025-12-05,Delivered
CST001923,ORD005396,2024-06-27,Cancelled
CST002290,ORD005397,2023-03-31,Delivered
CST002329,ORD005398,2025-10-08,Shipped
CST000804,ORD005399,2024-01-29,Cancelled
CST001440,ORD005400,2022-03-28,Processing
CST002143,ORD005401,2025-04-05,Shipped
CST002480,ORD005402,2025-09-05,Confirmed
CST000084,ORD005403,2024-09-02,Confirmed
CST001871,ORD005404,2025-11-08,Delivered
CST002572,ORD005405,2025-01-17,Pending
CST001422,ORD005406,2024-09-01,Confirmed
CST002973,ORD005407,2023-08-30,Cancelled
CST002985,ORD005408,2025-05-03,Confirmed
CST001818,ORD005409,2025-08-10,Processing
CST000728,ORD005410,2024-07-04,Confirmed
CST000398,ORD005411,2024-11-04,Processing
CST002799,ORD005412,2025-04-25,Cancelled
CST001547,ORD005413,2025-09-03,Cancelled
CST002015,ORD005414,2023-08-22,Cancelled
CST000461,ORD005415,2024-11-22,Shipped
CST001379,ORD005416,2023-05-26,Processing
CST000788,ORD005417,2025-09-22,Cancelled
CST000540,ORD005418,2025-05-03,Delivered
CST000647,ORD005419,2022-08-04,Confirmed
CST001179,ORD005420,2024-09-28,Shipped
CST002245,ORD005421,2024-01-08,Confirmed
CST001900,ORD005422,2022-07-26,Confirmed
CST001093,ORD005423,2023-01-16,Shipped
CST002310,ORD005424,2025-09-18,Confirmed
CST001647,ORD005425,2024-01-13,Delivered
CST001879,ORD005426,2023-10-21,Confirmed
CST002673,ORD005427,2022-08-07,Cancelled
CST002898,ORD005428,2023-02-24,Confirmed
CST000225,ORD005429,2024-10-09,Cancelled
CST001766,ORD005430,2025-04-05,Delivered
CST001466,ORD005431,2025-06-10,Shipped
CST000066,ORD005432,2022-07-21,Processing
CST002320,ORD005433,2023-02-15,Pending
CST002199,ORD005434,2023-10-13,Processing
CST002833,ORD005435,2024-12-29,Pending
CST001998,ORD005436,2025-03-10,Confirmed
CST000421,ORD005437,2022-03-29,Confirmed
CST001857,ORD005438,2023-04-13,Processing
CST001473,ORD005439,2024-02-16,Pending
CST002325,ORD005440,2022-11-07,Delivered
CST002691,ORD005441,2022-05-29,Cancelled
CST000687,ORD005442,2025-06-20,Shipped
CST000885,ORD005443,2024-10-24,Pending
CST002685,ORD005444,2025-03-14,Shipped
CST000676,ORD005445,2023-07-07,Shipped
CST001349,ORD005446,2025-12-25,Pending
CST000611,ORD005447,2024-06-28,Cancelled
CST002661,ORD005448,2024-09-20,Processing
CST002779,ORD005449,2024-12-23,Pending
CST000442,ORD005450,2024-04-10,Delivered
CST000146,ORD005451,2025-08-20,Shipped
CST002838,ORD005452,2023-04-20,Shipped
CST001702,ORD005453,2025-09-23,Shipped
CST000932,ORD005454,2022-07-09,Delivered
CST002239,ORD005455,2024-11-25,Shipped
CST001649,ORD005456,2024-10-03,Pending
CST000542,ORD005457,2024-01-03,Processing
CST000860,ORD005458,2024-09-27,Cancelled
CST000167,ORD005459,2022-02-24,Confirmed
CST001735,ORD005460,2023-01-23,Processing
CST002000,ORD005461,2025-08-11,Confirmed
CST000521,ORD005462,2023-03-12,Confirmed
CST001953,ORD005463,2024-05-04,Shipped
CST000380,ORD005464,2024-11-12,Cancelled
CST000607,ORD005465,2025-09-28,Shipped
CST001540,ORD005466,2023-07-09,Pending
CST002655,ORD005467,2025-12-16,Delivered
CST002600,ORD005468,2024-02-13,Shipped
CST001546,ORD005469,2024-09-15,Shipped
CST000015,ORD005470,2025-06-19,Confirmed
CST002329,ORD005471,2025-05-30,Cancelled
CST000261,ORD005472,2025-03-18,Delivered
CST000249,ORD005473,2022-01-24,Delivered
CST002064,ORD005474,2025-11-04,Shipped
CST000140,ORD005475,2022-05-24,Pending
CST001564,ORD005476,2023-05-20,Processing
CST001616,ORD005477,2022-06-08,Processing
CST000364,ORD005478,2024-12-06,Confirmed
CST001402,ORD005479,2023-11-12,Pending
CST000109,ORD005480,2025-03-14,Confirmed
CST001850,ORD005481,2022-08-17,Cancelled
CST001965,ORD005482,2022-09-29,Confirmed
CST002155,ORD005483,2024-02-12,Processing
CST000556,ORD005484,2024-08-14,Cancelled
CST001315,ORD005485,2025-02-06,Pending
CST000385,ORD005486,2024-12-26,Processing
CST001618,ORD005487,2025-04-04,Shipped
CST002258,ORD005488,2022-07-28,Processing
CST000209,ORD005489,2025-09-02,Pending
CST001879,ORD005490,2025-10-31,Pending
CST002765,ORD005491,2023-12-06,Pending
CST001981,ORD005492,2025-06-21,Cancelled
CST002897,ORD005493,2025-05-30,Confirmed
CST000804,ORD005494,2022-12-04,Delivered
CST002021,ORD005495,2025-01-31,Pending
CST000977,ORD005496,2022-06-22,Delivered
CST002947,ORD005497,2022-10-08,Cancelled
CST002249,ORD005498,2023-05-07,Processing
CST001470,ORD005499,2022-08-12,Processing
CST002970,ORD005500,2022-09-17,Shipped
CST002703,ORD005501,2024-08-10,Pending
CST000578,ORD005502,2022-05-27,Processing
CST002608,ORD005503,2022-02-15,Delivered
CST001271,ORD005504,2023-05-28,Cancelled
CST000462,ORD005505,2025-06-11,Processing
CST000780,ORD005506,2025-02-22,Shipped
CST000112,ORD005507,2022-08-19,Pending
CST002121,ORD005508,2023-04-03,Delivered
CST000835,ORD005509,2025-08-12,Processing
CST002968,ORD005510,2025-02-20,Shipped
CST000848,ORD005511,2024-11-07,Cancelled
CST001554,ORD005512,2023-02-22,Shipped
CST002217,ORD005513,2022-06-27,Processing
CST001424,ORD005514,2025-12-29,Cancelled
CST000504,ORD005515,2024-09-19,Cancelled
CST000775,ORD005516,2024-07-06,Confirmed
CST001679,ORD005517,2025-12-05,Shipped
CST001012,ORD005518,2022-12-21,Confirmed
CST000887,ORD005519,2025-01-29,Shipped
CST002153,ORD005520,2022-06-16,Delivered
CST000131,ORD005521,2022-07-28,Cancelled
CST001009,ORD005522,2022-04-23,Shipped
CST002675,ORD005523,2022-02-02,Processing
CST000624,ORD005524,2025-05-26,Pending
CST000428,ORD005525,2024-07-12,Pending
CST001465,ORD005526,2024-03-19,Processing
CST000911,ORD005527,2025-11-29,Delivered
CST000753,ORD005528,2023-03-15,Pending
CST001328,ORD005529,2025-07-20,Processing
CST002700,ORD005530,2024-09-22,Cancelled
CST000149,ORD005531,2025-01-01,Confirmed
CST001514,ORD005532,2025-07-09,Cancelled
CST001138,ORD005533,2022-07-12,Cancelled
CST002760,ORD005534,2025-10-12,Shipped
CST001317,ORD005535,2023-12-01,Shipped
CST002461,ORD005536,2025-10-02,Pending
CST000605,ORD005537,2022-03-03,Cancelled
CST000086,ORD005538,2022-08-31,Processing
CST001218,ORD005539,2023-01-03,Pending
CST001263,ORD005540,2024-04-10,Confirmed
CST000407,ORD005541,2022-03-11,Shipped
CST000799,ORD005542,2025-02-25,Cancelled
CST002599,ORD005543,2025-12-28,Shipped
CST000305,ORD005544,2024-11-13,Delivered
CST001532,ORD005545,2024-08-18,Cancelled
CST001199,ORD005546,2023-03-10,Confirmed
CST000308,ORD005547,2023-04-13,Confirmed
CST000075,ORD005548,2024-04-24,Processing
CST001399,ORD005549,2025-06-13,Delivered
CST001771,ORD005550,2024-07-19,Delivered
CST000125,ORD005551,2025-10-17,Pending
CST001216,ORD005552,2023-11-01,Pending
CST000210,ORD005553,2025-02-16,Shipped
CST002940,ORD005554,2023-02-07,Shipped
CST001131,ORD005555,2023-06-25,Delivered
CST000539,ORD005556,2022-08-01,Cancelled
CST002079,ORD005557,2024-01-31,Pending
CST001192,ORD005558,2025-06-11,Cancelled
CST000490,ORD005559,2023-03-12,Pending
CST000377,ORD005560,2022-11-22,Processing
CST001428,ORD005561,2023-09-27,Processing
CST000939,ORD005562,2025-04-10,Shipped
CST002334,ORD005563,2023-09-01,Shipped
CST000869,ORD005564,2025-08-11,Delivered
CST001004,ORD005565,2024-08-31,Delivered
CST002604,ORD005566,2023-03-20,Processing
CST000880,ORD005567,2024-01-06,Confirmed
CST001336,ORD005568,2025-02-06,Pending
CST001311,ORD005569,2023-01-26,Processing
CST000732,ORD005570,2022-04-18,Shipped
CST002109,ORD005571,2023-01-16,Pending
CST000278,ORD005572,2022-01-25,Pending
CST000550,ORD005573,2025-01-26,Cancelled
CST001249,ORD005574,2022-01-22,Shipped
CST001063,ORD005575,2022-03-16,Pending
CST000760,ORD005576,2023-03-01,Shipped
CST001986,ORD005577,2024-04-07,Confirmed
CST001534,ORD005578,2022-02-27,Pending
CST002141,ORD005579,2023-06-10,Delivered
CST001646,ORD005580,2023-10-17,Shipped
CST001188,ORD005581,2022-09-26,Shipped
CST002872,ORD005582,2025-10-05,Pending
CST000416,ORD005583,2024-06-01,Shipped
CST002622,ORD005584,2023-11-25,Pending
CST001426,ORD005585,2025-05-30,Confirmed
CST002909,ORD005586,2024-01-17,Confirmed
CST001957,ORD005587,2023-02-04,Pending
CST000006,ORD005588,2024-05-31,Shipped
CST001056,ORD005589,2025-11-06,Shipped
CST001020,ORD005590,2024-09-17,Delivered
CST002141,ORD005591,2023-03-24,Pending
CST000727,ORD005592,2023-01-24,Cancelled
CST002551,ORD005593,2024-04-27,Processing
CST002822,ORD005594,2025-11-26,Cancelled
CST000078,ORD005595,2025-05-26,Cancelled
CST002175,ORD005596,2023-10-06,Delivered
CST000438,ORD005597,2024-12-13,Processing
CST002036,ORD005598,2023-04-10,Shipped
CST002567,ORD005599,2022-01-27,Pending
CST000087,ORD005600,2023-08-11,Shipped
CST002629,ORD005601,2025-11-13,Delivered
CST002614,ORD005602,2023-10-21,Shipped
CST000152,ORD005603,2024-09-23,Confirmed
CST001437,ORD005604,2023-01-20,Confirmed
CST000192,ORD005605,2024-10-09,Shipped
CST000235,ORD005606,2022-07-03,Cancelled
CST002503,ORD005607,2022-01-09,Processing
CST002725,ORD005608,2022-05-28,Cancelled
CST002409,ORD005609,2024-04-22,Delivered
CST002922,ORD005610,2025-12-27,Shipped
CST000016,ORD005611,2024-04-19,Shipped
CST002074,ORD005612,2025-04-18,Pending
CST000043,ORD005613,2023-05-14,Cancelled
CST002613,ORD005614,2024-03-15,Confirmed
CST001523,ORD005615,2023-04-07,Confirmed
CST001322,ORD005616,2022-05-15,Processing
CST001102,ORD005617,2023-04-06,Confirmed
CST001242,ORD005618,2022-04-15,Confirmed
CST001465,ORD005619,2024-06-26,Pending
CST000308,ORD005620,2024-08-24,Pending
CST002841,ORD005621,2023-10-20,Pending
CST002194,ORD005622,2023-12-07,Confirmed
CST000849,ORD005623,2023-09-15,Shipped
CST001652,ORD005624,2023-07-18,Delivered
CST002870,ORD005625,2024-04-22,Pending
CST001451,ORD005626,2022-03-13,Processing
CST002886,ORD005627,2024-06-16,Cancelled
CST000322,ORD005628,2025-06-13,Delivered
CST000674,ORD005629,2023-07-17,Cancelled
CST002356,ORD005630,2022-08-06,Pending
CST002184,ORD005631,2022-12-29,Pending
CST002428,ORD005632,2024-12-21,Processing
CST001275,ORD005633,2023-06-12,Cancelled
CST002606,ORD005634,2023-06-19,Processing
CST002511,ORD005635,2024-03-13,Shipped
CST001966,ORD005636,2023-06-25,Pending
CST002107,ORD005637,2023-11-12,Pending
CST002557,ORD005638,2025-07-18,Processing
CST002906,ORD005639,2025-11-12,Shipped
CST000311,ORD005640,2022-03-29,Pending
CST001550,ORD005641,2025-04-22,Processing
CST000087,ORD005642,2023-01-13,Processing
CST001823,ORD005643,2022-07-28,Processing
CST001441,ORD005644,2024-01-13,Shipped
CST000044,ORD005645,2023-06-15,Cancelled
CST002851,ORD005646,2022-11-28,Shipped
CST000081,ORD005647,2022-08-30,Confirmed
CST001928,ORD005648,2023-10-10,Shipped
CST002708,ORD005649,2022-07-29,Cancelled
CST002519,ORD005650,2025-01-15,Pending
CST002831,ORD005651,2024-08-27,Delivered
CST001150,ORD005652,2023-06-01,Confirmed
CST000179,ORD005653,2024-01-02,Cancelled
CST001812,ORD005654,2024-12-05,Pending
CST000896,ORD005655,2024-07-08,Pending
CST001512,ORD005656,2024-09-14,Confirmed
CST000798,ORD005657,2022-09-18,Pending
CST002984,ORD005658,2025-10-02,Delivered
CST000347,ORD005659,2024-06-14,Confirmed
CST001166,ORD005660,2023-03-28,Confirmed
CST000846,ORD005661,2025-11-15,Delivered
CST002743,ORD005662,2022-05-23,Delivered
CST002448,ORD005663,2022-04-24,Pending
CST002809,ORD005664,2024-04-22,Delivered
CST002678,ORD005665,2024-07-13,Pending
CST002584,ORD005666,2024-08-20,Processing
CST001353,ORD005667,2025-01-06,Shipped
CST000297,ORD005668,2023-07-11,Confirmed
CST001646,ORD005669,2025-07-07,Confirmed
CST000944,ORD005670,2024-04-06,Shipped
CST000561,ORD005671,2024-02-23,Pending
CST000161,ORD005672,2024-04-13,Shipped
CST001366,ORD005673,2022-01-06,Cancelled
CST000867,ORD005674,2022-01-21,Shipped
CST000960,ORD005675,2023-11-10,Shipped
CST000027,ORD005676,2023-11-04,Cancelled
CST001014,ORD005677,2022-08-09,Confirmed
CST000706,ORD005678,2023-01-08,Cancelled
CST000133,ORD005679,2025-05-06,Confirmed
CST000315,ORD005680,2024-12-12,Pending
CST001006,ORD005681,2023-02-10,Confirmed
CST000963,ORD005682,2025-12-16,Shipped
CST001873,ORD005683,2023-08-07,Delivered
CST000246,ORD005684,2023-09-02,Confirmed
CST001140,ORD005685,2025-03-27,Delivered
CST001208,ORD005686,2023-07-20,Pending
CST000280,ORD005687,2022-06-05,Pending
CST000669,ORD005688,2025-07-16,Cancelled
CST000086,ORD005689,2025-01-01,Shipped
CST000865,ORD005690,2025-12-16,Processing
CST001443,ORD005691,2023-11-04,Confirmed
CST002944,ORD005692,2024-04-24,Confirmed
CST000448,ORD005693,2022-05-28,Cancelled
CST001341,ORD005694,2024-03-21,Processing
CST000435,ORD005695,2025-04-19,Pending
CST000117,ORD005696,2023-10-10,Processing
CST000439,ORD005697,2025-01-23,Processing
CST002367,ORD005698,2022-09-25,Cancelled
CST002544,ORD005699,2023-06-12,Delivered
CST002949,ORD005700,2024-02-24,Shipped
CST001136,ORD005701,2022-04-08,Pending
CST002038,ORD005702,2024-04-07,Delivered
CST001497,ORD005703,2024-07-13,Pending
CST001623,ORD005704,2023-11-17,Shipped
CST000515,ORD005705,2025-09-29,Confirmed
CST002625,ORD005706,2025-05-17,Delivered
CST002981,ORD005707,2022-06-17,Processing
CST001545,ORD005708,2024-09-10,Delivered
CST000694,ORD005709,2023-03-05,Processing
CST000599,ORD005710,2025-10-26,Cancelled
CST000691,ORD005711,2024-08-28,Confirmed
CST002401,ORD005712,2023-10-14,Pending
CST000888,ORD005713,2024-04-02,Shipped
CST000433,ORD005714,2025-07-11,Delivered
CST002590,ORD005715,2024-01-25,Processing
CST000675,ORD005716,2023-01-29,Cancelled
CST001415,ORD005717,2022-04-28,Shipped
CST002005,ORD005718,2023-05-08,Confirmed
CST000590,ORD005719,2023-06-17,Cancelled
CST000996,ORD005720,2023-02-04,Cancelled
CST002078,ORD005721,2022-06-27,Pending
CST001816,ORD005722,2022-04-28,Cancelled
CST000055,ORD005723,2023-12-23,Pending
CST001010,ORD005724,2023-08-24,Shipped
CST000545,ORD005725,2024-02-11,Delivered
CST001991,ORD005726,2023-08-31,Processing
CST000896,ORD005727,2023-12-27,Delivered
CST002890,ORD005728,2023-06-30,Confirmed
CST002561,ORD005729,2023-02-19,Cancelled
CST001358,ORD005730,2024-02-11,Delivered
CST001711,ORD005731,2025-02-11,Cancelled
CST000816,ORD005732,2022-01-10,Delivered
CST000296,ORD005733,2023-11-27,Confirmed
CST001461,ORD005734,2024-07-09,Processing
CST002674,ORD005735,2022-06-24,Shipped
CST001677,ORD005736,2024-08-25,Pending
CST000757,ORD005737,2022-06-09,Pending
CST000855,ORD005738,2024-02-26,Delivered
CST000203,ORD005739,2025-03-08,Processing
CST001736,ORD005740,2022-03-21,Pending
CST000135,ORD005741,2023-12-14,Shipped
CST002545,ORD005742,2025-07-19,Shipped
CST000287,ORD005743,2023-01-21,Cancelled
CST000795,ORD005744,2024-09-08,Shipped
CST002614,ORD005745,2024-06-03,Shipped
CST002122,ORD005746,2025-05-22,Processing
CST001754,ORD005747,2025-01-10,Processing
CST002156,ORD005748,2024-07-21,Pending
CST000739,ORD005749,2024-01-08,Confirmed
CST000124,ORD005750,2024-03-25,Pending
CST002087,ORD005751,2023-07-24,Shipped
CST000738,ORD005752,2023-12-24,Processing
CST001672,ORD005753,2024-10-10,Processing
CST000679,ORD005754,2025-01-21,Pending
CST001622,ORD005755,2024-10-01,Cancelled
CST000885,ORD005756,2022-01-01,Confirmed
CST002674,ORD005757,2022-06-18,Pending
CST000202,ORD005758,2025-10-18,Shipped
CST001971,ORD005759,2024-08-22,Processing
CST000443,ORD005760,2024-07-26,Pending
CST000096,ORD005761,2023-01-22,Shipped
CST001219,ORD005762,2024-04-19,Confirmed
CST000612,ORD005763,2022-01-08,Shipped
CST001576,ORD005764,2024-06-07,Delivered
CST002384,ORD005765,2025-01-26,Shipped
CST000820,ORD005766,2022-06-28,Confirmed
CST002320,ORD005767,2023-10-06,Confirmed
CST001649,ORD005768,2023-03-20,Delivered
CST001078,ORD005769,2025-10-15,Cancelled
CST000730,ORD005770,2022-04-13,Shipped
CST001319,ORD005771,2024-02-19,Pending
CST002064,ORD005772,2023-09-30,Processing
CST001024,ORD005773,2022-10-11,Pending
CST000883,ORD005774,2024-10-04,Pending
CST002042,ORD005775,2024-01-16,Cancelled
CST000016,ORD005776,2024-03-17,Shipped
CST001692,ORD005777,2023-02-16,Delivered
CST002124,ORD005778,2022-07-20,Processing
CST002833,ORD005779,2023-03-29,Delivered
CST001426,ORD005780,2025-05-15,Confirmed
CST000553,ORD005781,2022-05-15,Cancelled
CST002928,ORD005782,2022-10-14,Cancelled
CST002469,ORD005783,2025-12-01,Confirmed
CST001272,ORD005784,2025-03-19,Pending
CST000909,ORD005785,2025-12-08,Processing
CST000736,ORD005786,2023-03-13,Delivered
CST000602,ORD005787,2025-10-18,Shipped
CST002393,ORD005788,2025-10-23,Pending
CST000789,ORD005789,2024-11-29,Pending
CST002719,ORD005790,2022-01-18,Delivered
CST000637,ORD005791,2025-12-13,Confirmed
CST002429,ORD005792,2023-11-08,Shipped
CST002702,ORD005793,2023-06-06,Shipped
CST000953,ORD005794,2024-07-02,Cancelled
CST001073,ORD005795,2022-11-01,Confirmed
CST002645,ORD005796,2023-04-18,Pending
CST001838,ORD005797,2024-07-14,Cancelled
CST001056,ORD005798,2023-07-10,Processing
CST000996,ORD005799,2024-02-24,Delivered
CST001778,ORD005800,2023-09-06,Pending
CST000076,ORD005801,2024-08-16,Processing
CST002771,ORD005802,2025-06-13,Cancelled
CST001800,ORD005803,2023-04-25,Pending
CST001627,ORD005804,2023-09-15,Pending
CST001320,ORD005805,2023-02-08,Delivered
CST000765,ORD005806,2025-06-12,Pending
CST002555,ORD005807,2025-03-04,Delivered
CST000223,ORD005808,2023-12-23,Pending
CST000009,ORD005809,2024-09-19,Delivered
CST002763,ORD005810,2025-12-26,Confirmed
CST000746,ORD005811,2022-10-23,Shipped
CST001751,ORD005812,2023-11-15,Pending
CST000959,ORD005813,2024-03-06,Cancelled
CST001455,ORD005814,2025-03-25,Delivered
CST001899,ORD005815,2022-08-15,Shipped
CST002856,ORD005816,2023-07-14,Confirmed
CST002798,ORD005817,2023-07-17,Processing
CST002110,ORD005818,2025-04-22,Delivered
CST001247,ORD005819,2024-01-29,Delivered
CST001913,ORD005820,2022-09-29,Cancelled
CST001778,ORD005821,2022-10-26,Pending
CST001057,ORD005822,2024-07-30,Confirmed
CST000003,ORD005823,2022-01-06,Confirmed
CST001729,ORD005824,2025-07-03,Pending
CST001207,ORD005825,2023-07-15,Shipped
CST000640,ORD005826,2023-02-26,Delivered
CST000641,ORD005827,2024-05-08,Delivered
CST000809,ORD005828,2024-04-21,Confirmed
