Order_ID,Date,Status,TotalPrice,Order_quantity
ORD006437,2022-11-28,Pending,119457.9,2
ORD006438,2023-03-08,Completed,49264.88,2
ORD006439,2022-12-11,Shipped,2373.44,5
ORD006440,2024-10-17,Shipped,94003.85,1
ORD006441,2023-06-20,Pending,112880.21,1
ORD006442,2024-05-17,Shipped,78319.39,4
ORD006443,2023-05-05,Completed,54422.26,5
ORD006444,2025-11-29,Completed,119300.01,3
ORD006445,2025-11-14,Shipped,106153.49,4
ORD006446,2025-09-20,Completed,36956.53,3
ORD006447,2025-10-21,Returned,108204.33,3
ORD006448,2024-02-19,Shipped,31057.6,4
ORD006449,2024-01-12,Completed,94783.81,4
ORD006450,2023-03-25,Pending,112799.44,3
ORD006451,2025-09-04,Completed,34042.14,1
ORD006452,2025-09-19,Completed,117034.38,5
ORD006453,2024-11-18,Shipped,111333.68,3
ORD006454,2023-08-31,Completed,61047.84,3
ORD006455,2023-12-25,Completed,79531.38,2
ORD006456,2024-05-02,Processing,75782.74,4
ORD006457,2024-03-13,Shipped,52384.1,2
ORD006458,2022-11-12,Shipped,37926.19,5
ORD006459,2024-12-10,Completed,56995.09,4
ORD006460,2023-08-19,Completed,108180.51,5
ORD006461,2025-06-03,Completed,92688.7,4
ORD006462,2024-05-31,Completed,36441.54,3
ORD006463,2022-03-06,Returned,104049.21,3
ORD006464,2022-05-03,Completed,38635.71,3
ORD006465,2024-12-25,Completed,71707.74,1
ORD006466,2022-01-17,Completed,20239.6,4
ORD006467,2025-05-20,Completed,34003.51,2
ORD006468,2024-08-15,Shipped,5958.57,5
ORD006469,2025-04-23,Completed,108884.76,4
ORD006470,2025-11-05,Completed,80201.04,3
ORD006471,2022-05-10,Completed,111082.45,5
ORD006472,2023-12-21,Completed,67311.8,3
ORD006473,2025-11-12,Completed,81351.79,1
ORD006474,2023-12-05,Processing,36337.74,1
ORD006475,2022-07-12,Completed,115150.86,2
ORD006476,2022-05-13,Completed,27623.61,3
ORD006477,2025-11-01,Completed,71796.69,4
ORD006478,2024-10-03,Processing,99011.52,2
ORD006479,2022-07-25,Pending,22976.84,3
ORD006480,2025-03-25,Completed,78990.03,2
ORD006481,2023-01-14,Completed,48432.05,2
ORD006482,2024-06-08,Shipped,18303.96,3
ORD006483,2025-09-29,Shipped,108780.23,4
ORD006484,2024-10-12,Completed,63066.92,1
ORD006485,2025-10-18,Completed,66703.86,2
ORD006486,2022-06-14,Completed,41395.47,3
ORD006487,2025-05-21,Completed,117227.5,4
ORD006488,2023-10-26,Shipped,70359.74,1
ORD006489,2023-09-16,Completed,80034.68,4
ORD006490,2025-11-02,Completed,37863.41,3
ORD006491,2024-05-05,Completed,83975.25,4
ORD006492,2022-08-09,Completed,65486.04,2
ORD006493,2023-05-28,Completed,30070.36,2
ORD006494,2025-09-29,Completed,101579.8,2
ORD006495,2024-05-16,Completed,45258.94,4
ORD006496,2023-06-12,Processing,91445.54,2
ORD006497,2022-02-28,Shipped,90514.26,2
ORD006498,2025-09-03,Completed,14664.13,5
ORD006499,2025-06-26,Completed,2186.81,2
ORD006500,2022-06-21,Cancelled,68736.88,4
ORD006501,2023-04-27,Pending,29239.62,4
ORD006502,2022-06-01,Cancelled,40655.24,5
ORD006503,2023-09-29,Completed,112952.48,4
ORD006504,2025-04-23,Completed,86671.88,3
ORD006505,2025-12-12,Completed,109768.35,2
ORD006506,2022-07-24,Processing,27693.9,4
ORD006507,2023-04-15,Cancelled,34007.44,2
ORD006508,2024-12-22,Shipped,110411.06,5
ORD006509,2022-07-05,Cancelled,60498.78,3
ORD006510,2024-01-27,Processing,7333.53,2
ORD006511,2024-01-21,Pending,48388.17,2
ORD006512,2023-05-02,Completed,66580.76,2
ORD006513,2024-01-11,Completed,16335.5,3
ORD006514,2023-01-14,Shipped,45742.31,4
ORD006515,2023-11-10,Pending,13668.79,1
ORD006516,2025-07-11,Completed,89944.19,1
ORD006517,2025-12-19,Completed,62799.81,1
ORD006518,2025-06-13,Completed,30223.43,3
ORD006519,2025-11-05,Completed,106448.54,1
ORD006520,2025-04-13,Processing,79904.46,2
ORD006521,2022-08-08,Completed,81545.34,1
ORD006522,2025-04-12,Completed,18075.75,4
ORD006523,2024-03-09,Completed,72792.32,4
ORD006524,2024-07-14,Cancelled,97163.29,3
ORD006525,2024-05-25,Completed,61353.42,2
ORD006526,2022-04-20,Completed,10464.06,5
ORD006527,2025-06-20,Processing,27816.27,4
ORD006528,2023-05-20,Completed,71447.62,1
ORD006529,2024-06-25,Completed,94528.13,1
ORD006530,2024-09-18,Completed,52500.36,4
ORD006531,2025-03-02,Completed,43398.69,1
ORD006532,2024-06-24,Completed,58735.21,4
ORD006533,2025-06-21,Pending,102127.9,3
ORD006534,2023-02-07,Shipped,45092.63,1
ORD006535,2022-01-22,Completed,38476.62,3
ORD006536,2025-08-16,Shipped,1202.47,2
ORD006537,2024-10-09,Completed,29662.28,5
ORD006538,2023-09-27,Completed,106503.0,1
ORD006539,2023-10-10,Pending,20827.07,1
ORD006540,2022-04-07,Completed,91467.28,4
ORD006541,2025-05-23,Completed,33027.97,1
ORD006542,2025-11-03,Shipped,33140.53,2
ORD006543,2022-05-21,Processing,36062.89,3
ORD006544,2024-05-18,Completed,29191.19,2
ORD006545,2023-05-14,Completed,5836.09,1
ORD006546,2022-05-27,Shipped,53845.66,2
ORD006547,2023-05-16,Completed,12465.38,3
ORD006548,2023-09-28,Completed,12515.73,1
ORD006549,2025-01-01,Completed,12275.54,1
ORD006550,2023-04-29,Processing,43718.62,2
ORD006551,2025-11-04,Completed,88957.73,5
ORD006552,2025-07-28,Processing,62995.14,4
ORD006553,2023-05-02,Completed,101010.99,4
ORD006554,2025-12-07,Completed,77997.28,1
ORD006555,2025-05-14,Completed,88724.38,2
ORD006556,2023-09-20,Completed,71305.06,5
ORD006557,2022-04-05,Pending,58116.06,4
ORD006558,2023-06-11,Completed,15963.49,3
ORD006559,2024-08-28,Processing,93774.93,1
ORD006560,2023-05-10,Cancelled,14139.72,4
ORD006561,2022-02-26,Completed,104627.7,3
ORD006562,2023-10-19,Shipped,100635.01,5
ORD006563,2024-12-19,Completed,55323.95,2
ORD006564,2025-04-11,Completed,105917.22,1
ORD006565,2025-08-09,Shipped,32147.35,5
ORD006566,2024-05-10,Completed,112201.45,3
ORD006567,2023-12-06,Pending,74211.82,2
ORD006568,2024-07-17,Completed,72204.76,1
ORD006569,2024-07-02,Completed,28741.12,1
ORD006570,2025-10-15,Processing,82727.78,1
ORD006571,2024-05-21,Completed,90134.98,4
ORD006572,2022-10-03,Completed,48394.64,3
ORD006573,2024-06-21,Processing,110878.16,4
ORD006574,2024-10-09,Completed,44984.51,1
ORD006575,2024-12-10,Completed,23873.86,1
ORD006576,2022-04-06,Completed,98868.13,3
ORD006577,2025-09-04,Completed,26481.14,2
ORD006578,2022-05-21,Cancelled,80232.42,3
ORD006579,2022-12-27,Completed,106346.69,4
ORD006580,2022-01-02,Completed,87438.79,2
ORD006581,2024-07-25,Completed,9058.4,1
ORD006582,2022-12-23,Completed,82261.64,1
ORD006583,2023-08-29,Pending,45263.89,1
ORD006584,2024-12-25,Completed,72315.38,1
ORD006585,2024-05-01,Processing,106517.43,2
ORD006586,2024-03-06,Completed,101085.41,1
ORD006587,2024-03-04,Completed,117246.41,5
ORD006588,2023-03-20,Completed,111273.23,4
ORD006589,2023-04-19,Completed,93639.46,5
ORD006590,2024-09-23,Completed,65183.4,3
ORD006591,2023-04-10,Processing,48486.96,2
ORD006592,2025-03-26,Processing,91978.19,1
ORD006593,2025-12-18,Returned,93645.99,2
ORD006594,2025-08-11,Returned,14076.97,5
ORD006595,2025-05-10,Completed,46304.56,1
ORD006596,2023-06-26,Completed,5719.88,1
ORD006597,2022-06-17,Completed,69691.63,2
ORD006598,2022-11-18,Completed,15829.76,2
ORD006599,2022-02-11,Completed,62471.97,1
ORD006600,2025-04-09,Completed,53838.83,1
ORD006601,2024-09-10,Shipped,78414.43,4
ORD006602,2024-12-02,Completed,63335.52,4
ORD006603,2023-08-07,Processing,57509.19,5
ORD006604,2022-04-27,Completed,75101.71,4
ORD006605,2022-09-12,Completed,13221.44,2
ORD006606,2023-11-19,Completed,102513.24,5
ORD006607,2022-07-14,Returned,62255.66,3
ORD006608,2022-01-20,Completed,79717.7,5
ORD006609,2025-11-03,Completed,25745.49,4
ORD006610,2023-05-14,Shipped,49062.68,3
ORD006611,2022-07-12,Completed,24413.89,4
ORD006612,2024-01-21,Completed,117737.84,4
ORD006613,2024-04-28,Shipped,98248.14,4
ORD006614,2024-04-20,Completed,36958.05,5
ORD006615,2022-07-01,Completed,61100.43,5
ORD006616,2025-11-13,Completed,63303.91,2
ORD006617,2022-04-20,Processing,106503.6,5
ORD006618,2022-08-22,Completed,83875.08,2
ORD006619,2024-05-22,Shipped,60201.13,1
ORD006620,2025-10-31,Returned,23028.75,3
ORD006621,2025-11-16,Processing,46987.59,1
ORD006622,2023-05-11,Completed,96378.49,1
ORD006623,2023-11-06,Completed,103387.45,5
ORD006624,2022-04-03,Completed,90640.4,1
ORD006625,2023-05-12,Completed,100257.86,5
ORD006626,2023-08-29,Completed,72364.5,2
ORD006627,2023-12-01,Completed,60670.9,3
ORD006628,2025-04-15,Processing,81769.86,2
ORD006629,2023-07-25,Completed,18801.26,1
ORD006630,2022-11-12,Returned,72648.92,2
ORD006631,2023-12-02,Completed,93374.89,3
ORD006632,2025-05-14,Completed,8833.91,3
ORD006633,2022-05-17,Processing,39059.22,2
ORD006634,2024-05-12,Pending,99932.54,3
ORD006635,2023-01-09,Shipped,98358.61,1
ORD006636,2022-09-06,Processing,97426.22,4
ORD006637,2025-05-10,Processing,28375.88,4
ORD006638,2023-03-02,Completed,12171.31,3
ORD006639,2023-04-24,Processing,30576.85,5
ORD006640,2022-04-18,Completed,26506.55,4
ORD006641,2024-08-21,Pending,107423.38,1
ORD006642,2023-11-23,Completed,79546.56,5
ORD006643,2025-04-17,Shipped,6013.9,5
ORD006644,2025-04-01,Completed,43802.31,3
ORD006645,2022-03-07,Completed,75741.71,2
ORD006646,2022-12-27,Completed,72839.53,5
ORD006647,2023-01-21,Processing,58272.89,4
ORD006648,2024-11-06,Completed,50515.18,1
ORD006649,2025-06-27,Completed,26287.22,2
ORD006650,2024-09-06,Completed,54612.14,4
ORD006651,2023-04-09,Processing,57719.2,1
ORD006652,2023-01-05,Processing,84908.49,1
ORD006653,2023-07-08,Completed,77737.55,2
ORD006654,2023-04-16,Completed,63262.66,5
ORD006655,2023-05-19,Shipped,49709.47,1
ORD006656,2023-09-24,Completed,52348.6,2
ORD006657,2022-07-24,Cancelled,107041.43,1
ORD006658,2022-12-11,Pending,35177.62,3
ORD006659,2023-07-09,Completed,104777.51,5
ORD006660,2023-07-27,Completed,19302.36,1
ORD006661,2025-05-15,Completed,1375.08,3
ORD006662,2022-07-06,Completed,42448.96,4
ORD006663,2022-05-14,Completed,51382.7,5
ORD006664,2022-01-17,Returned,118768.36,4
ORD006665,2023-09-25,Pending,34558.35,5
ORD006666,2025-06-23,Completed,74709.16,2
ORD006667,2023-10-18,Processing,56361.24,2
ORD006668,2023-10-28,Completed,36359.79,2
ORD006669,2023-01-02,Returned,7168.4,5
ORD006670,2022-05-25,Completed,80253.97,1
ORD006671,2023-10-17,Completed,38537.57,2
ORD006672,2025-04-30,Pending,90047.2,2
ORD006673,2022-12-24,Returned,76283.71,1
ORD006674,2024-06-05,Completed,85479.44,4
ORD006675,2022-12-10,Completed,72193.83,4
ORD006676,2024-02-25,Completed,28189.68,2
ORD006677,2022-05-14,Completed,11597.39,3
ORD006678,2023-01-28,Pending,94001.05,5
ORD006679,2023-04-18,Pending,100375.07,1
ORD006680,2025-08-31,Shipped,15654.58,3
ORD006681,2024-02-15,Pending,35639.71,2
ORD006682,2023-01-20,Completed,61730.28,2
ORD006683,2023-09-07,Completed,24587.82,2
ORD006684,2023-05-03,Processing,72738.7,5
ORD006685,2024-12-14,Completed,44825.78,4
ORD006686,2022-03-18,Completed,30901.02,5
ORD006687,2022-12-26,Completed,97526.28,3
ORD006688,2025-06-24,Completed,21603.11,5
ORD006689,2022-02-12,Cancelled,39907.45,5
ORD006690,2022-02-14,Completed,41133.09,2
ORD006691,2025-02-19,Completed,19989.16,3
ORD006692,2024-02-04,Pending,96931.8,5
ORD006693,2022-01-17,Pending,101301.6,4
ORD006694,2025-05-24,Completed,96896.9,4
ORD006695,2023-03-06,Shipped,34363.82,4
ORD006696,2024-08-21,Completed,100821.07,1
ORD006697,2022-09-13,Completed,31404.41,1
ORD006698,2022-03-19,Shipped,24568.39,5
ORD006699,2022-10-07,Shipped,41156.64,5
ORD006700,2023-07-17,Completed,25865.85,4
ORD006701,2025-09-27,Returned,77584.22,5
ORD006702,2025-04-21,Completed,51849.09,4
ORD006703,2022-02-03,Completed,31356.59,5
ORD006704,2025-08-08,Completed,55180.34,1
ORD006705,2022-06-24,Completed,70316.93,4
ORD006706,2022-06-18,Shipped,53117.61,5
ORD006707,2023-06-18,Completed,95911.29,2
ORD006708,2024-03-14,Shipped,12764.17,4
ORD006709,2023-10-30,Completed,50550.34,3
ORD006710,2024-10-31,Completed,9650.54,3
ORD006711,2024-02-27,Completed,82503.88,1
ORD006712,2025-10-30,Completed,31660.75,3
ORD006713,2024-01-24,Completed,83468.16,3
ORD006714,2023-11-03,Pending,69270.3,4
ORD006715,2022-02-04,Completed,39242.51,3
ORD006716,2025-12-19,Pending,49319.15,4
ORD006717,2023-09-29,Completed,58394.47,2
ORD006718,2025-02-22,Completed,108198.31,3
ORD006719,2025-01-04,Completed,99856.93,4
ORD006720,2022-09-12,Completed,96283.71,3
ORD006721,2023-11-08,Completed,101415.89,1
ORD006722,2025-12-16,Completed,64900.62,2
ORD006723,2024-02-10,Returned,89475.9,4
ORD006724,2022-05-27,Shipped,61942.39,3
ORD006725,2023-08-12,Pending,62317.57,2
ORD006726,2022-04-17,Completed,103204.44,4
ORD006727,2023-12-20,Processing,39107.61,2
ORD006728,2022-06-12,Completed,3097.41,1
ORD006729,2025-03-29,Shipped,52993.36,2
ORD006730,2025-06-04,Completed,10545.07,3
ORD006731,2025-08-09,Pending,91211.5,1
ORD006732,2025-12-21,Cancelled,18117.85,3
ORD006733,2024-08-30,Completed,63139.61,3
ORD006734,2024-04-29,Completed,46781.3,2
ORD006735,2023-03-18,Completed,89809.27,2
ORD006736,2025-05-03,Completed,25748.54,3
ORD006737,2024-02-13,Completed,93815.52,5
ORD006738,2025-01-05,Processing,28299.18,2
ORD006739,2024-01-30,Completed,23943.06,2
ORD006740,2022-04-08,Completed,11108.88,4
ORD006741,2024-07-03,Completed,100664.72,2
ORD006742,2024-05-26,Completed,55587.6,3
ORD006743,2024-03-05,Completed,106877.97,4
ORD006744,2023-10-04,Completed,53617.29,4
ORD006745,2025-02-09,Processing,73903.26,5
ORD006746,2024-10-12,Cancelled,58862.0,5
ORD006747,2024-02-06,Completed,115959.52,4
ORD006748,2023-08-08,Pending,78182.56,3
ORD006749,2023-12-27,Shipped,17031.31,3
ORD006750,2023-06-04,Shipped,90113.6,4
ORD006751,2023-05-07,Shipped,115495.22,1
ORD006752,2024-08-31,Completed,50677.04,4
ORD006753,2022-02-16,Completed,104718.26,3
ORD006754,2023-12-28,Cancelled,50839.43,4
ORD006755,2023-02-14,Completed,53695.68,5
ORD006756,2024-08-22,Completed,38392.26,1
ORD006757,2025-04-19,Shipped,7597.7,2
ORD006758,2022-04-06,Completed,77380.29,1
ORD006759,2024-04-17,Completed,88747.74,3
ORD006760,2022-11-04,Completed,87253.72,3
ORD006761,2023-12-05,Completed,86821.0,3
ORD006762,2024-05-15,Completed,78735.95,3
ORD006763,2023-02-15,Completed,114482.82,3
ORD006764,2024-05-30,Shipped,113007.65,2
ORD006765,2022-03-17,Returned,103473.26,1
ORD006766,2025-03-14,Completed,102728.33,1
ORD006767,2023-05-18,Processing,7661.64,1
ORD006768,2025-09-25,Shipped,118757.2,5
ORD006769,2025-05-13,Completed,9796.7,4
ORD006770,2025-04-26,Processing,60472.77,5
ORD006771,2022-06-27,Processing,119237.4,3
ORD006772,2024-07-06,Completed,60534.7,3
ORD006773,2022-06-06,Shipped,48514.27,3
ORD006774,2024-05-20,Completed,56710.87,3
ORD006775,2025-08-19,Cancelled,77318.93,5
ORD006776,2023-07-29,Completed,80437.08,4
ORD006777,2025-10-06,Processing,49687.24,5
ORD006778,2022-10-29,Processing,65933.43,4
ORD006779,2025-12-29,Processing,88974.7,1
ORD006780,2025-05-14,Completed,41499.67,4
ORD006781,2025-06-21,Completed,63447.11,1
ORD006782,2025-11-17,Completed,84315.34,2
ORD006783,2023-01-16,Completed,69123.06,2
ORD006784,2023-10-09,Completed,102716.17,3
ORD006785,2025-06-30,Completed,81808.89,4
ORD006786,2022-05-18,Completed,109797.78,2
ORD006787,2022-06-30,Completed,8534.31,3
ORD006788,2024-09-19,Completed,4351.67,4
ORD006789,2025-04-24,Completed,25979.08,2
ORD006790,2024-10-21,Shipped,54727.06,3
ORD006791,2023-09-12,Completed,54897.26,3
ORD006792,2025-05-25,Shipped,22963.32,1
ORD006793,2025-10-08,Completed,2494.1,1
ORD006794,2024-09-11,Completed,94079.38,2
ORD006795,2025-01-05,Pending,119057.41,3
ORD006796,2024-10-14,Cancelled,49927.57,4
ORD006797,2023-02-21,Completed,24852.54,1
ORD006798,2023-01-20,Cancelled,60905.16,1
ORD006799,2023-02-05,Completed,61936.95,3
ORD006800,2024-12-30,Completed,92807.3,4
ORD006801,2025-06-27,Shipped,25599.47,3
ORD006802,2022-12-10,Cancelled,44079.25,5
ORD006803,2023-11-03,Processing,66270.09,4
ORD006804,2022-04-29,Completed,96904.37,5
ORD006805,2025-10-19,Shipped,36778.83,5
ORD006806,2025-02-08,Shipped,110042.51,1
ORD006807,2024-11-28,Returned,43640.21,3
ORD006808,2023-12-08,Shipped,45526.38,1
ORD006809,2023-02-25,Shipped,26208.3,2
ORD006810,2023-09-30,Cancelled,70717.8,1
ORD006811,2022-03-26,Completed,11458.13,5
ORD006812,2022-05-14,Processing,115281.82,2
ORD006813,2022-09-18,Shipped,23094.89,4
ORD006814,2022-11-18,Processing,37754.93,2
ORD006815,2025-03-22,Completed,105218.04,5
ORD006816,2022-04-17,Completed,117379.95,2
ORD006817,2024-11-20,Shipped,21219.97,1
ORD006818,2023-08-28,Completed,108600.02,4
ORD006819,2024-04-02,Completed,35838.89,1
ORD006820,2025-08-06,Completed,10519.77,2
ORD006821,2022-05-09,Completed,101952.5,2
ORD006822,2023-09-22,Completed,23182.21,1
ORD006823,2022-06-30,Completed,53193.65,4
ORD006824,2025-06-16,Processing,107297.55,1
ORD006825,2025-01-29,Returned,43587.23,4
ORD006826,2024-04-13,Completed,38712.12,3
ORD006827,2023-09-18,Processing,28867.01,4
ORD006828,2025-02-17,Completed,14801.68,3
ORD006829,2022-07-21,Processing,71917.49,2
ORD006830,2025-05-09,Completed,102993.6,5
ORD006831,2023-09-21,Completed,7081.63,2
ORD006832,2022-07-30,Processing,110124.64,5
ORD006833,2024-02-23,Completed,110167.31,1
ORD006834,2022-07-11,Returned,82957.6,4
ORD006835,2022-11-24,Completed,76555.56,5
ORD006836,2022-09-10,Processing,96107.39,2
ORD006837,2024-10-28,Completed,50379.69,2
ORD006838,2025-07-20,Cancelled,82598.18,2
ORD006839,2024-04-03,Shipped,111380.54,3
ORD006840,2025-03-10,Completed,100361.15,4
ORD006841,2023-02-01,Shipped,4142.0,2
ORD006842,2025-12-21,Pending,68965.76,4
ORD006843,2025-03-10,Completed,1829.13,1
ORD006844,2022-09-29,Completed,59327.06,3
ORD006845,2023-02-17,Completed,6374.18,4
ORD006846,2025-08-14,Completed,6071.86,1
ORD006847,2025-06-14,Processing,67283.38,3
ORD006848,2023-01-27,Completed,30863.59,2
ORD006849,2023-12-18,Completed,17797.39,1
ORD006850,2022-04-02,Completed,22758.83,3
ORD006851,2025-08-08,Completed,106207.79,5
ORD006852,2024-11-22,Completed,109666.54,2
ORD006853,2025-02-05,Completed,5748.18,4
ORD006854,2024-05-07,Completed,31826.61,2
ORD006855,2023-06-24,Shipped,106425.86,3
ORD006856,2025-05-28,Completed,83264.51,4
ORD006857,2022-02-17,Returned,86303.04,1
ORD006858,2025-04-11,Completed,76330.44,1
ORD006859,2025-11-09,Completed,47361.04,4
ORD006860,2024-03-07,Completed,11705.32,1
ORD006861,2022-10-03,Completed,52054.11,3
ORD006862,2024-11-07,Completed,59310.37,5
ORD006863,2024-02-20,Cancelled,87496.63,4
ORD006864,2023-05-02,Completed,75001.12,5
ORD006865,2022-04-18,Completed,79250.73,4
ORD006866,2022-10-10,Completed,106263.37,2
ORD006867,2022-07-20,Shipped,106224.14,1
ORD006868,2022-01-19,Shipped,66943.5,2
ORD006869,2023-07-22,Cancelled,99769.59,4
ORD006870,2022-06-13,Processing,108354.82,4
ORD006871,2024-11-08,Shipped,2343.14,5
ORD006872,2023-06-10,Completed,14989.76,3
ORD006873,2023-10-23,Shipped,70630.18,5
ORD006874,2025-03-12,Processing,20634.37,5
ORD006875,2022-09-07,Completed,70900.0,1
ORD006876,2024-01-11,Completed,87863.7,5
ORD006877,2023-05-06,Completed,15813.42,4
ORD006878,2024-04-17,Completed,114898.88,1
ORD006879,2023-11-10,Completed,98498.78,1
ORD006880,2024-03-17,Processing,79072.2,2
ORD006881,2024-11-11,Completed,31073.78,5
ORD006882,2024-12-18,Shipped,97855.75,4
ORD006883,2023-11-11,Processing,100248.22,4
ORD006884,2022-12-08,Completed,71363.64,2
ORD006885,2022-11-22,Completed,79794.19,5
ORD006886,2022-01-04,Completed,86170.05,2
ORD006887,2022-11-12,Shipped,63469.61,1
ORD006888,2024-11-10,Completed,5487.26,2
ORD006889,2023-09-03,Completed,64453.75,4
ORD006890,2024-04-18,Processing,58452.54,4
ORD006891,2024-03-28,Pending,2707.42,5
ORD006892,2023-07-05,Completed,26647.9,5
ORD006893,2025-03-23,Processing,39391.73,5
ORD006894,2024-01-02,Completed,9982.26,2
ORD006895,2023-10-23,Pending,112546.58,1
ORD006896,2022-11-21,Shipped,72164.18,3
ORD006897,2025-01-05,Cancelled,58881.09,5
ORD006898,2025-11-05,Processing,10894.78,3
ORD006899,2024-03-01,Completed,116502.53,3
ORD006900,2023-10-24,Processing,51710.81,2
ORD006901,2025-06-21,Shipped,94894.12,1
ORD006902,2023-07-04,Completed,40490.1,3
ORD006903,2022-05-28,Pending,94562.08,3
ORD006904,2022-08-17,Shipped,37626.32,4
ORD006905,2024-05-24,Pending,63761.92,4
ORD006906,2022-04-13,Completed,109665.04,1
ORD006907,2024-10-29,Completed,42440.01,2
ORD006908,2024-03-22,Shipped,100290.89,1
ORD006909,2023-11-02,Shipped,10760.45,1
ORD006910,2023-07-30,Completed,21119.96,2
ORD006911,2025-01-13,Completed,34051.34,5
ORD006912,2025-09-19,Shipped,36984.5,2
ORD006913,2025-02-07,Pending,46097.66,4
ORD006914,2024-06-11,Completed,92071.92,5
ORD006915,2025-07-21,Processing,114612.66,1
ORD006916,2023-02-22,Shipped,33314.02,1
ORD006917,2022-05-28,Completed,66649.08,3
ORD006918,2024-06-17,Shipped,104520.81,3
ORD006919,2024-12-15,Processing,95449.98,3
ORD006920,2023-12-10,Completed,12967.06,4
ORD006921,2022-02-02,Completed,50311.05,3
ORD006922,2024-03-15,Completed,18931.81,5
ORD006923,2023-07-02,Completed,58404.41,4
ORD006924,2022-10-10,Cancelled,76142.55,4
ORD006925,2023-02-27,Completed,75680.61,1
ORD006926,2022-05-09,Completed,75074.08,3
ORD006927,2023-12-16,Completed,85416.38,2
ORD006928,2024-01-17,Completed,96460.84,2
ORD006929,2024-01-02,Processing,117743.26,2
ORD006930,2022-02-10,Returned,67071.4,2
ORD006931,2023-10-18,Processing,41152.0,4
ORD006932,2024-03-02,Completed,109745.21,1
ORD006933,2025-05-28,Completed,26496.52,3
ORD006934,2023-07-01,Completed,77141.05,4
ORD006935,2025-02-23,Completed,802.06,4
ORD006936,2023-12-05,Pending,99827.15,1
ORD006937,2022-07-24,Completed,83787.6,5
ORD006938,2024-02-07,Pending,55002.14,1
ORD006939,2025-11-10,Completed,68924.1,2
ORD006940,2025-05-22,Completed,95319.12,1
ORD006941,2022-07-25,Shipped,25118.04,3
ORD006942,2022-12-31,Completed,74579.54,3
ORD006943,2025-08-12,Completed,62323.24,2
ORD006944,2024-06-20,Completed,57366.31,5
ORD006945,2023-10-16,Completed,45818.62,3
ORD006946,2024-01-11,Completed,58028.35,1
ORD006947,2025-12-21,Completed,31967.22,5
ORD006948,2024-06-03,Completed,27107.29,3
ORD006949,2024-04-20,Completed,12670.91,4
ORD006950,2022-01-06,Shipped,114114.56,2
ORD006951,2022-04-21,Shipped,92237.97,3
ORD006952,2022-08-19,Completed,36165.75,2
ORD006953,2024-08-13,Completed,71452.21,3
ORD006954,2022-08-13,Completed,79846.82,1
ORD006955,2024-08-04,Completed,77392.16,3
ORD006956,2025-06-12,Completed,92096.72,2
ORD006957,2025-09-12,Returned,79753.87,2
ORD006958,2022-12-21,Completed,58308.91,5
ORD006959,2024-10-21,Completed,56461.66,3
ORD006960,2023-12-03,Completed,12911.56,3
ORD006961,2024-03-16,Completed,37427.96,4
ORD006962,2025-06-22,Completed,56377.36,3
ORD006963,2022-10-24,Processing,28915.58,2
ORD006964,2022-02-06,Completed,42267.41,3
ORD006965,2023-12-06,Shipped,94397.88,5
ORD006966,2024-09-26,Completed,36518.72,5
ORD006967,2024-04-17,Completed,12177.67,5
ORD006968,2024-12-23,Completed,94596.07,2
ORD006969,2022-08-29,Shipped,75554.35,3
ORD006970,2023-03-14,Shipped,20533.49,4
ORD006971,2023-09-08,Processing,53562.73,3
ORD006972,2025-04-29,Completed,30568.91,1
ORD006973,2022-07-16,Returned,76215.02,4
ORD006974,2024-09-28,Completed,80498.2,4
ORD006975,2022-09-12,Processing,116916.12,2
ORD006976,2022-03-27,Completed,68842.72,3
ORD006977,2023-08-04,Completed,60167.99,2
ORD006978,2024-08-03,Completed,4931.01,4
ORD006979,2022-07-26,Completed,99045.15,5
ORD006980,2025-10-20,Completed,42078.19,4
ORD006981,2024-06-16,Completed,91078.43,1
ORD006982,2025-08-16,Processing,55471.42,4
ORD006983,2024-06-04,Completed,58921.3,1
ORD006984,2023-10-03,Processing,113327.03,2
ORD006985,2025-12-12,Completed,48045.28,1
ORD006986,2023-04-30,Completed,69606.95,3
ORD006987,2024-04-02,Processing,51194.35,5
ORD006988,2024-05-27,Processing,119786.62,3
ORD006989,2025-10-11,Completed,44477.72,2
ORD006990,2022-04-04,Shipped,71524.39,5
ORD006991,2024-12-29,Completed,15806.41,4
ORD006992,2023-03-14,Completed,93601.3,3
ORD006993,2023-02-02,Completed,98522.6,3
ORD006994,2022-04-07,Pending,33016.54,1
ORD006995,2025-07-24,Pending,20213.74,3
ORD006996,2024-04-09,Completed,27591.96,5
ORD006997,2025-12-29,Shipped,37980.96,2
ORD006998,2022-05-09,Shipped,49978.54,5
ORD006999,2022-02-15,Cancelled,62659.13,3
ORD007000,2024-07-23,Completed,79871.07,1
ORD007001,2025-07-11,Processing,96648.83,2
ORD007002,2022-11-11,Completed,67506.02,3
ORD007003,2023-12-03,Completed,61883.11,1
ORD007004,2024-08-22,Completed,28855.51,4
ORD007005,2022-05-20,Shipped,85051.27,3
ORD007006,2024-12-07,Completed,103746.01,5
ORD007007,2022-09-16,Completed,12890.5,5
ORD007008,2022-12-07,Processing,95713.29,2
ORD007009,2022-11-22,Completed,39011.42,2
ORD007010,2025-04-14,Shipped,110831.11,1
ORD007011,2022-10-28,Completed,68329.25,5
ORD007012,2024-03-18,Shipped,103885.05,5
ORD007013,2023-06-25,Returned,54454.84,3
