Membership_ID,Membership_tier,Membership_status,Customer_account_ID
MEM000739,Silver,Active,CST000739
MEM000740,Bronze,Active,CST000740
MEM000741,Bronze,Active,CST000741
MEM000742,Gold,Active,CST000742
MEM000743,Bronze,Active,CST000743
MEM000744,Gold,Active,CST000744
MEM000745,Gold,Active,CST000745
MEM000746,Bronze,Inactive,CST000746
MEM000747,Gold,Active,CST000747
MEM000748,Diamond,Active,CST000748
MEM000749,Bronze,Active,CST000749
MEM000750,Silver,Active,CST000750
MEM000751,Gold,Active,CST000751
MEM000752,Bronze,Active,CST000752
MEM000753,Silver,Expired,CST000753
MEM000754,Gold,Active,CST000754
MEM000755,Gold,Active,CST000755
MEM000756,Silver,Active,CST000756
MEM000757,Bronze,Active,CST000757
MEM000758,Bronze,Active,CST000758
MEM000759,Bronze,Active,CST000759
MEM000760,Bronze,Active,CST000760
MEM000761,Silver,Active,CST000761
MEM000762,Gold,Active,CST000762
MEM000763,Silver,Active,CST000763
MEM000764,Bronze,Active,CST000764
MEM000765,Bronze,Inactive,CST000765
MEM000766,Silver,Active,CST000766
MEM000767,Bronze,Inactive,CST000767
MEM000768,Gold,Inactive,CST000768
MEM000769,Diamond,Active,CST000769
MEM000770,Platinum,Active,CST000770
MEM000771,Silver,Active,CST000771
MEM000772,Bronze,Active,CST000772
MEM000773,Bronze,Active,CST000773
MEM000774,Silver,Active,CST000774
MEM000775,Bronze,Expired,CST000775
MEM000776,Gold,Active,CST000776
MEM000777,Bronze,Inactive,CST000777
MEM000778,Bronze,Active,CST000778
MEM000779,Gold,Active,CST000779
MEM000780,Bronze,Active,CST000780
MEM000781,Silver,Active,CST000781
MEM000782,Bronze,Active,CST000782
MEM000783,Gold,Active,CST000783
MEM000784,Bronze,Active,CST000784
MEM000785,Gold,Active,CST000785
MEM000786,Bronze,Inactive,CST000786
MEM000787,Gold,Active,CST000787
MEM000788,Gold,Active,CST000788
MEM000789,Platinum,Active,CST000789
MEM000790,Bronze,Active,CST000790
MEM000791,Silver,Active,CST000791
MEM000792,Bronze,Active,CST000792
MEM000793,Silver,Active,CST000793
MEM000794,Bronze,Active,CST000794
MEM000795,Gold,Inactive,CST000795
MEM000796,Platinum,Active,CST000796
MEM000797,Gold,Active,CST000797
MEM000798,Bronze,Active,CST000798
MEM000799,Silver,Active,CST000799
MEM000800,Bronze,Active,CST000800
MEM000801,Gold,Active,CST000801
MEM000802,Diamond,Inactive,CST000802
MEM000803,Platinum,Inactive,CST000803
MEM000804,Bronze,Active,CST000804
MEM000805,Gold,Active,CST000805
MEM000806,Silver,Active,CST000806
MEM000807,Platinum,Active,CST000807
MEM000808,Silver,Active,CST000808
MEM000809,Silver,Active,CST000809
MEM000810,Bronze,Active,CST000810
MEM000811,Silver,Active,CST000811
MEM000812,Silver,Active,CST000812
MEM000813,Gold,Active,CST000813
MEM000814,Bronze,Expired,CST000814
MEM000815,Bronze,Active,CST000815
MEM000816,Bronze,Active,CST000816
MEM000817,Bronze,Active,CST000817
MEM000818,Diamond,Inactive,CST000818
MEM000819,Gold,Active,CST000819
MEM000820,Silver,Inactive,CST000820
MEM000821,Bronze,Active,CST000821
MEM000822,Bronze,Active,CST000822
MEM000823,Silver,Active,CST000823
MEM000824,Bronze,Active,CST000824
MEM000825,Silver,Active,CST000825
MEM000826,Silver,Active,CST000826
MEM000827,Silver,Inactive,CST000827
MEM000828,Bronze,Active,CST000828
MEM000829,Bronze,Active,CST000829
MEM000830,Diamond,Inactive,CST000830
MEM000831,Bronze,Expired,CST000831
MEM000832,Silver,Active,CST000832
MEM000833,Gold,Inactive,CST000833
MEM000834,Gold,Active,CST000834
MEM000835,Silver,Active,CST000835
MEM000836,Bronze,Expired,CST000836
MEM000837,Silver,Active,CST000837
MEM000838,Bronze,Active,CST000838
MEM000839,Gold,Active,CST000839
MEM000840,Silver,Inactive,CST000840
MEM000841,Bronze,Active,CST000841
MEM000842,Silver,Active,CST000842
MEM000843,Silver,Active,CST000843
MEM000844,Gold,Active,CST000844
MEM000845,Silver,Active,CST000845
MEM000846,Gold,Expired,CST000846
MEM000847,Platinum,Active,CST000847
MEM000848,Gold,Active,CST000848
MEM000849,Silver,Active,CST000849
MEM000850,Silver,Active,CST000850
MEM000851,Gold,Active,CST000851
MEM000852,Silver,Inactive,CST000852
MEM000853,Silver,Active,CST000853
MEM000854,Silver,Active,CST000854
MEM000855,Gold,Active,CST000855
MEM000856,Silver,Active,CST000856
MEM000857,Silver,Active,CST000857
MEM000858,Silver,Active,CST000858
MEM000859,Silver,Active,CST000859
MEM000860,Gold,Inactive,CST000860
MEM000861,Silver,Active,CST000861
MEM000862,Bronze,Active,CST000862
MEM000863,Bronze,Inactive,CST000863
MEM000864,Gold,Expired,CST000864
MEM000865,Gold,Active,CST000865
MEM000866,Gold,Active,CST000866
MEM000867,Bronze,Active,CST000867
MEM000868,Bronze,Active,CST000868
MEM000869,Bronze,Active,CST000869
MEM000870,Bronze,Inactive,CST000870
MEM000871,Diamond,Inactive,CST000871
MEM000872,Silver,Inactive,CST000872
MEM000873,Bronze,Inactive,CST000873
MEM000874,Silver,Active,CST000874
MEM000875,Bronze,Inactive,CST000875
MEM000876,Platinum,Active,CST000876
MEM000877,Diamond,Active,CST000877
MEM000878,Bronze,Active,CST000878
MEM000879,Gold,Active,CST000879
MEM000880,Diamond,Active,CST000880
MEM000881,Bronze,Active,CST000881
MEM000882,Silver,Active,CST000882
MEM000883,Platinum,Inactive,CST000883
MEM000884,Silver,Active,CST000884
MEM000885,Bronze,Active,CST000885
MEM000886,Bronze,Active,CST000886
MEM000887,Gold,Active,CST000887
MEM000888,Silver,Inactive,CST000888
MEM000889,Bronze,Active,CST000889
MEM000890,Bronze,Active,CST000890
MEM000891,Bronze,Active,CST000891
MEM000892,Silver,Active,CST000892
MEM000893,Bronze,Active,CST000893
MEM000894,Silver,Active,CST000894
MEM000895,Silver,Active,CST000895
MEM000896,Gold,Active,CST000896
MEM000897,Silver,Active,CST000897
MEM000898,Bronze,Active,CST000898
MEM000899,Platinum,Active,CST000899
MEM000900,Silver,Active,CST000900
MEM000901,Bronze,Active,CST000901
MEM000902,Platinum,Expired,CST000902
MEM000903,Bronze,Expired,CST000903
MEM000904,Silver,Active,CST000904
MEM000905,Silver,Active,CST000905
MEM000906,Bronze,Expired,CST000906
MEM000907,Platinum,Active,CST000907
MEM000908,Bronze,Active,CST000908
MEM000909,Silver,Active,CST000909
MEM000910,Platinum,Active,CST000910
MEM000911,Bronze,Inactive,CST000911
MEM000912,Gold,Active,CST000912
MEM000913,Bronze,Active,CST000913
MEM000914,Silver,Active,CST000914
MEM000915,Silver,Active,CST000915
MEM000916,Bronze,Active,CST000916
MEM000917,Gold,Active,CST000917
MEM000918,Gold,Expired,CST000918
MEM000919,Silver,Active,CST000919
MEM000920,Platinum,Expired,CST000920
MEM000921,Silver,Active,CST000921
MEM000922,Gold,Active,CST000922
MEM000923,Silver,Active,CST000923
MEM000924,Bronze,Active,CST000924
MEM000925,Silver,Active,CST000925
MEM000926,Silver,Inactive,CST000926
MEM000927,Bronze,Active,CST000927
MEM000928,Platinum,Active,CST000928
MEM000929,Gold,Inactive,CST000929
MEM000930,Bronze,Active,CST000930
MEM000931,Silver,Active,CST000931
MEM000932,Bronze,Active,CST000932
MEM000933,Platinum,Active,CST000933
MEM000934,Platinum,Active,CST000934
MEM000935,Silver,Active,CST000935
MEM000936,Bronze,Active,CST000936
MEM000937,Diamond,Active,CST000937
MEM000938,Bronze,Active,CST000938
MEM000939,Bronze,Active,CST000939
MEM000940,Platinum,Active,CST000940
MEM000941,Gold,Active,CST000941
MEM000942,Bronze,Active,CST000942
MEM000943,Bronze,Active,CST000943
MEM000944,Platinum,Active,CST000944
MEM000945,Silver,Active,CST000945
MEM000946,Silver,Active,CST000946
MEM000947,Silver,Inactive,CST000947
MEM000948,Gold,Inactive,CST000948
MEM000949,Silver,Active,CST000949
MEM000950,Platinum,Active,CST000950
MEM000951,Silver,Expired,CST000951
MEM000952,Silver,Inactive,CST000952
MEM000953,Diamond,Active,CST000953
MEM000954,Gold,Active,CST000954
MEM000955,Platinum,Expired,CST000955
MEM000956,Silver,Active,CST000956
MEM000957,Silver,Active,CST000957
MEM000958,Silver,Active,CST000958
MEM000959,Gold,Expired,CST000959
MEM000960,Silver,Active,CST000960
MEM000961,Bronze,Active,CST000961
MEM000962,Gold,Active,CST000962
MEM000963,Platinum,Active,CST000963
MEM000964,Bronze,Active,CST000964
MEM000965,Bronze,Active,CST000965
MEM000966,Bronze,Active,CST000966
MEM000967,Platinum,Active,CST000967
MEM000968,Bronze,Inactive,CST000968
MEM000969,Silver,Active,CST000969
MEM000970,Silver,Expired,CST000970
MEM000971,Bronze,Active,CST000971
MEM000972,Bronze,Active,CST000972
MEM000973,Bronze,Active,CST000973
MEM000974,Silver,Active,CST000974
MEM000975,Platinum,Active,CST000975
MEM000976,Bronze,Active,CST000976
MEM000977,Gold,Active,CST000977
MEM000978,Silver,Active,CST000978
MEM000979,Bronze,Active,CST000979
MEM000980,Platinum,Active,CST000980
MEM000981,Diamond,Active,CST000981
MEM000982,Bronze,Active,CST000982
MEM000983,Silver,Active,CST000983
MEM000984,Bronze,Expired,CST000984
MEM000985,Gold,Active,CST000985
MEM000986,Bronze,Active,CST000986
MEM000987,Platinum,Active,CST000987
MEM000988,Silver,Active,CST000988
MEM000989,Bronze,Inactive,CST000989
MEM000990,Silver,Active,CST000990
MEM000991,Silver,Active,CST000991
MEM000992,Bronze,Active,CST000992
MEM000993,Bronze,Active,CST000993
MEM000994,Gold,Active,CST000994
MEM000995,Gold,Expired,CST000995
MEM000996,Platinum,Active,CST000996
MEM000997,Bronze,Active,CST000997
MEM000998,Bronze,Active,CST000998
MEM000999,Silver,Active,CST000999
MEM001000,Silver,Active,CST001000
MEM001001,Gold,Active,CST001001
MEM001002,Platinum,Active,CST001002
MEM001003,Platinum,Active,CST001003
MEM001004,Gold,Active,CST001004
MEM001005,Silver,Active,CST001005
MEM001006,Bronze,Active,CST001006
MEM001007,Silver,Active,CST001007
MEM001008,Bronze,Active,CST001008
MEM001009,Gold,Active,CST001009
MEM001010,Silver,Active,CST001010
MEM001011,Silver,Active,CST001011
MEM001012,Platinum,Expired,CST001012
MEM001013,Diamond,Active,CST001013
MEM001014,Gold,Active,CST001014
MEM001015,Bronze,Active,CST001015
MEM001016,Silver,Active,CST001016
MEM001017,Silver,Active,CST001017
MEM001018,Silver,Active,CST001018
MEM001019,Bronze,Active,CST001019
MEM001020,Gold,Active,CST001020
MEM001021,Bronze,Active,CST001021
MEM001022,Bronze,Active,CST001022
MEM001023,Silver,Active,CST001023
MEM001024,Bronze,Active,CST001024
MEM001025,Bronze,Active,CST001025
MEM001026,Silver,Active,CST001026
MEM001027,Bronze,Active,CST001027
MEM001028,Silver,Active,CST001028
MEM001029,Gold,Active,CST001029
MEM001030,Diamond,Active,CST001030
MEM001031,Gold,Active,CST001031
MEM001032,Bronze,Active,CST001032
MEM001033,Silver,Expired,CST001033
MEM001034,Silver,Active,CST001034
MEM001035,Bronze,Active,CST001035
MEM001036,Bronze,Active,CST001036
MEM001037,Gold,Active,CST001037
MEM001038,Gold,Active,CST001038
MEM001039,Diamond,Active,CST001039
MEM001040,Gold,Active,CST001040
MEM001041,Bronze,Expired,CST001041
MEM001042,Silver,Active,CST001042
MEM001043,Silver,Inactive,CST001043
MEM001044,Diamond,Active,CST001044
MEM001045,Gold,Active,CST001045
MEM001046,Gold,Active,CST001046
MEM001047,Silver,Active,CST001047
MEM001048,Silver,Active,CST001048
MEM001049,Gold,Active,CST001049
MEM001050,Silver,Active,CST001050
MEM001051,Platinum,Active,CST001051
MEM001052,Gold,Active,CST001052
MEM001053,Bronze,Active,CST001053
MEM001054,Diamond,Active,CST001054
MEM001055,Silver,Active,CST001055
MEM001056,Bronze,Active,CST001056
MEM001057,Platinum,Active,CST001057
MEM001058,Bronze,Active,CST001058
MEM001059,Gold,Active,CST001059
MEM001060,Gold,Active,CST001060
MEM001061,Silver,Active,CST001061
MEM001062,Platinum,Active,CST001062
MEM001063,Bronze,Active,CST001063
MEM001064,Bronze,Expired,CST001064
MEM001065,Bronze,Active,CST001065
MEM001066,Gold,Active,CST001066
MEM001067,Gold,Inactive,CST001067
MEM001068,Gold,Expired,CST001068
MEM001069,Gold,Inactive,CST001069
MEM001070,Silver,Active,CST001070
MEM001071,Silver,Active,CST001071
MEM001072,Silver,Active,CST001072
MEM001073,Silver,Active,CST001073
MEM001074,Bronze,Active,CST001074
MEM001075,Gold,Active,CST001075
MEM001076,Gold,Active,CST001076
MEM001077,Bronze,Active,CST001077
MEM001078,Bronze,Expired,CST001078
MEM001079,Gold,Inactive,CST001079
MEM001080,Silver,Expired,CST001080
MEM001081,Diamond,Active,CST001081
MEM001082,Gold,Active,CST001082
MEM001083,Bronze,Active,CST001083
MEM001084,Silver,Active,CST001084
MEM001085,Silver,Active,CST001085
MEM001086,Diamond,Active,CST001086
MEM001087,Silver,Active,CST001087
MEM001088,Silver,Active,CST001088
MEM001089,Platinum,Active,CST001089
MEM001090,Silver,Active,CST001090
MEM001091,Bronze,Active,CST001091
MEM001092,Diamond,Active,CST001092
MEM001093,Silver,Active,CST001093
MEM001094,Platinum,Active,CST001094
MEM001095,Bronze,Active,CST001095
MEM001096,Platinum,Active,CST001096
MEM001097,Silver,Active,CST001097
MEM001098,Bronze,Active,CST001098
MEM001099,Silver,Active,CST001099
MEM001100,Bronze,Inactive,CST001100
MEM001101,Diamond,Active,CST001101
MEM001102,Silver,Inactive,CST001102
MEM001103,Silver,Active,CST001103
MEM001104,Gold,Active,CST001104
MEM001105,Bronze,Active,CST001105
MEM001106,Silver,Inactive,CST001106
MEM001107,Silver,Active,CST001107
MEM001108,Platinum,Active,CST001108
MEM001109,Bronze,Active,CST001109
MEM001110,Bronze,Expired,CST001110
MEM001111,Bronze,Inactive,CST001111
MEM001112,Platinum,Active,CST001112
MEM001113,Bronze,Active,CST001113
MEM001114,Gold,Active,CST001114
MEM001115,Silver,Inactive,CST001115
MEM001116,Gold,Active,CST001116
MEM001117,Bronze,Inactive,CST001117
MEM001118,Gold,Active,CST001118
MEM001119,Platinum,Active,CST001119
MEM001120,Gold,Active,CST001120
MEM001121,Platinum,Active,CST001121
MEM001122,Bronze,Active,CST001122
MEM001123,Silver,Active,CST001123
MEM001124,Bronze,Active,CST001124
MEM001125,Gold,Active,CST001125
MEM001126,Silver,Active,CST001126
MEM001127,Silver,Active,CST001127
MEM001128,Bronze,Active,CST001128
MEM001129,Bronze,Active,CST001129
MEM001130,Bronze,Active,CST001130
MEM001131,Silver,Active,CST001131
MEM001132,Bronze,Active,CST001132
MEM001133,Silver,Active,CST001133
MEM001134,Platinum,Active,CST001134
MEM001135,Silver,Active,CST001135
MEM001136,Gold,Expired,CST001136
MEM001137,Bronze,Active,CST001137
MEM001138,Bronze,Active,CST001138
MEM001139,Bronze,Active,CST001139
MEM001140,Diamond,Active,CST001140
MEM001141,Gold,Active,CST001141
MEM001142,Silver,Active,CST001142
MEM001143,Gold,Active,CST001143
MEM001144,Gold,Active,CST001144
MEM001145,Bronze,Inactive,CST001145
MEM001146,Gold,Active,CST001146
MEM001147,Silver,Active,CST001147
MEM001148,Gold,Active,CST001148
MEM001149,Platinum,Inactive,CST001149
MEM001150,Gold,Active,CST001150
MEM001151,Bronze,Active,CST001151
MEM001152,Gold,Active,CST001152
MEM001153,Bronze,Active,CST001153
MEM001154,Bronze,Active,CST001154
MEM001155,Platinum,Inactive,CST001155
MEM001156,Gold,Active,CST001156
MEM001157,Silver,Active,CST001157
MEM001158,Silver,Active,CST001158
MEM001159,Silver,Active,CST001159
MEM001160,Bronze,Active,CST001160
MEM001161,Silver,Inactive,CST001161
MEM001162,Bronze,Active,CST001162
MEM001163,Bronze,Active,CST001163
MEM001164,Bronze,Active,CST001164
MEM001165,Gold,Active,CST001165
MEM001166,Silver,Active,CST001166
MEM001167,Platinum,Expired,CST001167
MEM001168,Bronze,Active,CST001168
MEM001169,Silver,Expired,CST001169
MEM001170,Bronze,Active,CST001170
MEM001171,Gold,Active,CST001171
MEM001172,Silver,Active,CST001172
MEM001173,Bronze,Active,CST001173
MEM001174,Bronze,Active,CST001174
MEM001175,Bronze,Active,CST001175
MEM001176,Silver,Active,CST001176
MEM001177,Gold,Active,CST001177
MEM001178,Silver,Active,CST001178
MEM001179,Platinum,Active,CST001179
MEM001180,Bronze,Active,CST001180
MEM001181,Silver,Active,CST001181
MEM001182,Silver,Active,CST001182
MEM001183,Bronze,Active,CST001183
MEM001184,Silver,Active,CST001184
MEM001185,Platinum,Active,CST001185
MEM001186,Bronze,Active,CST001186
MEM001187,Gold,Active,CST001187
MEM001188,Gold,Active,CST001188
MEM001189,Platinum,Active,CST001189
MEM001190,Bronze,Inactive,CST001190
MEM001191,Platinum,Active,CST001191
MEM001192,Silver,Active,CST001192
MEM001193,Bronze,Inactive,CST001193
MEM001194,Bronze,Active,CST001194
MEM001195,Silver,Expired,CST001195
MEM001196,Bronze,Active,CST001196
MEM001197,Platinum,Active,CST001197
MEM001198,Bronze,Active,CST001198
MEM001199,Bronze,Active,CST001199
MEM001200,Diamond,Active,CST001200
MEM001201,Bronze,Active,CST001201
MEM001202,Bronze,Active,CST001202
MEM001203,Gold,Active,CST001203
MEM001204,Silver,Active,CST001204
MEM001205,Silver,Active,CST001205
MEM001206,Silver,Active,CST001206
MEM001207,Diamond,Active,CST001207
MEM001208,Bronze,Active,CST001208
MEM001209,Bronze,Active,CST001209
MEM001210,Bronze,Active,CST001210
MEM001211,Silver,Active,CST001211
MEM001212,Silver,Active,CST001212
MEM001213,Gold,Active,CST001213
MEM001214,Diamond,Active,CST001214
MEM001215,Gold,Active,CST001215
MEM001216,Bronze,Active,CST001216
MEM001217,Silver,Active,CST001217
MEM001218,Bronze,Active,CST001218
MEM001219,Gold,Active,CST001219
MEM001220,Bronze,Active,CST001220
MEM001221,Bronze,Active,CST001221
MEM001222,Bronze,Active,CST001222
MEM001223,Silver,Active,CST001223
MEM001224,Gold,Active,CST001224
MEM001225,Silver,Active,CST001225
MEM001226,Gold,Active,CST001226
MEM001227,Platinum,Active,CST001227
MEM001228,Platinum,Active,CST001228
MEM001229,Bronze,Active,CST001229
MEM001230,Platinum,Active,CST001230
MEM001231,Bronze,Active,CST001231
MEM001232,Diamond,Active,CST001232
MEM001233,Bronze,Active,CST001233
MEM001234,Platinum,Active,CST001234
MEM001235,Bronze,Active,CST001235
MEM001236,Silver,Active,CST001236
MEM001237,Gold,Active,CST001237
MEM001238,Gold,Active,CST001238
MEM001239,Platinum,Active,CST001239
MEM001240,Silver,Expired,CST001240
MEM001241,Diamond,Active,CST001241
MEM001242,Gold,Active,CST001242
MEM001243,Bronze,Active,CST001243
MEM001244,Silver,Inactive,CST001244
MEM001245,Silver,Active,CST001245
MEM001246,Silver,Active,CST001246
MEM001247,Silver,Active,CST001247
MEM001248,Bronze,Active,CST001248
MEM001249,Platinum,Active,CST001249
MEM001250,Bronze,Active,CST001250
MEM001251,Gold,Expired,CST001251
MEM001252,Platinum,Active,CST001252
MEM001253,Silver,Active,CST001253
MEM001254,Silver,Active,CST001254
MEM001255,Silver,Active,CST001255
MEM001256,Bronze,Active,CST001256
MEM001257,Silver,Expired,CST001257
MEM001258,Bronze,Inactive,CST001258
MEM001259,Gold,Active,CST001259
MEM001260,Bronze,Active,CST001260
MEM001261,Bronze,Inactive,CST001261
MEM001262,Bronze,Active,CST001262
MEM001263,Bronze,Active,CST001263
MEM001264,Gold,Inactive,CST001264
MEM001265,Gold,Expired,CST001265
MEM001266,Silver,Active,CST001266
MEM001267,Gold,Active,CST001267
MEM001268,Silver,Active,CST001268
MEM001269,Gold,Active,CST001269
MEM001270,Bronze,Active,CST001270
MEM001271,Silver,Active,CST001271
MEM001272,Silver,Active,CST001272
MEM001273,Silver,Active,CST001273
MEM001274,Gold,Expired,CST001274
MEM001275,Silver,Active,CST001275
MEM001276,Bronze,Active,CST001276
MEM001277,Bronze,Active,CST001277
MEM001278,Silver,Expired,CST001278
MEM001279,Bronze,Expired,CST001279
MEM001280,Bronze,Active,CST001280
MEM001281,Diamond,Active,CST001281
MEM001282,Bronze,Active,CST001282
MEM001283,Gold,Active,CST001283
MEM001284,Gold,Inactive,CST001284
MEM001285,Gold,Active,CST001285
MEM001286,Gold,Inactive,CST001286
MEM001287,Silver,Expired,CST001287
MEM001288,Silver,Active,CST001288
MEM001289,Silver,Active,CST001289
MEM001290,Platinum,Expired,CST001290
MEM001291,Silver,Active,CST001291
MEM001292,Silver,Active,CST001292
MEM001293,Bronze,Expired,CST001293
MEM001294,Bronze,Active,CST001294
MEM001295,Bronze,Expired,CST001295
MEM001296,Gold,Active,CST001296
MEM001297,Silver,Active,CST001297
MEM001298,Gold,Active,CST001298
MEM001299,Gold,Expired,CST001299
MEM001300,Silver,Active,CST001300
MEM001301,Bronze,Active,CST001301
MEM001302,Silver,Active,CST001302
MEM001303,Bronze,Active,CST001303
MEM001304,Gold,Active,CST001304
MEM001305,Silver,Active,CST001305
MEM001306,Bronze,Active,CST001306
MEM001307,Silver,Expired,CST001307
MEM001308,Diamond,Active,CST001308
MEM001309,Bronze,Active,CST001309
MEM001310,Diamond,Inactive,CST001310
MEM001311,Silver,Inactive,CST001311
MEM001312,Silver,Inactive,CST001312
MEM001313,Silver,Inactive,CST001313
MEM001314,Diamond,Inactive,CST001314
MEM001315,Platinum,Inactive,CST001315
MEM001316,Platinum,Active,CST001316
MEM001317,Gold,Active,CST001317
MEM001318,Gold,Active,CST001318
MEM001319,Bronze,Inactive,CST001319
MEM001320,Bronze,Active,CST001320
MEM001321,Bronze,Active,CST001321
MEM001322,Gold,Active,CST001322
MEM001323,Platinum,Active,CST001323
MEM001324,Bronze,Active,CST001324
MEM001325,Diamond,Active,CST001325
MEM001326,Gold,Active,CST001326
MEM001327,Platinum,Expired,CST001327
MEM001328,Gold,Expired,CST001328
MEM001329,Bronze,Active,CST001329
MEM001330,Silver,Active,CST001330
MEM001331,Gold,Active,CST001331
MEM001332,Silver,Active,CST001332
MEM001333,Bronze,Active,CST001333
MEM001334,Bronze,Active,CST001334
MEM001335,Gold,Active,CST001335
MEM001336,Silver,Active,CST001336
MEM001337,Silver,Inactive,CST001337
MEM001338,Bronze,Expired,CST001338
MEM001339,Bronze,Inactive,CST001339
MEM001340,Platinum,Inactive,CST001340
MEM001341,Bronze,Expired,CST001341
MEM001342,Gold,Active,CST001342
MEM001343,Bronze,Expired,CST001343
MEM001344,Platinum,Expired,CST001344
MEM001345,Bronze,Active,CST001345
MEM001346,Gold,Active,CST001346
MEM001347,Bronze,Expired,CST001347
MEM001348,Gold,Active,CST001348
MEM001349,Silver,Active,CST001349
MEM001350,Silver,Active,CST001350
MEM001351,Bronze,Active,CST001351
MEM001352,Silver,Active,CST001352
MEM001353,Bronze,Active,CST001353
MEM001354,Gold,Active,CST001354
MEM001355,Gold,Inactive,CST001355
MEM001356,Bronze,Active,CST001356
MEM001357,Silver,Active,CST001357
MEM001358,Bronze,Expired,CST001358
MEM001359,Platinum,Active,CST001359
MEM001360,Bronze,Active,CST001360
MEM001361,Silver,Active,CST001361
MEM001362,Silver,Active,CST001362
MEM001363,Bronze,Active,CST001363
MEM001364,Gold,Active,CST001364
MEM001365,Platinum,Active,CST001365
MEM001366,Gold,Active,CST001366
MEM001367,Gold,Active,CST001367
MEM001368,Gold,Active,CST001368
MEM001369,Silver,Active,CST001369
MEM001370,Silver,Active,CST001370
MEM001371,Gold,Active,CST001371
MEM001372,Silver,Active,CST001372
MEM001373,Silver,Active,CST001373
MEM001374,Gold,Active,CST001374
MEM001375,Silver,Active,CST001375
MEM001376,Bronze,Active,CST001376
MEM001377,Diamond,Active,CST001377
MEM001378,Silver,Inactive,CST001378
MEM001379,Bronze,Active,CST001379
MEM001380,Bronze,Active,CST001380
MEM001381,Bronze,Active,CST001381
MEM001382,Silver,Active,CST001382
MEM001383,Gold,Inactive,CST001383
MEM001384,Bronze,Active,CST001384
MEM001385,Bronze,Active,CST001385
MEM001386,Gold,Active,CST001386
MEM001387,Bronze,Active,CST001387
MEM001388,Gold,Active,CST001388
MEM001389,Silver,Active,CST001389
MEM001390,Bronze,Active,CST001390
MEM001391,Gold,Active,CST001391
MEM001392,Platinum,Active,CST001392
MEM001393,Silver,Active,CST001393
MEM001394,Silver,Active,CST001394
MEM001395,Bronze,Active,CST001395
MEM001396,Bronze,Active,CST001396
MEM001397,Diamond,Expired,CST001397
MEM001398,Bronze,Active,CST001398
MEM001399,Gold,Active,CST001399
MEM001400,Silver,Active,CST001400
MEM001401,Gold,Active,CST001401
MEM001402,Silver,Active,CST001402
MEM001403,Silver,Active,CST001403
MEM001404,Gold,Active,CST001404
MEM001405,Platinum,Active,CST001405
MEM001406,Gold,Active,CST001406
MEM001407,Bronze,Active,CST001407
MEM001408,Silver,Active,CST001408
MEM001409,Bronze,Active,CST001409
MEM001410,Silver,Active,CST001410
MEM001411,Gold,Active,CST001411
MEM001412,Gold,Active,CST001412
MEM001413,Silver,Active,CST001413
MEM001414,Gold,Inactive,CST001414
MEM001415,Silver,Inactive,CST001415
MEM001416,Gold,Inactive,CST001416
MEM001417,Silver,Active,CST001417
MEM001418,Silver,Active,CST001418
MEM001419,Silver,Active,CST001419
MEM001420,Silver,Active,CST001420
MEM001421,Silver,Active,CST001421
MEM001422,Gold,Active,CST001422
MEM001423,Gold,Active,CST001423
MEM001424,Silver,Active,CST001424
MEM001425,Bronze,Active,CST001425
MEM001426,Gold,Active,CST001426
MEM001427,Gold,Expired,CST001427
MEM001428,Diamond,Inactive,CST001428
MEM001429,Gold,Active,CST001429
MEM001430,Gold,Active,CST001430
MEM001431,Bronze,Active,CST001431
MEM001432,Silver,Inactive,CST001432
MEM001433,Bronze,Active,CST001433
MEM001434,Bronze,Active,CST001434
MEM001435,Bronze,Active,CST001435
MEM001436,Bronze,Active,CST001436
MEM001437,Silver,Active,CST001437
MEM001438,Bronze,Active,CST001438
MEM001439,Platinum,Active,CST001439
MEM001440,Gold,Active,CST001440
MEM001441,Silver,Active,CST001441
MEM001442,Gold,Active,CST001442
MEM001443,Bronze,Active,CST001443
MEM001444,Silver,Expired,CST001444
MEM001445,Silver,Active,CST001445
MEM001446,Silver,Active,CST001446
MEM001447,Gold,Active,CST001447
MEM001448,Bronze,Active,CST001448
MEM001449,Gold,Active,CST001449
MEM001450,Silver,Active,CST001450
MEM001451,Silver,Active,CST001451
MEM001452,Silver,Active,CST001452
MEM001453,Silver,Active,CST001453
MEM001454,Gold,Active,CST001454
MEM001455,Gold,Inactive,CST001455
MEM001456,Gold,Active,CST001456
MEM001457,Silver,Active,CST001457
MEM001458,Bronze,Active,CST001458
MEM001459,Silver,Active,CST001459
MEM001460,Diamond,Active,CST001460
MEM001461,Gold,Active,CST001461
MEM001462,Bronze,Active,CST001462
MEM001463,Silver,Active,CST001463
MEM001464,Silver,Active,CST001464
MEM001465,Diamond,Active,CST001465
MEM001466,Silver,Active,CST001466
MEM001467,Bronze,Inactive,CST001467
MEM001468,Bronze,Active,CST001468
MEM001469,Gold,Active,CST001469
MEM001470,Silver,Active,CST001470
MEM001471,Platinum,Expired,CST001471
MEM001472,Gold,Active,CST001472
MEM001473,Silver,Inactive,CST001473
MEM001474,Silver,Active,CST001474
MEM001475,Bronze,Active,CST001475
MEM001476,Diamond,Active,CST001476
MEM001477,Gold,Active,CST001477
MEM001478,Bronze,Active,CST001478
MEM001479,Platinum,Active,CST001479
MEM001480,Silver,Active,CST001480
MEM001481,Silver,Active,CST001481
MEM001482,Platinum,Expired,CST001482
MEM001483,Bronze,Expired,CST001483
