Receipt_ID,Receipt_DateTime,Quantity,TotalPrice,ChangeDue,TAX_Rate,Payment_ID
RCP005044,2024-04-16 09:16:00,2,40504.07,200.0,0.07,PAY005044
RCP005045,2023-01-30 11:53:00,4,99474.14,200.0,0.07,PAY005045
RCP005046,2025-06-21 17:09:00,1,4978.07,50.0,0.07,PAY005046
RCP005047,2024-11-01 11:59:00,1,16676.59,200.0,0.07,PAY005047
RCP005048,2024-08-06 16:28:00,2,58649.46,200.0,0.07,PAY005048
RCP005049,2024-07-12 20:52:00,5,104747.32,100.0,0.07,PAY005049
RCP005050,2023-08-16 10:39:00,3,54667.87,500.0,0.07,PAY005050
RCP005051,2025-09-13 16:53:00,2,71241.33,50.0,0.07,PAY005051
RCP005052,2025-10-05 18:14:00,5,49705.49,100.0,0.07,PAY005052
RCP005053,2024-10-12 12:34:00,4,31585.26,0.0,0.07,PAY005053
RCP005054,2025-06-23 09:26:00,1,68575.3,0.0,0.07,PAY005054
RCP005055,2023-06-15 20:17:00,3,112648.9,500.0,0.07,PAY005055
RCP005056,2024-06-21 19:33:00,3,104604.67,0.0,0.07,PAY005056
RCP005057,2024-08-13 10:15:00,2,99823.4,0.0,0.07,PAY005057
RCP005058,2024-11-22 15:18:00,4,16726.28,0.0,0.07,PAY005058
RCP005059,2025-03-23 10:14:00,3,106647.79,0.0,0.07,PAY005059
RCP005060,2025-07-30 09:20:00,4,96822.27,0.0,0.07,PAY005060
RCP005061,2024-01-21 14:06:00,1,91028.3,200.0,0.07,PAY005061
RCP005062,2023-04-12 08:44:00,1,24769.86,500.0,0.07,PAY005062
RCP005063,2025-01-10 13:47:00,5,108186.93,0.0,0.07,PAY005063
RCP005064,2025-08-09 08:47:00,5,56652.25,50.0,0.07,PAY005064
RCP005065,2023-09-22 16:46:00,5,27082.14,200.0,0.07,PAY005065
RCP005066,2023-09-20 18:50:00,3,91437.22,100.0,0.07,PAY005066
RCP005067,2025-12-29 17:43:00,3,11768.02,0.0,0.07,PAY005067
RCP005068,2022-01-15 12:31:00,5,109620.75,0.0,0.07,PAY005068
RCP005069,2022-05-31 18:28:00,4,116334.29,100.0,0.07,PAY005069
RCP005070,2022-02-16 20:33:00,4,16422.21,0.0,0.07,PAY005070
RCP005071,2024-06-09 18:19:00,1,110897.65,200.0,0.07,PAY005071
RCP005072,2025-10-02 09:11:00,2,103551.6,50.0,0.07,PAY005072
RCP005073,2023-07-29 16:58:00,5,4664.6,500.0,0.07,PAY005073
RCP005074,2024-07-27 16:24:00,4,16507.09,0.0,0.07,PAY005074
RCP005075,2023-04-26 12:15:00,1,2851.79,0.0,0.07,PAY005075
RCP005076,2022-05-23 15:27:00,5,100744.45,0.0,0.07,PAY005076
RCP005077,2024-06-24 14:10:00,2,19567.54,0.0,0.07,PAY005077
RCP005078,2025-03-23 14:17:00,2,100902.55,500.0,0.07,PAY005078
RCP005079,2024-01-09 17:14:00,5,58185.18,500.0,0.07,PAY005079
RCP005080,2025-03-17 10:03:00,2,17731.71,0.0,0.07,PAY005080
RCP005081,2025-04-18 12:56:00,4,3865.27,0.0,0.07,PAY005081
RCP005082,2025-10-26 17:33:00,4,117964.15,50.0,0.07,PAY005082
RCP005083,2023-05-01 19:29:00,2,21706.0,0.0,0.07,PAY005083
RCP005084,2024-07-22 20:14:00,3,95317.39,500.0,0.07,PAY005084
RCP005085,2024-12-15 09:28:00,3,99969.62,500.0,0.07,PAY005085
RCP005086,2025-04-20 16:32:00,2,21100.77,200.0,0.07,PAY005086
RCP005087,2022-01-29 08:19:00,5,6668.31,0.0,0.07,PAY005087
RCP005088,2022-02-26 11:37:00,5,52078.73,500.0,0.07,PAY005088
RCP005089,2022-03-29 20:37:00,1,57249.49,500.0,0.07,PAY005089
RCP005090,2024-01-19 10:40:00,4,83487.8,500.0,0.07,PAY005090
RCP005091,2025-01-25 18:44:00,2,93594.81,0.0,0.07,PAY005091
RCP005092,2024-07-24 21:32:00,2,47215.39,100.0,0.07,PAY005092
RCP005093,2025-07-22 15:45:00,1,68763.33,100.0,0.07,PAY005093
RCP005094,2022-06-14 09:38:00,5,70215.39,0.0,0.07,PAY005094
RCP005095,2025-02-13 11:54:00,4,72787.37,0.0,0.07,PAY005095
RCP005096,2024-05-08 16:09:00,4,29585.7,0.0,0.07,PAY005096
RCP005097,2024-01-16 18:39:00,5,115900.77,0.0,0.07,PAY005097
RCP005098,2023-06-13 09:50:00,2,74032.64,0.0,0.07,PAY005098
RCP005099,2023-03-02 10:31:00,1,78694.65,0.0,0.07,PAY005099
RCP005100,2022-06-30 21:38:00,1,24901.17,500.0,0.07,PAY005100
RCP005101,2024-07-07 12:37:00,5,56977.37,0.0,0.07,PAY005101
RCP005102,2025-10-02 12:47:00,4,17532.94,200.0,0.07,PAY005102
RCP005103,2024-09-06 13:50:00,3,38287.5,500.0,0.07,PAY005103
RCP005104,2022-04-04 16:55:00,4,95185.49,0.0,0.07,PAY005104
RCP005105,2022-08-20 18:59:00,2,65885.34,100.0,0.07,PAY005105
RCP005106,2024-05-19 17:40:00,1,54847.19,100.0,0.07,PAY005106
RCP005107,2022-12-19 20:35:00,1,117998.42,200.0,0.07,PAY005107
RCP005108,2023-01-10 14:01:00,3,35529.72,100.0,0.07,PAY005108
RCP005109,2024-11-23 15:34:00,2,11594.74,200.0,0.07,PAY005109
RCP005110,2025-02-12 19:24:00,3,22139.5,0.0,0.07,PAY005110
RCP005111,2025-03-16 17:27:00,1,17458.97,0.0,0.07,PAY005111
RCP005112,2022-11-19 08:55:00,5,32955.86,500.0,0.07,PAY005112
RCP005113,2024-11-09 17:25:00,4,106054.58,200.0,0.07,PAY005113
RCP005114,2022-12-16 10:42:00,2,81091.15,50.0,0.07,PAY005114
RCP005115,2022-12-08 21:49:00,3,38238.85,100.0,0.07,PAY005115
RCP005116,2025-04-16 09:13:00,4,49372.55,200.0,0.07,PAY005116
RCP005117,2025-05-16 18:58:00,3,86563.91,200.0,0.07,PAY005117
RCP005118,2025-09-02 21:03:00,2,32806.63,100.0,0.07,PAY005118
RCP005119,2024-03-24 18:41:00,3,70329.36,200.0,0.07,PAY005119
RCP005120,2023-12-09 10:04:00,1,16203.88,0.0,0.07,PAY005120
RCP005121,2025-09-07 20:47:00,1,38700.46,0.0,0.07,PAY005121
RCP005122,2024-07-07 17:58:00,1,20902.18,100.0,0.07,PAY005122
RCP005123,2022-05-29 13:41:00,4,119207.44,50.0,0.07,PAY005123
RCP005124,2025-09-04 08:52:00,5,96378.88,0.0,0.07,PAY005124
RCP005125,2022-06-27 10:27:00,5,51641.21,0.0,0.07,PAY005125
RCP005126,2024-10-22 14:51:00,2,26060.32,200.0,0.07,PAY005126
RCP005127,2024-07-04 16:30:00,1,60273.89,0.0,0.07,PAY005127
RCP005128,2025-12-17 12:10:00,3,3324.46,0.0,0.07,PAY005128
RCP005129,2022-11-21 08:01:00,5,117182.38,0.0,0.07,PAY005129
RCP005130,2025-05-07 12:24:00,1,59138.14,50.0,0.07,PAY005130
RCP005131,2025-06-05 14:48:00,2,10747.61,50.0,0.07,PAY005131
RCP005132,2023-11-19 21:00:00,4,68768.03,0.0,0.07,PAY005132
RCP005133,2025-02-23 18:24:00,2,47468.06,0.0,0.07,PAY005133
RCP005134,2025-03-14 16:06:00,2,94358.05,0.0,0.07,PAY005134
RCP005135,2023-08-17 11:21:00,3,61428.45,0.0,0.07,PAY005135
RCP005136,2025-06-27 16:07:00,1,60748.28,50.0,0.07,PAY005136
RCP005137,2024-11-13 19:44:00,5,49521.1,0.0,0.07,PAY005137
RCP005138,2025-02-05 16:54:00,2,85872.7,0.0,0.07,PAY005138
RCP005139,2023-10-05 08:30:00,2,24316.57,0.0,0.07,PAY005139
RCP005140,2025-09-11 11:14:00,2,104013.28,0.0,0.07,PAY005140
RCP005141,2023-05-28 20:42:00,1,105498.58,0.0,0.07,PAY005141
RCP005142,2024-09-22 14:51:00,1,2671.76,0.0,0.07,PAY005142
RCP005143,2022-03-11 21:45:00,3,89381.32,100.0,0.07,PAY005143
RCP005144,2023-05-07 10:57:00,5,13791.97,50.0,0.07,PAY005144
RCP005145,2025-10-24 09:09:00,5,68822.61,50.0,0.07,PAY005145
RCP005146,2022-06-21 16:38:00,1,30628.65,0.0,0.07,PAY005146
RCP005147,2024-03-25 21:48:00,1,69767.58,100.0,0.07,PAY005147
RCP005148,2023-08-22 18:09:00,2,98537.8,100.0,0.07,PAY005148
RCP005149,2023-08-24 20:52:00,2,112091.35,100.0,0.07,PAY005149
RCP005150,2022-01-07 09:26:00,5,87347.3,0.0,0.07,PAY005150
RCP005151,2024-07-11 09:42:00,1,65242.35,500.0,0.07,PAY005151
RCP005152,2022-05-07 19:14:00,1,113164.93,100.0,0.07,PAY005152
RCP005153,2024-05-26 11:46:00,3,46926.69,0.0,0.07,PAY005153
RCP005154,2024-04-20 14:10:00,5,98004.31,0.0,0.07,PAY005154
RCP005155,2025-10-31 13:08:00,2,30260.42,500.0,0.07,PAY005155
RCP005156,2022-02-20 19:26:00,2,114394.52,0.0,0.07,PAY005156
RCP005157,2025-12-31 12:23:00,5,105944.47,0.0,0.07,PAY005157
RCP005158,2024-11-17 19:18:00,5,66857.87,0.0,0.07,PAY005158
RCP005159,2025-04-12 10:02:00,3,60399.2,0.0,0.07,PAY005159
RCP005160,2024-05-24 12:30:00,3,18434.71,100.0,0.07,PAY005160
RCP005161,2024-11-07 15:19:00,3,96687.92,500.0,0.07,PAY005161
RCP005162,2022-10-04 16:43:00,3,24812.67,0.0,0.07,PAY005162
RCP005163,2024-03-17 21:53:00,4,4081.57,200.0,0.07,PAY005163
RCP005164,2022-03-18 17:52:00,5,73061.54,0.0,0.07,PAY005164
RCP005165,2024-08-27 19:13:00,3,103656.01,100.0,0.07,PAY005165
RCP005166,2024-08-18 19:13:00,1,11911.12,100.0,0.07,PAY005166
RCP005167,2024-12-16 11:41:00,1,97308.54,200.0,0.07,PAY005167
RCP005168,2024-04-13 19:36:00,1,82801.84,500.0,0.07,PAY005168
RCP005169,2023-12-10 19:05:00,2,61844.0,0.0,0.07,PAY005169
RCP005170,2022-08-16 08:02:00,3,116193.44,50.0,0.07,PAY005170
RCP005171,2024-10-06 21:33:00,4,17318.24,100.0,0.07,PAY005171
RCP005172,2025-07-26 08:59:00,1,59877.24,200.0,0.07,PAY005172
RCP005173,2023-09-22 14:07:00,2,56374.49,0.0,0.07,PAY005173
RCP005174,2025-08-16 15:17:00,2,49684.51,100.0,0.07,PAY005174
RCP005175,2024-08-02 11:20:00,2,41660.68,500.0,0.07,PAY005175
RCP005176,2023-02-13 16:18:00,3,10919.2,500.0,0.07,PAY005176
RCP005177,2022-11-05 11:01:00,5,114074.92,100.0,0.07,PAY005177
RCP005178,2023-10-22 12:58:00,1,66099.77,50.0,0.07,PAY005178
RCP005179,2024-09-25 08:06:00,1,75586.84,50.0,0.07,PAY005179
RCP005180,2025-09-20 21:02:00,3,67953.07,500.0,0.07,PAY005180
RCP005181,2023-11-20 18:16:00,4,14173.46,50.0,0.07,PAY005181
RCP005182,2022-07-01 12:07:00,5,21160.72,0.0,0.07,PAY005182
RCP005183,2025-10-25 15:58:00,4,3312.03,200.0,0.07,PAY005183
RCP005184,2025-03-08 13:21:00,2,62923.41,0.0,0.07,PAY005184
RCP005185,2023-09-12 15:22:00,1,86947.05,50.0,0.07,PAY005185
RCP005186,2025-10-25 21:08:00,2,68351.9,200.0,0.07,PAY005186
RCP005187,2022-11-26 15:52:00,3,11203.77,500.0,0.07,PAY005187
RCP005188,2022-05-13 14:07:00,3,113607.22,50.0,0.07,PAY005188
RCP005189,2022-09-08 12:32:00,4,52509.53,0.0,0.07,PAY005189
RCP005190,2023-11-25 10:55:00,3,37790.76,50.0,0.07,PAY005190
RCP005191,2025-12-20 15:41:00,3,78783.44,0.0,0.07,PAY005191
RCP005192,2022-02-07 18:48:00,4,118515.3,0.0,0.07,PAY005192
RCP005193,2024-05-31 09:44:00,1,13294.98,500.0,0.07,PAY005193
RCP005194,2023-12-16 13:17:00,1,44231.14,50.0,0.07,PAY005194
RCP005195,2023-06-30 20:02:00,3,59272.26,500.0,0.07,PAY005195
RCP005196,2022-01-27 11:08:00,3,67220.95,200.0,0.07,PAY005196
RCP005197,2024-11-16 15:58:00,4,64403.59,200.0,0.07,PAY005197
RCP005198,2023-05-17 12:26:00,1,90059.66,100.0,0.07,PAY005198
RCP005199,2025-11-08 20:34:00,2,47611.81,0.0,0.07,PAY005199
RCP005200,2022-09-07 08:19:00,4,84579.29,500.0,0.07,PAY005200
RCP005201,2022-08-14 09:00:00,4,114348.07,500.0,0.07,PAY005201
RCP005202,2022-07-15 20:05:00,1,114788.92,500.0,0.07,PAY005202
RCP005203,2025-02-28 09:24:00,4,102350.0,50.0,0.07,PAY005203
RCP005204,2024-12-22 16:43:00,3,94917.78,0.0,0.07,PAY005204
RCP005205,2025-12-04 10:19:00,1,79655.78,0.0,0.07,PAY005205
RCP005206,2022-11-23 18:21:00,2,43711.87,0.0,0.07,PAY005206
RCP005207,2023-12-09 14:12:00,1,96850.03,0.0,0.07,PAY005207
RCP005208,2024-01-26 08:54:00,4,119213.9,200.0,0.07,PAY005208
RCP005209,2022-09-01 12:48:00,3,103759.28,0.0,0.07,PAY005209
RCP005210,2023-08-01 09:56:00,3,87263.96,0.0,0.07,PAY005210
RCP005211,2025-12-04 12:18:00,1,18522.5,0.0,0.07,PAY005211
RCP005212,2024-01-07 09:47:00,4,101295.46,200.0,0.07,PAY005212
RCP005213,2023-05-06 16:15:00,3,20053.42,0.0,0.07,PAY005213
RCP005214,2025-02-21 21:08:00,2,2554.43,0.0,0.07,PAY005214
RCP005215,2023-08-23 11:47:00,3,96223.07,200.0,0.07,PAY005215
RCP005216,2024-01-31 18:45:00,1,12578.5,200.0,0.07,PAY005216
RCP005217,2024-01-23 09:06:00,2,65830.89,500.0,0.07,PAY005217
RCP005218,2023-03-09 21:36:00,4,30264.78,200.0,0.07,PAY005218
RCP005219,2025-08-06 16:57:00,3,27429.0,0.0,0.07,PAY005219
RCP005220,2025-02-01 12:41:00,3,60302.91,100.0,0.07,PAY005220
RCP005221,2022-12-24 18:32:00,1,63624.09,0.0,0.07,PAY005221
RCP005222,2024-08-28 11:12:00,4,64652.42,200.0,0.07,PAY005222
RCP005223,2022-07-14 16:02:00,1,42004.35,500.0,0.07,PAY005223
RCP005224,2024-01-28 13:15:00,1,22218.51,0.0,0.07,PAY005224
RCP005225,2024-09-07 13:45:00,3,37664.75,200.0,0.07,PAY005225
RCP005226,2024-10-02 18:59:00,1,96356.59,200.0,0.07,PAY005226
RCP005227,2023-05-13 11:44:00,1,14656.43,0.0,0.07,PAY005227
RCP005228,2023-04-18 13:10:00,5,89404.91,0.0,0.07,PAY005228
RCP005229,2023-04-23 13:20:00,2,59852.22,50.0,0.07,PAY005229
RCP005230,2022-09-08 21:00:00,5,46513.54,0.0,0.07,PAY005230
RCP005231,2022-10-26 16:32:00,1,119940.55,200.0,0.07,PAY005231
RCP005232,2022-10-14 10:11:00,4,66315.67,0.0,0.07,PAY005232
RCP005233,2022-06-14 12:49:00,1,10081.74,0.0,0.07,PAY005233
RCP005234,2022-07-01 21:58:00,1,25577.86,0.0,0.07,PAY005234
RCP005235,2025-01-22 13:53:00,2,13279.07,0.0,0.07,PAY005235
RCP005236,2024-12-08 13:03:00,1,70968.43,0.0,0.07,PAY005236
RCP005237,2025-12-17 16:34:00,5,50085.44,200.0,0.07,PAY005237
RCP005238,2025-05-29 17:55:00,4,106150.68,100.0,0.07,PAY005238
RCP005239,2023-10-17 19:18:00,3,82207.28,50.0,0.07,PAY005239
RCP005240,2024-10-14 14:53:00,1,86750.15,0.0,0.07,PAY005240
RCP005241,2024-12-22 08:00:00,3,101525.42,50.0,0.07,PAY005241
RCP005242,2025-03-20 09:28:00,5,39774.48,200.0,0.07,PAY005242
RCP005243,2025-05-11 08:39:00,1,9706.44,50.0,0.07,PAY005243
RCP005244,2025-04-12 21:20:00,3,63848.04,100.0,0.07,PAY005244
RCP005245,2023-08-16 20:37:00,4,110753.57,0.0,0.07,PAY005245
RCP005246,2023-04-03 20:41:00,4,62949.06,50.0,0.07,PAY005246
RCP005247,2024-03-18 10:51:00,4,72049.94,0.0,0.07,PAY005247
RCP005248,2022-01-20 18:30:00,4,13878.16,200.0,0.07,PAY005248
RCP005249,2023-08-07 13:36:00,1,66526.71,50.0,0.07,PAY005249
RCP005250,2023-10-13 11:34:00,5,56662.81,500.0,0.07,PAY005250
RCP005251,2022-05-06 19:00:00,2,81383.11,0.0,0.07,PAY005251
RCP005252,2024-06-14 15:33:00,4,30532.05,0.0,0.07,PAY005252
RCP005253,2022-10-19 10:35:00,5,24156.88,50.0,0.07,PAY005253
RCP005254,2024-03-06 10:28:00,1,53965.34,0.0,0.07,PAY005254
RCP005255,2025-01-30 11:17:00,1,108010.6,0.0,0.07,PAY005255
RCP005256,2025-11-05 17:29:00,3,65870.07,100.0,0.07,PAY005256
RCP005257,2022-01-26 17:35:00,5,44277.2,50.0,0.07,PAY005257
RCP005258,2025-08-30 18:05:00,5,4261.6,100.0,0.07,PAY005258
RCP005259,2024-04-29 13:26:00,3,23701.48,200.0,0.07,PAY005259
RCP005260,2023-03-09 14:40:00,4,115699.05,0.0,0.07,PAY005260
RCP005261,2022-03-19 10:13:00,1,47189.02,0.0,0.07,PAY005261
RCP005262,2025-09-15 16:05:00,4,72494.55,500.0,0.07,PAY005262
RCP005263,2023-12-14 14:09:00,4,31520.0,0.0,0.07,PAY005263
RCP005264,2023-08-07 13:19:00,4,96201.22,0.0,0.07,PAY005264
RCP005265,2025-11-14 09:15:00,1,52713.21,200.0,0.07,PAY005265
RCP005266,2025-04-24 11:49:00,5,102039.68,50.0,0.07,PAY005266
RCP005267,2022-03-22 10:49:00,2,11188.4,0.0,0.07,PAY005267
RCP005268,2024-07-20 16:31:00,4,107410.57,50.0,0.07,PAY005268
RCP005269,2025-07-26 21:36:00,1,57900.96,0.0,0.07,PAY005269
RCP005270,2024-08-05 20:47:00,3,6047.27,0.0,0.07,PAY005270
RCP005271,2023-06-09 09:41:00,3,107188.17,200.0,0.07,PAY005271
RCP005272,2022-01-08 20:35:00,2,84486.54,100.0,0.07,PAY005272
RCP005273,2024-03-11 18:22:00,5,103951.45,0.0,0.07,PAY005273
RCP005274,2022-12-16 11:49:00,5,102705.89,0.0,0.07,PAY005274
RCP005275,2024-09-25 08:34:00,1,1721.16,500.0,0.07,PAY005275
RCP005276,2024-10-17 14:36:00,5,97219.59,500.0,0.07,PAY005276
RCP005277,2023-03-27 12:24:00,3,103049.12,500.0,0.07,PAY005277
RCP005278,2023-01-12 14:37:00,3,109435.24,0.0,0.07,PAY005278
RCP005279,2024-06-23 14:40:00,3,91756.25,0.0,0.07,PAY005279
RCP005280,2022-07-07 09:23:00,3,48811.45,0.0,0.07,PAY005280
RCP005281,2024-01-24 12:33:00,5,103568.96,500.0,0.07,PAY005281
RCP005282,2023-07-25 16:05:00,1,11669.95,500.0,0.07,PAY005282
RCP005283,2024-10-10 14:26:00,1,105715.5,50.0,0.07,PAY005283
RCP005284,2023-10-20 14:05:00,4,31519.41,50.0,0.07,PAY005284
RCP005285,2024-10-19 11:48:00,5,94574.94,500.0,0.07,PAY005285
RCP005286,2025-06-03 08:43:00,2,66441.24,200.0,0.07,PAY005286
RCP005287,2025-10-09 15:46:00,1,16849.48,100.0,0.07,PAY005287
RCP005288,2024-01-17 17:49:00,4,39877.14,200.0,0.07,PAY005288
RCP005289,2022-06-08 10:32:00,5,44967.86,100.0,0.07,PAY005289
RCP005290,2023-01-31 08:35:00,1,41293.26,0.0,0.07,PAY005290
RCP005291,2023-06-15 21:20:00,1,91610.05,100.0,0.07,PAY005291
RCP005292,2022-06-09 15:04:00,2,88255.06,200.0,0.07,PAY005292
RCP005293,2022-02-19 15:58:00,3,52498.24,200.0,0.07,PAY005293
RCP005294,2025-03-13 10:17:00,4,92893.11,0.0,0.07,PAY005294
RCP005295,2025-02-04 10:47:00,3,8226.61,0.0,0.07,PAY005295
RCP005296,2024-10-29 18:45:00,2,7806.96,0.0,0.07,PAY005296
RCP005297,2022-12-05 15:09:00,3,46420.75,200.0,0.07,PAY005297
RCP005298,2023-06-10 14:21:00,4,64021.26,0.0,0.07,PAY005298
RCP005299,2022-11-05 20:00:00,4,79917.25,200.0,0.07,PAY005299
RCP005300,2022-09-11 16:57:00,4,38507.0,0.0,0.07,PAY005300
RCP005301,2024-07-22 16:31:00,2,106695.74,0.0,0.07,PAY005301
RCP005302,2025-05-20 10:35:00,3,60638.96,500.0,0.07,PAY005302
RCP005303,2023-01-16 14:40:00,2,46307.06,0.0,0.07,PAY005303
RCP005304,2024-12-26 15:15:00,3,31517.44,50.0,0.07,PAY005304
RCP005305,2023-07-25 13:45:00,4,117761.19,100.0,0.07,PAY005305
RCP005306,2022-06-21 16:15:00,5,100151.71,50.0,0.07,PAY005306
RCP005307,2022-12-06 12:41:00,4,30455.26,50.0,0.07,PAY005307
RCP005308,2025-08-17 21:49:00,4,82141.52,500.0,0.07,PAY005308
RCP005309,2022-07-31 12:46:00,1,103230.18,50.0,0.07,PAY005309
RCP005310,2024-04-28 11:46:00,3,25385.38,200.0,0.07,PAY005310
RCP005311,2025-03-11 11:08:00,4,57368.62,200.0,0.07,PAY005311
RCP005312,2023-04-05 19:21:00,5,15482.95,0.0,0.07,PAY005312
RCP005313,2025-04-15 10:41:00,5,100389.52,500.0,0.07,PAY005313
RCP005314,2022-09-13 17:41:00,1,95781.07,50.0,0.07,PAY005314
RCP005315,2022-12-15 09:34:00,5,119240.95,500.0,0.07,PAY005315
RCP005316,2024-10-30 20:43:00,2,7375.36,0.0,0.07,PAY005316
RCP005317,2022-08-25 16:52:00,2,31535.13,0.0,0.07,PAY005317
RCP005318,2025-06-14 13:44:00,5,113259.03,0.0,0.07,PAY005318
RCP005319,2024-03-24 15:53:00,4,24401.77,0.0,0.07,PAY005319
RCP005320,2025-04-25 15:16:00,3,71743.65,200.0,0.07,PAY005320
RCP005321,2025-08-16 21:03:00,3,93293.14,50.0,0.07,PAY005321
RCP005322,2025-01-04 09:22:00,3,49673.52,100.0,0.07,PAY005322
RCP005323,2023-04-28 20:52:00,5,71647.76,100.0,0.07,PAY005323
RCP005324,2022-03-09 13:49:00,3,41639.3,0.0,0.07,PAY005324
RCP005325,2024-05-03 20:50:00,1,70610.24,200.0,0.07,PAY005325
RCP005326,2022-07-27 19:02:00,5,31530.8,200.0,0.07,PAY005326
RCP005327,2025-04-09 20:00:00,4,90074.71,200.0,0.07,PAY005327
RCP005328,2024-01-02 19:38:00,2,22041.35,0.0,0.07,PAY005328
RCP005329,2025-12-06 20:15:00,2,58116.37,0.0,0.07,PAY005329
RCP005330,2024-10-19 18:05:00,4,99700.81,200.0,0.07,PAY005330
RCP005331,2023-04-01 10:13:00,4,73006.3,0.0,0.07,PAY005331
RCP005332,2024-08-25 13:39:00,2,7336.14,100.0,0.07,PAY005332
RCP005333,2024-05-30 21:07:00,5,44947.9,200.0,0.07,PAY005333
RCP005334,2024-09-30 14:43:00,5,48795.72,100.0,0.07,PAY005334
RCP005335,2023-05-06 18:12:00,3,21498.71,200.0,0.07,PAY005335
RCP005336,2025-11-05 20:42:00,5,1439.7,0.0,0.07,PAY005336
RCP005337,2025-04-02 13:18:00,2,22868.06,0.0,0.07,PAY005337
RCP005338,2024-11-04 10:16:00,5,95468.26,0.0,0.07,PAY005338
RCP005339,2022-01-02 15:50:00,3,22533.97,100.0,0.07,PAY005339
RCP005340,2023-08-19 12:37:00,1,7735.73,0.0,0.07,PAY005340
RCP005341,2024-02-05 12:13:00,1,54343.95,500.0,0.07,PAY005341
RCP005342,2023-06-07 12:41:00,1,48307.42,500.0,0.07,PAY005342
RCP005343,2022-04-23 15:29:00,1,106636.58,50.0,0.07,PAY005343
RCP005344,2023-05-12 09:55:00,1,35299.03,0.0,0.07,PAY005344
RCP005345,2023-11-23 12:09:00,4,100298.12,200.0,0.07,PAY005345
RCP005346,2025-02-11 16:16:00,3,45519.85,50.0,0.07,PAY005346
RCP005347,2024-08-29 19:02:00,4,19609.21,200.0,0.07,PAY005347
RCP005348,2024-11-17 09:22:00,4,117477.11,100.0,0.07,PAY005348
RCP005349,2025-06-14 20:54:00,2,114969.37,200.0,0.07,PAY005349
RCP005350,2022-05-04 12:08:00,3,31583.09,0.0,0.07,PAY005350
RCP005351,2024-09-10 19:54:00,5,87559.05,500.0,0.07,PAY005351
RCP005352,2022-03-29 12:37:00,5,26668.57,0.0,0.07,PAY005352
RCP005353,2022-10-04 11:56:00,4,84235.36,0.0,0.07,PAY005353
RCP005354,2022-08-23 16:54:00,1,19627.81,0.0,0.07,PAY005354
RCP005355,2022-04-04 16:45:00,4,27053.94,50.0,0.07,PAY005355
RCP005356,2022-01-08 17:26:00,5,98143.95,0.0,0.07,PAY005356
RCP005357,2025-02-20 13:46:00,4,86363.89,200.0,0.07,PAY005357
RCP005358,2025-05-02 17:35:00,3,98975.5,200.0,0.07,PAY005358
RCP005359,2023-05-25 19:59:00,5,77520.29,0.0,0.07,PAY005359
RCP005360,2025-11-30 15:02:00,5,58965.61,200.0,0.07,PAY005360
RCP005361,2024-03-23 13:01:00,5,45149.35,100.0,0.07,PAY005361
RCP005362,2024-11-16 20:10:00,5,103169.92,50.0,0.07,PAY005362
RCP005363,2022-01-17 15:20:00,1,50534.15,0.0,0.07,PAY005363
RCP005364,2023-08-26 11:25:00,4,101655.26,0.0,0.07,PAY005364
RCP005365,2024-05-12 13:13:00,5,1722.43,50.0,0.07,PAY005365
RCP005366,2024-07-20 18:34:00,2,71605.11,50.0,0.07,PAY005366
RCP005367,2022-10-05 19:50:00,1,108542.14,100.0,0.07,PAY005367
RCP005368,2024-07-13 19:59:00,2,74553.73,50.0,0.07,PAY005368
RCP005369,2025-12-04 18:29:00,5,109707.43,0.0,0.07,PAY005369
RCP005370,2025-03-16 14:20:00,2,42145.26,0.0,0.07,PAY005370
RCP005371,2024-01-16 15:24:00,2,1283.98,100.0,0.07,PAY005371
RCP005372,2022-07-19 20:48:00,1,5368.07,0.0,0.07,PAY005372
RCP005373,2025-04-22 14:42:00,3,41614.27,200.0,0.07,PAY005373
RCP005374,2024-09-21 21:54:00,2,118722.61,500.0,0.07,PAY005374
RCP005375,2022-10-22 15:19:00,1,27511.34,50.0,0.07,PAY005375
RCP005376,2023-08-23 19:38:00,5,97120.06,0.0,0.07,PAY005376
RCP005377,2023-02-28 18:51:00,2,75041.9,500.0,0.07,PAY005377
RCP005378,2023-09-22 19:38:00,2,35697.92,0.0,0.07,PAY005378
RCP005379,2023-08-12 09:00:00,2,71255.41,50.0,0.07,PAY005379
RCP005380,2024-09-04 12:04:00,5,3684.95,0.0,0.07,PAY005380
RCP005381,2022-04-26 13:59:00,5,119978.64,0.0,0.07,PAY005381
RCP005382,2025-11-10 09:19:00,3,90442.7,50.0,0.07,PAY005382
RCP005383,2024-01-23 10:58:00,5,7375.1,0.0,0.07,PAY005383
RCP005384,2024-12-07 17:50:00,4,37910.3,0.0,0.07,PAY005384
RCP005385,2022-09-29 11:25:00,2,114189.77,200.0,0.07,PAY005385
RCP005386,2022-11-25 10:25:00,4,48477.88,100.0,0.07,PAY005386
RCP005387,2025-04-10 14:03:00,3,70765.78,0.0,0.07,PAY005387
RCP005388,2024-06-29 09:14:00,1,46379.73,100.0,0.07,PAY005388
RCP005389,2024-08-23 17:18:00,3,77089.61,500.0,0.07,PAY005389
RCP005390,2023-03-22 08:17:00,4,41356.79,100.0,0.07,PAY005390
RCP005391,2022-10-13 13:41:00,2,47765.02,0.0,0.07,PAY005391
