Product_SerialNumber,Stock_ID,track_date,track_updated_movement
SN512974792,STK000001,2022-10-26,Adjusted
SN186404978,STK000310,2025-11-12,Adjusted
SN857805222,STK000838,2025-06-03,Adjusted
SN128940852,STK001438,2024-12-21,Transferred
SN598888943,STK001361,2025-08-11,Reserved
SN983188146,STK000531,2022-06-28,Adjusted
SN165621030,STK000436,2023-11-03,Reserved
SN977274810,STK000514,2023-08-07,Transferred
SN708486928,STK001461,2022-09-26,Transferred
SN798286236,STK000234,2025-04-02,Transferred
SN234427982,STK000994,2022-07-23,Received
SN483807568,STK000038,2025-07-01,Transferred
SN782915645,STK000640,2024-03-31,Received
SN849124182,STK001163,2023-01-21,Reserved
SN740743966,STK000587,2023-03-26,Transferred
SN649997821,STK000653,2025-07-06,Adjusted
SN697431959,STK000151,2023-11-25,Transferred
SN518677347,STK001397,2022-10-26,Sold
SN678390102,STK001437,2022-09-01,Adjusted
SN684590140,STK000735,2024-11-30,Returned
SN141084338,STK001058,2025-09-16,Adjusted
SN268750901,STK000851,2025-11-05,Reserved
SN465386172,STK001039,2022-12-17,Adjusted
SN842211155,STK001284,2022-06-21,Returned
SN429484816,STK000719,2024-06-17,Returned
SN981747735,STK000952,2025-07-25,Adjusted
SN388652429,STK001088,2023-08-09,Reserved
SN400252034,STK000799,2022-07-16,Received
SN129540106,STK001158,2023-06-15,Returned
SN931906124,STK001035,2024-10-12,Returned
SN417230497,STK000526,2022-12-14,Returned
SN981908498,STK000521,2024-09-30,Adjusted
SN376655041,STK000475,2023-06-08,Sold
SN525794755,STK000608,2022-07-23,Transferred
SN491310430,STK000500,2022-11-08,Sold
SN555020609,STK000897,2025-03-02,Received
SN929349708,STK000965,2025-03-05,Transferred
SN871830436,STK000602,2023-01-25,Transferred
SN571181665,STK001348,2023-11-17,Sold
SN847125665,STK000614,2022-11-24,Sold
SN801325215,STK001003,2024-11-09,Sold
SN262751099,STK000918,2022-09-23,Adjusted
SN497665934,STK001113,2024-06-26,Sold
SN858537368,STK000691,2024-03-12,Adjusted
SN951084598,STK000896,2022-06-17,Returned
SN879019991,STK001469,2022-10-02,Received
SN244407217,STK001420,2023-03-08,Sold
SN786527574,STK000562,2023-05-13,Transferred
SN465386172,STK000140,2022-08-07,Sold
SN991858405,STK000602,2023-08-27,Adjusted
SN279191022,STK001237,2023-02-19,Received
SN863488510,STK001491,2025-05-26,Sold
SN698611742,STK000514,2023-07-12,Reserved
SN668370652,STK001434,2025-06-06,Adjusted
SN606024428,STK000707,2025-08-03,Adjusted
SN549114691,STK001418,2024-10-14,Returned
SN245673075,STK000337,2024-09-12,Adjusted
SN448664540,STK000565,2023-04-12,Adjusted
SN826253352,STK000924,2024-02-09,Reserved
SN548058043,STK000601,2025-07-31,Transferred
SN893501373,STK000294,2025-06-21,Reserved
SN598888943,STK000422,2022-12-30,Sold
SN932421306,STK001135,2022-03-13,Sold
SN515253268,STK000270,2022-11-14,Sold
SN620580236,STK000270,2023-08-27,Adjusted
SN361347624,STK001097,2023-03-23,Transferred
SN893597685,STK000030,2025-08-31,Sold
SN678843958,STK001105,2025-08-16,Adjusted
SN866944899,STK001425,2022-12-02,Transferred
SN258152154,STK000375,2024-12-18,Adjusted
SN917923887,STK001066,2025-10-28,Adjusted
SN830572850,STK001362,2023-08-30,Reserved
SN512165815,STK000617,2025-08-25,Reserved
SN530188359,STK000365,2023-05-20,Adjusted
SN150938666,STK000003,2024-02-02,Returned
SN777835522,STK001195,2023-07-13,Received
SN178746714,STK000723,2023-10-30,Transferred
SN587274756,STK000715,2024-09-22,Sold
SN141084338,STK000077,2022-02-03,Sold
SN821752902,STK000582,2025-07-07,Transferred
SN722159521,STK000983,2025-07-14,Adjusted
SN759401387,STK000855,2022-12-04,Sold
SN206454189,STK001153,2023-08-31,Adjusted
SN659860385,STK001081,2025-10-10,Sold
SN810852223,STK001196,2025-07-30,Returned
SN969846892,STK001370,2023-07-04,Adjusted
SN765466488,STK000318,2022-10-05,Transferred
SN117977325,STK000290,2025-01-17,Sold
SN582656385,STK000493,2024-10-22,Returned
SN389901165,STK001444,2023-10-18,Transferred
SN364788676,STK001405,2024-07-08,Adjusted
SN887373055,STK001440,2022-02-11,Received
SN544179579,STK000069,2023-11-09,Reserved
SN530773542,STK000784,2025-07-18,Returned
SN616168357,STK000069,2023-11-15,Transferred
SN349858660,STK000880,2024-08-02,Received
SN368400646,STK000360,2025-04-14,Sold
SN271734574,STK001464,2024-01-02,Reserved
SN243392529,STK000900,2023-03-01,Received
SN617203631,STK001283,2024-06-09,Sold
SN112703315,STK001427,2023-07-30,Received
SN347586346,STK000929,2024-06-28,Transferred
SN821875925,STK000781,2025-08-02,Received
SN330705481,STK000056,2022-12-20,Returned
SN892753602,STK000020,2025-08-14,Returned
SN753805447,STK000970,2023-08-24,Sold
SN792557586,STK001186,2025-07-01,Received
SN365549500,STK000481,2022-05-29,Adjusted
SN821752902,STK000246,2023-07-10,Reserved
SN678390102,STK000154,2025-05-13,Reserved
SN637219857,STK000106,2023-04-13,Transferred
SN580081326,STK001319,2025-07-07,Received
SN795636897,STK000134,2022-11-14,Returned
SN951084598,STK000826,2025-09-20,Received
SN905444958,STK000770,2022-12-05,Received
SN864946527,STK001207,2024-08-08,Reserved
SN638236949,STK001042,2023-10-24,Received
SN244407217,STK001087,2022-02-11,Transferred
SN816485950,STK000256,2024-02-08,Sold
SN808351589,STK000082,2022-08-14,Adjusted
SN713459412,STK001386,2023-04-29,Sold
SN465386172,STK000603,2024-02-03,Reserved
SN400113392,STK000745,2025-03-18,Returned
SN600433375,STK000679,2023-10-06,Transferred
SN767048890,STK001018,2025-04-23,Received
SN900831154,STK001203,2024-06-11,Transferred
SN206454189,STK001124,2022-04-27,Transferred
SN374898833,STK000184,2025-07-31,Reserved
SN824954148,STK000250,2022-04-20,Returned
SN835261303,STK000522,2022-11-10,Adjusted
SN835261303,STK000170,2022-12-31,Received
SN632692614,STK001162,2022-01-03,Returned
SN260128874,STK000378,2023-02-19,Sold
SN367922719,STK000826,2025-11-20,Transferred
SN503775620,STK001091,2024-07-27,Received
SN558736454,STK000998,2025-12-24,Returned
SN931906124,STK001244,2025-09-17,Reserved
SN816485950,STK000405,2022-09-14,Reserved
SN697614499,STK000724,2025-03-08,Transferred
SN195468521,STK000920,2025-07-06,Transferred
SN140875226,STK001235,2023-05-21,Adjusted
SN979402423,STK001391,2023-12-29,Returned
SN384832300,STK000784,2023-11-30,Adjusted
SN451940918,STK000511,2025-06-09,Transferred
SN931906124,STK000907,2023-06-22,Adjusted
SN775349787,STK000282,2024-06-02,Adjusted
SN678113412,STK000042,2025-11-10,Returned
SN359448982,STK000653,2023-05-04,Returned
SN468112910,STK001024,2024-01-15,Transferred
SN347003545,STK000195,2025-11-09,Received
SN499582236,STK000105,2024-08-04,Transferred
SN296845876,STK001206,2025-11-12,Sold
SN260128874,STK000506,2022-09-07,Transferred
SN335487201,STK001306,2023-03-04,Reserved
SN246881526,STK001468,2024-10-03,Transferred
SN874314568,STK001355,2023-05-05,Sold
SN350569181,STK000980,2025-12-18,Sold
SN948289563,STK000757,2023-03-31,Returned
SN687360638,STK000643,2024-06-23,Adjusted
SN296845876,STK001010,2023-12-25,Returned
SN620580236,STK000052,2025-01-30,Received
SN213260151,STK000058,2024-06-02,Received
SN105600478,STK001144,2024-06-25,Transferred
SN359448982,STK001314,2024-02-09,Transferred
SN317268943,STK000058,2023-09-16,Reserved
SN620580236,STK001410,2025-07-09,Transferred
SN778002778,STK000746,2023-04-28,Adjusted
SN222776132,STK001149,2022-08-24,Transferred
SN751719292,STK000340,2022-11-04,Returned
SN611788471,STK000971,2023-11-20,Received
SN698611742,STK000048,2024-05-26,Sold
SN244407217,STK000138,2024-07-11,Transferred
SN269083605,STK000085,2025-01-03,Reserved
SN260128874,STK001023,2023-11-17,Adjusted
SN726872665,STK000078,2023-05-26,Adjusted
SN865402752,STK001466,2022-03-09,Reserved
SN283104589,STK000125,2024-11-19,Adjusted
SN410769971,STK001021,2025-02-18,Received
SN449000369,STK000589,2023-01-02,Adjusted
SN739298737,STK000208,2025-09-23,Returned
SN684590140,STK000984,2024-12-28,Adjusted
SN410769971,STK001366,2023-11-07,Received
SN699147425,STK000749,2024-07-20,Adjusted
SN948289563,STK000670,2022-10-18,Transferred
SN278784216,STK001376,2025-07-27,Transferred
SN699313297,STK001068,2024-01-27,Adjusted
SN997802121,STK000504,2025-09-03,Transferred
SN117977325,STK001200,2022-05-23,Reserved
SN440583982,STK001334,2022-11-03,Adjusted
SN349858660,STK000858,2022-12-26,Received
SN200578794,STK000706,2023-08-29,Reserved
SN189517299,STK000400,2022-12-22,Returned
SN849787052,STK000214,2024-09-04,Adjusted
SN467188182,STK000477,2024-12-05,Received
SN617203631,STK000449,2024-01-11,Adjusted
SN924382741,STK000442,2025-08-13,Reserved
SN195468521,STK000099,2024-09-29,Sold
SN699147425,STK001185,2025-10-04,Adjusted
SN380892232,STK001139,2024-12-24,Transferred
SN428985769,STK000865,2023-01-11,Received
SN347586346,STK001336,2023-04-16,Sold
SN315607414,STK000944,2023-06-21,Returned
SN448493346,STK000185,2025-04-26,Reserved
SN581996629,STK000745,2022-06-12,Transferred
SN671547696,STK000478,2023-10-24,Adjusted
SN384832300,STK001017,2022-11-05,Received
SN317914527,STK000400,2025-08-25,Transferred
SN671547696,STK000809,2023-11-15,Sold
SN465386172,STK000035,2024-05-19,Returned
SN512749331,STK000861,2022-01-21,Transferred
SN650140502,STK001465,2023-06-18,Received
SN571181665,STK000281,2023-06-11,Transferred
SN857386759,STK000620,2023-03-18,Reserved
SN626162768,STK001272,2024-02-19,Reserved
SN380892232,STK000358,2022-06-02,Returned
SN230761224,STK001133,2022-09-06,Returned
SN243392529,STK000050,2024-03-25,Returned
SN376671582,STK000279,2024-04-09,Returned
SN735746224,STK000630,2022-09-16,Transferred
SN321017052,STK001183,2025-01-05,Received
SN464770555,STK000155,2024-09-25,Adjusted
SN949351243,STK000355,2022-08-13,Sold
SN530188359,STK000531,2022-09-05,Returned
SN857805222,STK001250,2022-03-04,Received
SN893501373,STK001408,2025-01-03,Reserved
SN610887969,STK000059,2022-12-30,Returned
SN685318615,STK000212,2022-04-23,Adjusted
SN583977259,STK000079,2025-01-27,Transferred
SN981908498,STK000151,2025-04-07,Received
SN857805222,STK000861,2025-12-20,Transferred
SN685318615,STK000755,2024-11-30,Adjusted
SN451940918,STK000649,2022-08-28,Sold
SN805557365,STK000403,2023-02-23,Transferred
SN837779943,STK001431,2025-12-02,Transferred
SN300407281,STK000345,2025-08-27,Returned
SN887800374,STK001496,2022-02-23,Transferred
SN222776132,STK000893,2023-10-13,Received
SN599944798,STK000475,2025-04-29,Reserved
SN514120577,STK000039,2024-03-25,Transferred
SN359448982,STK000096,2024-05-04,Returned
SN845331158,STK000587,2024-11-29,Received
SN778002778,STK000347,2024-10-27,Received
SN719847013,STK000890,2023-06-20,Sold
SN144155421,STK000434,2025-07-26,Sold
SN417334625,STK001125,2023-05-06,Returned
SN442868695,STK000054,2025-10-10,Sold
SN367922719,STK001118,2025-05-08,Received
SN496471435,STK001149,2023-03-24,Returned
SN397471112,STK000671,2023-08-27,Returned
SN842211155,STK000923,2023-12-07,Sold
SN573485701,STK001477,2023-04-28,Adjusted
SN448664540,STK001101,2024-06-03,Returned
SN844699387,STK000961,2022-07-20,Received
SN870809125,STK000874,2023-05-31,Received
SN206454189,STK000110,2025-04-26,Reserved
SN936689478,STK000589,2024-01-25,Adjusted
SN698611742,STK000972,2024-05-24,Received
SN278784216,STK000099,2023-07-12,Adjusted
SN115075284,STK000720,2022-07-30,Reserved
SN709994661,STK000398,2024-08-22,Adjusted
SN414917268,STK001331,2022-07-10,Received
SN819628197,STK000355,2022-04-28,Reserved
SN610887969,STK000527,2025-05-02,Reserved
SN900831154,STK001352,2023-01-17,Received
SN679922843,STK000361,2025-01-30,Reserved
SN244407217,STK000499,2023-06-09,Returned
SN397471112,STK000921,2024-12-15,Returned
SN687360638,STK000587,2024-03-16,Adjusted
SN857805222,STK000964,2025-01-24,Transferred
SN598888943,STK000589,2024-02-17,Sold
SN898149957,STK000805,2024-10-19,Received
SN183175424,STK000052,2023-02-21,Transferred
SN583977259,STK001249,2025-02-10,Transferred
SN150025140,STK000816,2023-05-21,Sold
SN571181665,STK001328,2025-02-26,Sold
SN699147425,STK000213,2025-06-20,Reserved
SN872708851,STK001298,2024-09-20,Returned
SN658764771,STK000662,2024-03-07,Sold
SN808351589,STK001026,2023-07-12,Transferred
SN440583982,STK000358,2023-02-22,Received
SN221438870,STK000531,2024-08-12,Transferred
SN159622285,STK001068,2024-08-15,Received
SN924382741,STK001317,2023-11-29,Received
SN397471112,STK001197,2022-03-09,Reserved
SN301736497,STK000905,2024-11-30,Transferred
SN566961377,STK000289,2025-02-02,Returned
SN887800374,STK001314,2024-03-09,Adjusted
SN208845305,STK000488,2023-12-01,Transferred
SN798286236,STK000936,2024-09-09,Reserved
SN165621030,STK001301,2023-04-03,Adjusted
SN588962130,STK000679,2022-10-17,Returned
SN930461408,STK000775,2025-02-10,Adjusted
SN839032248,STK001335,2022-04-20,Received
SN143119987,STK000200,2025-04-22,Transferred
SN158931992,STK000026,2022-09-07,Received
SN150938666,STK001157,2025-07-19,Sold
SN216872612,STK000046,2025-08-13,Reserved
SN150938666,STK000520,2022-01-05,Received
SN713459412,STK001284,2024-10-24,Returned
SN150025140,STK000396,2025-06-28,Reserved
SN808351589,STK000638,2024-01-02,Adjusted
SN105600478,STK000134,2022-04-04,Transferred
SN465206668,STK001243,2023-05-15,Adjusted
SN271734574,STK000670,2024-06-25,Reserved
SN839032248,STK000864,2022-09-09,Received
SN874314568,STK001234,2023-04-01,Reserved
SN308653007,STK001067,2022-09-28,Returned
SN556284606,STK000150,2023-06-10,Transferred
SN981908498,STK000015,2023-11-24,Adjusted
SN197482764,STK001311,2025-11-10,Returned
SN874314568,STK001140,2022-08-17,Returned
SN183175424,STK001082,2022-09-25,Sold
SN940120598,STK001059,2023-10-25,Sold
SN929073308,STK000615,2024-02-29,Returned
SN857386759,STK001059,2022-12-02,Received
SN949351243,STK000793,2022-10-05,Sold
SN872708851,STK000649,2022-08-19,Received
SN950434969,STK000533,2025-03-01,Sold
SN234427982,STK001171,2022-12-09,Sold
SN930461408,STK000683,2023-04-13,Sold
SN349858660,STK000017,2022-03-07,Received
SN412818441,STK001334,2022-02-02,Sold
SN656184057,STK001203,2022-11-15,Transferred
SN481182921,STK000946,2024-12-25,Returned
SN478317077,STK000609,2023-06-03,Transferred
SN448493346,STK000315,2024-03-26,Adjusted
SN457198220,STK000967,2025-04-10,Returned
SN777835522,STK001072,2025-06-14,Returned
SN514120577,STK001075,2025-07-19,Transferred
SN698611742,STK000899,2025-08-22,Reserved
SN641089401,STK001408,2024-04-21,Received
SN671547696,STK000161,2023-04-13,Returned
SN931865605,STK001130,2024-07-25,Reserved
SN832781276,STK001345,2023-02-14,Sold
SN668370652,STK001098,2022-01-19,Transferred
SN215789725,STK001136,2023-11-07,Received
SN340169401,STK000286,2024-12-16,Transferred
SN195209218,STK000507,2022-08-17,Transferred
SN807669531,STK000164,2022-11-07,Sold
SN245747056,STK001474,2024-01-14,Reserved
SN512827994,STK000376,2022-07-13,Transferred
SN317268943,STK000322,2022-01-14,Returned
SN951084598,STK001452,2024-12-30,Adjusted
SN533909820,STK000688,2024-02-17,Sold
SN206454189,STK001399,2022-07-03,Reserved
SN413033221,STK000984,2024-12-30,Received
SN548058043,STK000420,2025-04-17,Returned
SN778002778,STK000628,2023-12-03,Returned
SN604401434,STK000730,2022-12-11,Sold
SN807669531,STK000841,2024-06-18,Adjusted
SN720624517,STK000518,2024-11-23,Received
SN845534349,STK000272,2022-12-02,Reserved
SN674653389,STK001369,2025-07-07,Sold
SN284536129,STK000919,2022-08-25,Transferred
SN566961377,STK000067,2023-12-12,Received
SN857805222,STK000114,2025-06-04,Reserved
SN102699691,STK000962,2025-05-08,Reserved
SN600433375,STK000576,2023-10-28,Reserved
SN931906124,STK001212,2025-10-13,Reserved
SN672265732,STK001402,2022-02-11,Sold
SN556284606,STK000348,2025-05-18,Adjusted
SN521440835,STK000812,2024-09-08,Sold
SN809805780,STK000874,2025-06-30,Reserved
SN649483396,STK001442,2024-04-12,Reserved
SN252217115,STK000444,2025-11-19,Reserved
SN842211155,STK000231,2023-06-23,Adjusted
SN437039174,STK000798,2023-11-14,Returned
SN470443529,STK000339,2024-09-13,Sold
SN108445383,STK000411,2023-06-19,Transferred
SN283104589,STK001259,2022-03-19,Returned
SN257471013,STK001251,2025-10-02,Sold
SN987397067,STK001316,2023-10-28,Transferred
SN950434969,STK001046,2022-10-02,Transferred
SN143119987,STK000374,2025-12-31,Adjusted
SN270054741,STK000487,2022-09-30,Reserved
SN723359206,STK000773,2022-01-04,Transferred
SN555020609,STK001408,2023-01-08,Transferred
SN375072268,STK001074,2025-01-06,Returned
SN998129936,STK000982,2022-09-17,Adjusted
SN759401387,STK000767,2025-03-22,Reserved
SN824954148,STK000260,2022-06-21,Sold
SN473919935,STK001215,2024-06-09,Received
SN668370652,STK000917,2022-09-02,Sold
SN781539371,STK000676,2023-09-12,Reserved
SN983188146,STK001436,2024-03-26,Sold
SN271734574,STK001239,2022-08-30,Received
SN642026297,STK000387,2023-09-02,Returned
SN220294510,STK000075,2025-10-09,Sold
SN552035686,STK001265,2022-11-27,Transferred
SN140875226,STK000491,2022-12-17,Reserved
SN819628197,STK000783,2023-12-01,Transferred
SN983556207,STK001343,2024-11-28,Received
SN583759674,STK001406,2024-05-07,Adjusted
SN782915645,STK000450,2023-07-27,Adjusted
SN410769971,STK000053,2025-04-28,Transferred
SN708486928,STK001444,2023-04-07,Transferred
SN555020609,STK001442,2022-10-15,Sold
SN638879735,STK000622,2024-11-13,Received
SN767713861,STK001094,2022-02-26,Returned
SN874314568,STK000032,2024-04-10,Transferred
SN745580353,STK000540,2025-08-04,Sold
SN936689478,STK000705,2024-07-28,Sold
SN806006384,STK001002,2025-04-27,Transferred
SN880337248,STK000985,2022-04-24,Reserved
SN913674168,STK000393,2024-03-03,Received
SN347003545,STK001080,2023-02-03,Reserved
SN637219857,STK001497,2023-03-06,Adjusted
SN674653389,STK000702,2022-06-12,Transferred
SN795451595,STK001202,2022-07-03,Reserved
SN247581613,STK000036,2024-10-03,Transferred
SN580542964,STK000660,2023-07-09,Transferred
SN234427982,STK000094,2025-01-05,Sold
SN777835522,STK000789,2024-01-23,Received
SN523665265,STK001412,2024-08-07,Adjusted
SN112078583,STK000012,2024-12-24,Adjusted
SN739298737,STK001251,2025-10-25,Returned
SN367922719,STK000425,2023-05-03,Received
SN179877028,STK000026,2022-09-17,Sold
SN367922719,STK000127,2022-03-27,Reserved
SN900831154,STK000148,2023-11-06,Adjusted
SN301736497,STK000688,2025-10-04,Received
SN905444958,STK001355,2024-04-05,Received
SN808351589,STK001178,2023-08-20,Adjusted
SN468112910,STK001450,2025-02-08,Reserved
SN266831295,STK000558,2024-01-20,Adjusted
SN178746714,STK001199,2025-11-17,Returned
SN891869344,STK000339,2023-04-12,Adjusted
SN671547696,STK000976,2022-01-16,Adjusted
SN416395000,STK000512,2025-02-09,Transferred
SN633958937,STK000182,2024-02-29,Transferred
SN813573213,STK000474,2022-02-06,Adjusted
SN849124182,STK000507,2023-03-30,Transferred
SN266556424,STK000066,2024-08-01,Sold
SN940120598,STK000525,2024-04-10,Reserved
SN274149391,STK000955,2025-05-28,Sold
SN158931992,STK001489,2023-12-31,Returned
SN266831295,STK000043,2023-09-29,Adjusted
SN719847013,STK001182,2025-04-28,Received
SN685318615,STK000947,2024-06-04,Sold
SN230761224,STK000421,2024-02-24,Sold
SN940120598,STK000070,2025-01-10,Reserved
SN583759674,STK001121,2024-03-18,Reserved
SN976132363,STK000563,2023-02-21,Transferred
SN979402423,STK000676,2023-11-25,Transferred
SN862161956,STK000055,2023-07-14,Adjusted
SN246073614,STK001062,2024-01-12,Reserved
SN150025140,STK000377,2025-09-04,Received
SN571181665,STK001412,2025-05-19,Received
SN893501373,STK000422,2023-05-19,Received
SN807669531,STK000113,2022-07-06,Sold
SN439312322,STK000208,2025-03-24,Adjusted
SN501899897,STK000085,2025-04-05,Sold
SN465206668,STK000228,2022-06-01,Returned
SN274149391,STK001413,2025-01-29,Returned
SN149163980,STK001091,2023-07-22,Returned
SN189517299,STK000271,2025-05-01,Adjusted
SN501899897,STK001105,2024-05-10,Sold
SN470443529,STK001309,2023-06-04,Adjusted
SN795451595,STK001410,2024-03-11,Received
SN740743966,STK000192,2022-04-20,Returned
SN205427461,STK000711,2024-09-08,Transferred
SN220134083,STK000032,2022-01-11,Adjusted
SN277005077,STK001107,2023-04-16,Transferred
SN530188359,STK000899,2025-09-15,Sold
SN195209218,STK001361,2022-11-24,Adjusted
SN745580353,STK001493,2024-10-11,Sold
SN795451595,STK000772,2022-06-14,Sold
SN868597168,STK000193,2022-10-09,Returned
SN795451595,STK001152,2022-05-08,Reserved
SN128940852,STK000270,2024-11-05,Reserved
SN485415442,STK001345,2023-03-18,Adjusted
SN887800374,STK001477,2025-01-24,Adjusted
SN737697223,STK000624,2023-05-17,Adjusted
SN849787052,STK000943,2024-04-24,Returned
SN451940918,STK000788,2023-10-02,Sold
SN798286236,STK000523,2023-02-09,Returned
SN512165815,STK000909,2025-01-29,Sold
SN981643779,STK001253,2022-10-11,Transferred
SN318381219,STK001234,2025-02-23,Received
SN150025140,STK000314,2025-03-06,Transferred
SN542985542,STK001494,2024-06-15,Reserved
SN189517299,STK001021,2024-07-25,Returned
SN596312089,STK000693,2022-03-21,Reserved
SN912404236,STK001110,2025-07-24,Reserved
SN650140502,STK000856,2023-02-03,Returned
SN809805780,STK000269,2023-05-23,Returned
SN388652429,STK000584,2022-03-25,Reserved
SN979402423,STK001458,2025-11-06,Adjusted
SN183163451,STK001195,2023-09-29,Reserved
SN558736454,STK000783,2022-12-17,Reserved
SN311948205,STK001493,2023-01-04,Adjusted
SN463456800,STK000019,2022-09-04,Received
SN380094439,STK001091,2024-03-06,Sold
SN508388263,STK000639,2024-02-21,Reserved
SN449000369,STK001058,2023-02-27,Reserved
SN158931992,STK001453,2025-09-20,Adjusted
SN674653389,STK000050,2025-06-26,Reserved
SN219964911,STK000202,2022-10-14,Sold
SN414917268,STK000259,2025-09-03,Returned
SN410769971,STK000840,2025-09-07,Returned
SN830572850,STK000439,2023-11-22,Received
SN262751099,STK000383,2023-01-01,Reserved
SN530188359,STK001254,2023-10-10,Returned
SN374898833,STK000659,2024-07-12,Sold
SN608020535,STK000496,2023-02-18,Sold
SN947662356,STK001204,2022-12-07,Adjusted
SN195209218,STK001030,2022-02-04,Adjusted
SN165621030,STK000018,2025-05-22,Sold
SN699147425,STK000320,2022-12-18,Sold
SN716144599,STK000143,2024-06-03,Received
SN562314772,STK000338,2025-12-27,Sold
SN533909820,STK000535,2022-10-23,Transferred
SN708486928,STK001188,2025-08-26,Transferred
SN740743966,STK000642,2024-06-15,Returned
SN533973928,STK001117,2023-12-26,Reserved
SN212049628,STK000394,2024-02-15,Transferred
SN802275983,STK000289,2024-01-24,Adjusted
SN990183057,STK000063,2024-07-24,Received
SN870809125,STK001431,2024-11-04,Transferred
SN915052732,STK000509,2022-09-23,Received
SN247581613,STK001313,2022-07-20,Sold
SN318381219,STK000542,2022-02-23,Adjusted
SN145305462,STK000554,2022-03-20,Sold
SN977274810,STK000188,2023-01-22,Reserved
SN440943734,STK000870,2023-06-08,Returned
SN530773542,STK000994,2025-05-15,Received
SN917923887,STK000928,2022-01-20,Adjusted
SN969298774,STK001187,2025-12-26,Transferred
SN559456115,STK001107,2025-08-23,Returned
SN843124891,STK000024,2024-11-05,Transferred
SN813573213,STK000783,2023-03-23,Reserved
SN858537368,STK000440,2024-06-17,Adjusted
SN562314772,STK001025,2022-05-14,Transferred
SN266831295,STK000312,2023-08-11,Returned
SN350346336,STK000180,2024-10-10,Transferred
SN450937505,STK000238,2024-10-05,Adjusted
SN948289563,STK000590,2022-02-19,Transferred
SN367922719,STK000430,2025-11-27,Received
SN541958674,STK000920,2022-02-13,Sold
SN651986662,STK001139,2025-11-03,Adjusted
SN390119273,STK000881,2025-02-13,Returned
SN931906124,STK001459,2024-06-16,Received
SN642026297,STK000261,2025-01-27,Adjusted
SN216872612,STK000275,2022-05-28,Received
SN208845305,STK001086,2023-07-16,Sold
SN437039174,STK001266,2022-03-14,Reserved
SN969846892,STK000667,2024-09-16,Received
SN837779943,STK000911,2023-05-12,Transferred
SN753711932,STK001491,2024-06-18,Received
SN723750328,STK001197,2024-02-12,Received
SN863488510,STK001459,2024-03-16,Transferred
SN702555339,STK000569,2025-10-18,Returned
SN462198422,STK000229,2022-12-25,Transferred
SN294981681,STK000847,2025-04-15,Reserved
SN284536129,STK001272,2024-11-12,Transferred
SN437039174,STK000605,2022-06-17,Received
SN405676613,STK001177,2024-11-09,Transferred
SN891869344,STK000115,2023-06-04,Received
SN197482764,STK000857,2023-04-08,Adjusted
SN384722185,STK001324,2025-11-12,Adjusted
SN782915645,STK001097,2022-12-18,Received
SN159622285,STK000225,2022-12-05,Received
SN283104589,STK000622,2024-10-18,Received
SN932831232,STK001361,2022-01-24,Adjusted
SN871830436,STK001468,2023-03-12,Reserved
SN929349708,STK000245,2024-05-15,Received
SN565676781,STK000230,2024-12-07,Sold
SN212049628,STK000996,2025-01-28,Adjusted
SN749920474,STK000129,2022-01-27,Sold
SN296937629,STK000321,2024-11-04,Transferred
SN559456115,STK001490,2023-06-28,Returned
SN243392529,STK001493,2022-09-27,Adjusted
SN753711932,STK001368,2024-04-09,Sold
SN236402267,STK000823,2023-10-13,Returned
SN413488676,STK000119,2022-02-28,Adjusted
SN699147425,STK001178,2025-11-28,Received
SN969846892,STK001307,2024-09-23,Adjusted
SN419777307,STK000565,2023-11-17,Reserved
SN362363951,STK000991,2022-08-21,Adjusted
SN362363951,STK000144,2022-07-25,Reserved
SN244407217,STK001160,2023-11-06,Adjusted
SN283104589,STK000525,2022-10-10,Reserved
SN573485701,STK000432,2022-07-06,Received
SN638879735,STK000022,2024-12-08,Sold
SN146143917,STK000192,2022-11-24,Adjusted
SN463456800,STK000466,2024-01-03,Received
SN465206668,STK001390,2023-03-21,Sold
SN266556424,STK001071,2025-02-16,Reserved
SN517002319,STK000081,2023-10-05,Returned
SN478317077,STK000694,2025-06-16,Transferred
SN821875925,STK000238,2024-08-13,Returned
SN982769541,STK000469,2025-10-11,Reserved
SN459451013,STK001294,2024-08-24,Received
SN129540106,STK001395,2024-03-07,Received
SN650140502,STK001233,2025-08-30,Returned
SN439312322,STK001289,2022-05-31,Sold
SN826253352,STK001176,2022-04-29,Reserved
SN930461408,STK000821,2024-10-15,Transferred
SN517002319,STK001347,2024-07-20,Returned
SN213260151,STK001454,2025-06-13,Returned
SN465386172,STK001408,2025-12-31,Sold
SN679922843,STK000960,2024-04-16,Sold
SN213260151,STK000736,2022-05-13,Sold
SN376655041,STK001297,2022-11-02,Returned
SN566152395,STK001293,2025-01-01,Reserved
SN389901165,STK000117,2025-09-11,Returned
SN891869344,STK000263,2024-03-01,Received
SN347003545,STK001251,2022-10-11,Adjusted
SN668370652,STK001165,2023-12-20,Adjusted
SN807669531,STK000728,2023-04-04,Adjusted
SN464770555,STK000355,2023-12-04,Returned
SN108445383,STK000348,2022-08-26,Adjusted
SN842211155,STK001338,2024-03-28,Sold
SN716144599,STK000372,2022-07-22,Adjusted
SN283104589,STK001039,2022-08-28,Received
SN129540106,STK000344,2025-02-06,Sold
SN887373055,STK000261,2023-08-30,Transferred
SN659860385,STK000035,2023-06-25,Reserved
SN318381219,STK000150,2023-09-21,Transferred
