Refund_ID,Refund_Date,Refund_Amount,Refund_Status,Approval_Date,Refund_Notes,Return_ID
RFD000321,2025-10-06,7444.67,Pending,,Refund processed per policy.,RET002159
RFD000322,2024-05-08,93057.14,Pending,,Refund processed per policy.,RET000562
RFD000323,2023-05-17,33302.82,Approved,2023-05-24,Refund processed per policy.,RET001016
RFD000324,2025-01-23,78671.36,Approved,2025-01-27,Refund processed per policy.,RET000832
RFD000325,2025-10-11,99134.82,Rejected,2025-10-12,Refund processed per policy.,RET001848
RFD000326,2024-09-29,100832.65,Pending,,Refund processed per policy.,RET001797
RFD000327,2022-04-22,5286.63,Processed,2022-04-28,Refund processed per policy.,RET001961
RFD000328,2025-05-03,80800.49,Approved,2025-05-06,Refund processed per policy.,RET002244
RFD000329,2022-03-06,11141.49,Approved,2022-03-16,Refund processed per policy.,RET001759
RFD000330,2024-09-17,45161.46,Pending,,Refund processed per policy.,RET002211
RFD000331,2023-07-31,30049.63,Approved,2023-08-04,Refund processed per policy.,RET000599
RFD000332,2024-11-06,81035.76,Approved,2024-11-12,Refund processed per policy.,RET002246
RFD000333,2025-11-27,3793.87,Processed,2025-12-04,Refund processed per policy.,RET000998
RFD000334,2023-05-25,119747.87,Rejected,2023-05-26,Refund processed per policy.,RET001837
RFD000335,2023-05-02,102494.84,Approved,2023-05-05,Refund processed per policy.,RET000570
RFD000336,2022-07-31,69058.63,Approved,2022-08-07,Refund processed per policy.,RET000008
RFD000337,2023-06-01,61634.96,Approved,2023-06-03,Refund processed per policy.,RET000995
RFD000338,2025-03-21,38920.18,Approved,2025-03-25,Refund processed per policy.,RET001555
RFD000339,2023-04-12,58189.12,Approved,2023-04-17,Refund processed per policy.,RET001893
RFD000340,2022-07-05,65816.76,Approved,2022-07-11,Refund processed per policy.,RET000454
RFD000341,2025-11-15,95616.64,Approved,2025-11-16,Refund processed per policy.,RET000229
RFD000342,2023-04-12,101555.99,Approved,2023-04-14,Refund processed per policy.,RET000562
RFD000343,2024-08-10,44864.94,Approved,2024-08-20,Refund processed per policy.,RET002175
RFD000344,2022-02-04,40493.75,Approved,2022-02-09,Refund processed per policy.,RET002204
RFD000345,2023-08-05,29342.71,Pending,,Refund processed per policy.,RET002012
RFD000346,2022-02-03,98086.92,Approved,2022-02-08,Refund processed per policy.,RET000479
RFD000347,2024-05-30,70898.6,Pending,,Refund processed per policy.,RET001312
RFD000348,2024-01-08,69637.84,Pending,,Refund processed per policy.,RET001880
RFD000349,2025-04-05,67659.26,Approved,2025-04-08,Refund processed per policy.,RET001557
RFD000350,2022-12-25,101793.17,Approved,2023-01-01,Refund processed per policy.,RET001539
RFD000351,2023-05-24,112411.54,Pending,,Refund processed per policy.,RET002352
RFD000352,2022-02-17,60348.61,Approved,2022-02-24,Refund processed per policy.,RET001116
RFD000353,2022-03-28,16852.89,Approved,2022-04-07,Refund processed per policy.,RET000275
RFD000354,2023-10-11,21931.35,Approved,2023-10-21,Refund processed per policy.,RET001783
RFD000355,2023-08-22,118267.16,Approved,2023-08-27,Refund processed per policy.,RET001211
RFD000356,2023-04-21,18809.37,Approved,2023-04-27,Refund processed per policy.,RET001807
RFD000357,2025-09-19,48649.22,Approved,2025-09-21,Refund processed per policy.,RET000270
RFD000358,2025-01-28,85483.46,Approved,2025-01-30,Refund processed per policy.,RET000187
RFD000359,2024-06-07,15012.79,Approved,2024-06-10,Refund processed per policy.,RET000437
RFD000360,2025-08-08,117888.91,Approved,2025-08-11,Refund processed per policy.,RET001703
RFD000361,2025-04-10,9573.46,Approved,2025-04-15,Refund processed per policy.,RET000063
RFD000362,2023-09-13,105279.3,Approved,2023-09-17,Refund processed per policy.,RET000160
RFD000363,2022-08-13,106489.13,Pending,,Refund processed per policy.,RET001931
RFD000364,2022-11-23,45569.41,Approved,2022-11-25,Refund processed per policy.,RET000728
RFD000365,2023-06-12,45852.1,Processed,2023-06-13,Refund processed per policy.,RET000401
RFD000366,2024-11-21,74292.42,Approved,2024-11-30,Refund processed per policy.,RET001518
RFD000367,2024-04-24,78555.89,Pending,,Refund processed per policy.,RET000384
RFD000368,2022-11-03,45883.0,Approved,2022-11-06,Refund processed per policy.,RET002454
RFD000369,2024-06-12,6736.16,Processed,2024-06-20,Refund processed per policy.,RET001899
RFD000370,2022-02-09,85930.71,Pending,,Refund processed per policy.,RET000285
RFD000371,2025-06-11,50045.94,Pending,,Refund processed per policy.,RET001542
RFD000372,2023-02-19,23072.71,Approved,2023-03-01,Refund processed per policy.,RET001793
RFD000373,2025-06-24,684.38,Approved,2025-06-27,Refund processed per policy.,RET000903
RFD000374,2022-11-17,102525.4,Approved,2022-11-22,Refund processed per policy.,RET000502
RFD000375,2024-05-13,16317.19,Pending,,Refund processed per policy.,RET001095
RFD000376,2024-11-22,106886.54,Approved,2024-12-02,Refund processed per policy.,RET001945
RFD000377,2023-06-21,19651.85,Approved,2023-06-22,Refund processed per policy.,RET000321
RFD000378,2025-05-02,50046.08,Approved,2025-05-09,Refund processed per policy.,RET000472
RFD000379,2025-09-14,59402.39,Approved,2025-09-17,Refund processed per policy.,RET002259
RFD000380,2022-01-16,119773.21,Approved,2022-01-25,Refund processed per policy.,RET000212
RFD000381,2022-05-14,2194.46,Approved,2022-05-17,Refund processed per policy.,RET001174
RFD000382,2024-09-02,7606.31,Processed,2024-09-09,Refund processed per policy.,RET000304
RFD000383,2022-08-11,49403.36,Approved,2022-08-13,Refund processed per policy.,RET000293
RFD000384,2024-04-04,66011.88,Approved,2024-04-08,Refund processed per policy.,RET001598
RFD000385,2025-08-23,11594.75,Rejected,2025-08-28,Refund processed per policy.,RET002069
RFD000386,2022-09-25,103246.34,Approved,2022-09-28,Refund processed per policy.,RET002473
RFD000387,2023-02-13,110029.66,Approved,2023-02-21,Refund processed per policy.,RET000784
RFD000388,2025-06-01,11572.07,Approved,2025-06-07,Refund processed per policy.,RET001223
RFD000389,2023-11-23,119111.15,Approved,2023-11-24,Refund processed per policy.,RET002360
RFD000390,2024-04-15,111799.77,Approved,2024-04-16,Refund processed per policy.,RET001337
RFD000391,2023-10-07,93262.67,Approved,2023-10-15,Refund processed per policy.,RET000407
RFD000392,2023-10-08,15235.71,Processed,2023-10-10,Refund processed per policy.,RET000682
RFD000393,2025-12-01,80931.91,Approved,2025-12-11,Refund processed per policy.,RET000983
RFD000394,2022-12-27,40591.26,Approved,2023-01-01,Refund processed per policy.,RET000316
RFD000395,2023-01-05,31631.3,Approved,2023-01-11,Refund processed per policy.,RET002086
RFD000396,2024-04-07,111837.48,Approved,2024-04-15,Refund processed per policy.,RET000702
RFD000397,2023-06-04,63587.21,Approved,2023-06-12,Refund processed per policy.,RET000652
RFD000398,2024-06-24,23388.14,Approved,2024-07-04,Refund processed per policy.,RET001644
RFD000399,2025-06-24,29670.51,Pending,,Refund processed per policy.,RET001340
RFD000400,2022-06-14,82429.07,Approved,2022-06-21,Refund processed per policy.,RET000832
RFD000401,2024-05-27,84713.16,Approved,2024-06-03,Refund processed per policy.,RET001500
RFD000402,2022-05-18,68066.02,Approved,2022-05-27,Refund processed per policy.,RET000423
RFD000403,2024-02-01,67544.22,Approved,2024-02-08,Refund processed per policy.,RET001521
RFD000404,2023-04-30,69836.53,Pending,,Refund processed per policy.,RET002262
RFD000405,2022-07-09,64083.1,Processed,2022-07-17,Refund processed per policy.,RET002096
RFD000406,2024-08-13,60920.14,Approved,2024-08-15,Refund processed per policy.,RET000137
RFD000407,2024-08-03,94918.75,Approved,2024-08-07,Refund processed per policy.,RET002082
RFD000408,2025-07-24,9641.95,Approved,2025-07-31,Refund processed per policy.,RET002236
RFD000409,2022-08-06,57969.29,Approved,2022-08-13,Refund processed per policy.,RET001253
RFD000410,2025-06-06,70588.12,Pending,,Refund processed per policy.,RET000156
RFD000411,2023-07-01,106249.45,Approved,2023-07-07,Refund processed per policy.,RET001094
RFD000412,2024-08-22,82871.53,Approved,2024-08-23,Refund processed per policy.,RET002065
RFD000413,2022-08-17,45907.38,Approved,2022-08-18,Refund processed per policy.,RET000692
RFD000414,2022-07-30,114276.0,Approved,2022-08-04,Refund processed per policy.,RET002140
RFD000415,2022-04-20,100572.11,Approved,2022-04-24,Refund processed per policy.,RET002143
RFD000416,2022-04-08,118924.82,Approved,2022-04-14,Refund processed per policy.,RET000379
RFD000417,2022-10-03,107424.24,Approved,2022-10-09,Refund processed per policy.,RET002002
RFD000418,2022-08-19,79627.12,Approved,2022-08-26,Refund processed per policy.,RET001258
RFD000419,2023-01-20,99738.95,Rejected,2023-01-24,Refund processed per policy.,RET000392
RFD000420,2022-09-19,32632.18,Processed,2022-09-20,Refund processed per policy.,RET002488
RFD000421,2025-09-20,57630.46,Processed,2025-09-24,Refund processed per policy.,RET000219
RFD000422,2023-06-04,52235.07,Rejected,2023-06-08,Refund processed per policy.,RET000775
RFD000423,2023-06-26,106772.21,Rejected,2023-07-05,Refund processed per policy.,RET000040
RFD000424,2023-04-04,95051.94,Processed,2023-04-11,Refund processed per policy.,RET001999
RFD000425,2025-01-07,79586.93,Rejected,2025-01-16,Refund processed per policy.,RET000257
RFD000426,2022-02-12,72097.33,Pending,,Refund processed per policy.,RET001236
RFD000427,2025-09-25,116030.48,Approved,2025-09-29,Refund processed per policy.,RET000648
RFD000428,2024-04-29,36381.6,Pending,,Refund processed per policy.,RET000052
RFD000429,2022-07-19,33473.09,Approved,2022-07-29,Refund processed per policy.,RET001861
RFD000430,2025-11-07,31694.87,Approved,2025-11-08,Refund processed per policy.,RET002456
RFD000431,2023-10-08,111173.69,Approved,2023-10-10,Refund processed per policy.,RET002075
RFD000432,2023-11-03,57415.13,Approved,2023-11-13,Refund processed per policy.,RET001169
RFD000433,2022-05-24,80524.94,Approved,2022-06-01,Refund processed per policy.,RET001481
RFD000434,2025-05-10,33253.57,Approved,2025-05-12,Refund processed per policy.,RET001575
RFD000435,2022-11-19,8902.57,Approved,2022-11-28,Refund processed per policy.,RET000868
RFD000436,2025-10-12,27563.21,Rejected,2025-10-19,Refund processed per policy.,RET002156
RFD000437,2022-05-18,67974.65,Processed,2022-05-19,Refund processed per policy.,RET001137
RFD000438,2022-12-20,118639.69,Approved,2022-12-24,Refund processed per policy.,RET001836
RFD000439,2025-02-14,12811.42,Approved,2025-02-21,Refund processed per policy.,RET000153
RFD000440,2022-06-21,101009.35,Approved,2022-06-24,Refund processed per policy.,RET001828
RFD000441,2024-02-26,18608.83,Approved,2024-03-02,Refund processed per policy.,RET002436
RFD000442,2024-02-04,14906.96,Approved,2024-02-11,Refund processed per policy.,RET001620
RFD000443,2025-11-29,58374.57,Approved,2025-12-07,Refund processed per policy.,RET000273
RFD000444,2025-12-01,32699.56,Approved,2025-12-11,Refund processed per policy.,RET001393
RFD000445,2022-12-17,110492.67,Approved,2022-12-26,Refund processed per policy.,RET000450
RFD000446,2024-08-10,66859.88,Approved,2024-08-16,Refund processed per policy.,RET000955
RFD000447,2025-05-30,44637.62,Approved,2025-06-06,Refund processed per policy.,RET002034
RFD000448,2024-02-04,8957.54,Approved,2024-02-07,Refund processed per policy.,RET000417
RFD000449,2023-10-10,59387.44,Approved,2023-10-16,Refund processed per policy.,RET000688
RFD000450,2022-08-02,100262.45,Approved,2022-08-05,Refund processed per policy.,RET002263
RFD000451,2023-03-29,106852.3,Processed,2023-03-30,Refund processed per policy.,RET002110
RFD000452,2022-04-07,20495.23,Approved,2022-04-17,Refund processed per policy.,RET000322
RFD000453,2022-01-14,18068.61,Approved,2022-01-16,Refund processed per policy.,RET000905
RFD000454,2024-02-07,84584.57,Approved,2024-02-09,Refund processed per policy.,RET001807
RFD000455,2025-09-29,101615.48,Approved,2025-10-04,Refund processed per policy.,RET001334
RFD000456,2024-01-21,116948.1,Approved,2024-01-28,Refund processed per policy.,RET001592
RFD000457,2025-06-12,26813.51,Approved,2025-06-15,Refund processed per policy.,RET002206
RFD000458,2025-11-14,69158.55,Approved,2025-11-16,Refund processed per policy.,RET000460
RFD000459,2024-09-27,32323.06,Approved,2024-09-30,Refund processed per policy.,RET002429
RFD000460,2023-11-26,99166.11,Approved,2023-12-03,Refund processed per policy.,RET002446
RFD000461,2024-03-24,55880.24,Approved,2024-03-31,Refund processed per policy.,RET000344
RFD000462,2022-09-18,53355.75,Pending,,Refund processed per policy.,RET002160
RFD000463,2024-11-01,1778.49,Approved,2024-11-10,Refund processed per policy.,RET000267
RFD000464,2023-08-01,95692.37,Processed,2023-08-05,Refund processed per policy.,RET000314
RFD000465,2023-03-06,55497.9,Pending,,Refund processed per policy.,RET000530
RFD000466,2025-09-05,30298.19,Approved,2025-09-08,Refund processed per policy.,RET002319
RFD000467,2025-03-12,5696.54,Pending,,Refund processed per policy.,RET001181
RFD000468,2022-10-24,48027.19,Approved,2022-11-03,Refund processed per policy.,RET001208
RFD000469,2025-12-12,458.04,Approved,2025-12-13,Refund processed per policy.,RET002252
RFD000470,2024-09-10,84215.06,Approved,2024-09-15,Refund processed per policy.,RET001768
RFD000471,2023-05-17,74606.74,Approved,2023-05-20,Refund processed per policy.,RET000873
RFD000472,2025-07-28,59021.85,Approved,2025-08-06,Refund processed per policy.,RET001044
RFD000473,2024-07-02,68415.86,Approved,2024-07-07,Refund processed per policy.,RET000632
RFD000474,2022-02-09,8476.07,Approved,2022-02-15,Refund processed per policy.,RET001182
RFD000475,2022-02-16,25706.14,Approved,2022-02-25,Refund processed per policy.,RET001037
RFD000476,2023-11-27,24967.56,Approved,2023-12-06,Refund processed per policy.,RET000509
RFD000477,2025-09-10,96675.64,Rejected,2025-09-16,Refund processed per policy.,RET000901
RFD000478,2024-01-22,70803.01,Approved,2024-01-28,Refund processed per policy.,RET001470
RFD000479,2024-05-29,7225.46,Approved,2024-06-02,Refund processed per policy.,RET000833
RFD000480,2023-11-24,76852.36,Processed,2023-12-02,Refund processed per policy.,RET001564
RFD000481,2024-11-22,64046.0,Approved,2024-11-23,Refund processed per policy.,RET001749
RFD000482,2022-03-25,108679.98,Approved,2022-03-31,Refund processed per policy.,RET001240
RFD000483,2022-03-25,20173.96,Approved,2022-03-26,Refund processed per policy.,RET000473
RFD000484,2022-07-23,3883.83,Approved,2022-07-25,Refund processed per policy.,RET000077
RFD000485,2023-11-03,63382.68,Approved,2023-11-10,Refund processed per policy.,RET001394
RFD000486,2025-08-22,34526.34,Processed,2025-08-24,Refund processed per policy.,RET000768
RFD000487,2024-12-07,6593.6,Pending,,Refund processed per policy.,RET002451
RFD000488,2022-05-05,25964.22,Rejected,2022-05-08,Refund processed per policy.,RET002324
RFD000489,2022-06-11,62718.53,Approved,2022-06-20,Refund processed per policy.,RET001839
RFD000490,2025-12-09,47549.17,Processed,2025-12-19,Refund processed per policy.,RET001655
RFD000491,2023-08-01,10231.94,Rejected,2023-08-06,Refund processed per policy.,RET000282
RFD000492,2024-06-16,31544.53,Approved,2024-06-24,Refund processed per policy.,RET001149
RFD000493,2024-09-30,74569.33,Approved,2024-10-07,Refund processed per policy.,RET001094
RFD000494,2025-03-14,19813.67,Processed,2025-03-21,Refund processed per policy.,RET000486
RFD000495,2024-04-12,3518.51,Approved,2024-04-16,Refund processed per policy.,RET001403
RFD000496,2024-08-30,90171.39,Approved,2024-08-31,Refund processed per policy.,RET001232
RFD000497,2025-01-28,108638.15,Pending,,Refund processed per policy.,RET000862
RFD000498,2023-08-31,67755.62,Approved,2023-09-02,Refund processed per policy.,RET000882
RFD000499,2023-09-29,6417.11,Approved,2023-10-04,Refund processed per policy.,RET002007
RFD000500,2022-06-09,102707.96,Pending,,Refund processed per policy.,RET000107
RFD000501,2022-01-05,9492.71,Processed,2022-01-14,Refund processed per policy.,RET000190
RFD000502,2025-08-13,30823.57,Approved,2025-08-21,Refund processed per policy.,RET000495
RFD000503,2022-02-16,107579.81,Approved,2022-02-17,Refund processed per policy.,RET001178
RFD000504,2024-02-25,50880.64,Approved,2024-03-03,Refund processed per policy.,RET001508
RFD000505,2023-02-14,41820.22,Processed,2023-02-21,Refund processed per policy.,RET001857
RFD000506,2024-01-12,13903.15,Rejected,2024-01-20,Refund processed per policy.,RET002416
RFD000507,2024-07-15,78425.98,Approved,2024-07-22,Refund processed per policy.,RET001002
RFD000508,2024-07-01,75663.54,Approved,2024-07-11,Refund processed per policy.,RET002455
RFD000509,2022-02-16,30687.73,Approved,2022-02-23,Refund processed per policy.,RET000568
RFD000510,2023-02-28,20291.02,Approved,2023-03-06,Refund processed per policy.,RET000379
RFD000511,2023-07-16,8451.8,Approved,2023-07-25,Refund processed per policy.,RET000040
RFD000512,2023-06-02,62765.75,Approved,2023-06-09,Refund processed per policy.,RET002403
RFD000513,2022-03-13,86950.77,Rejected,2022-03-17,Refund processed per policy.,RET001037
RFD000514,2024-05-18,60166.72,Pending,,Refund processed per policy.,RET001128
RFD000515,2025-03-24,113979.02,Approved,2025-04-03,Refund processed per policy.,RET000638
RFD000516,2025-02-26,8549.23,Approved,2025-03-07,Refund processed per policy.,RET001353
RFD000517,2024-06-28,51297.68,Pending,,Refund processed per policy.,RET001857
RFD000518,2022-10-17,55494.92,Rejected,2022-10-24,Refund processed per policy.,RET000195
RFD000519,2024-10-02,47949.24,Approved,2024-10-06,Refund processed per policy.,RET001607
RFD000520,2024-02-18,110099.89,Approved,2024-02-23,Refund processed per policy.,RET000384
RFD000521,2024-01-12,9124.45,Rejected,2024-01-16,Refund processed per policy.,RET001566
RFD000522,2024-11-09,70700.84,Approved,2024-11-11,Refund processed per policy.,RET002090
RFD000523,2025-09-29,48377.44,Approved,2025-10-01,Refund processed per policy.,RET000873
RFD000524,2023-02-18,40919.08,Approved,2023-02-26,Refund processed per policy.,RET001313
RFD000525,2024-06-16,53830.96,Approved,2024-06-17,Refund processed per policy.,RET002415
RFD000526,2022-03-15,12335.58,Approved,2022-03-16,Refund processed per policy.,RET000607
RFD000527,2023-08-15,107332.86,Processed,2023-08-20,Refund processed per policy.,RET000301
RFD000528,2022-07-29,60987.99,Rejected,2022-08-06,Refund processed per policy.,RET001145
RFD000529,2023-03-23,45574.4,Approved,2023-04-01,Refund processed per policy.,RET000306
RFD000530,2025-10-06,38808.12,Approved,2025-10-07,Refund processed per policy.,RET001322
RFD000531,2023-10-13,59542.12,Approved,2023-10-14,Refund processed per policy.,RET001654
RFD000532,2024-01-30,65010.39,Pending,,Refund processed per policy.,RET000738
RFD000533,2022-05-30,6926.96,Processed,2022-06-08,Refund processed per policy.,RET002477
RFD000534,2022-08-01,97895.72,Pending,,Refund processed per policy.,RET002402
RFD000535,2022-03-02,79642.3,Pending,,Refund processed per policy.,RET000848
RFD000536,2024-09-08,104844.29,Processed,2024-09-17,Refund processed per policy.,RET000971
RFD000537,2023-11-10,63282.03,Approved,2023-11-11,Refund processed per policy.,RET000412
RFD000538,2022-03-11,68231.47,Approved,2022-03-18,Refund processed per policy.,RET000922
RFD000539,2022-05-13,15889.01,Approved,2022-05-23,Refund processed per policy.,RET000693
RFD000540,2025-09-12,26242.42,Processed,2025-09-19,Refund processed per policy.,RET001582
RFD000541,2023-06-28,58573.0,Approved,2023-07-03,Refund processed per policy.,RET002338
RFD000542,2024-12-09,99358.62,Rejected,2024-12-13,Refund processed per policy.,RET001374
RFD000543,2022-05-20,78789.66,Processed,2022-05-30,Refund processed per policy.,RET002473
RFD000544,2023-12-28,50215.29,Processed,2023-12-30,Refund processed per policy.,RET001747
RFD000545,2022-11-16,34323.46,Approved,2022-11-24,Refund processed per policy.,RET001744
RFD000546,2022-10-08,55167.09,Approved,2022-10-16,Refund processed per policy.,RET001502
RFD000547,2023-08-01,31186.23,Rejected,2023-08-06,Refund processed per policy.,RET002325
RFD000548,2024-05-16,84427.66,Processed,2024-05-20,Refund processed per policy.,RET000292
RFD000549,2025-12-05,104412.1,Approved,2025-12-13,Refund processed per policy.,RET001963
RFD000550,2024-07-05,59747.13,Approved,2024-07-12,Refund processed per policy.,RET000382
RFD000551,2024-08-28,53943.43,Processed,2024-08-29,Refund processed per policy.,RET002251
RFD000552,2023-09-05,34631.65,Pending,,Refund processed per policy.,RET001513
RFD000553,2023-09-27,65017.79,Approved,2023-09-29,Refund processed per policy.,RET000972
RFD000554,2023-01-01,115363.89,Approved,2023-01-09,Refund processed per policy.,RET001555
RFD000555,2025-03-15,57759.31,Rejected,2025-03-16,Refund processed per policy.,RET002095
RFD000556,2023-01-20,104732.11,Approved,2023-01-22,Refund processed per policy.,RET001740
RFD000557,2025-05-09,59490.84,Approved,2025-05-18,Refund processed per policy.,RET001727
RFD000558,2024-08-07,36666.54,Approved,2024-08-11,Refund processed per policy.,RET000782
RFD000559,2025-05-23,14182.88,Pending,,Refund processed per policy.,RET002470
RFD000560,2025-05-05,66618.58,Processed,2025-05-13,Refund processed per policy.,RET000100
RFD000561,2023-06-06,10387.4,Rejected,2023-06-13,Refund processed per policy.,RET000465
RFD000562,2024-02-12,36029.38,Processed,2024-02-21,Refund processed per policy.,RET001837
RFD000563,2025-01-05,81845.65,Approved,2025-01-10,Refund processed per policy.,RET001278
RFD000564,2022-05-18,98976.14,Approved,2022-05-28,Refund processed per policy.,RET002063
RFD000565,2025-03-09,7296.52,Approved,2025-03-19,Refund processed per policy.,RET001787
RFD000566,2023-04-23,38505.51,Approved,2023-05-02,Refund processed per policy.,RET001261
RFD000567,2023-01-09,6597.64,Approved,2023-01-16,Refund processed per policy.,RET001578
RFD000568,2024-12-06,24905.74,Approved,2024-12-16,Refund processed per policy.,RET001612
RFD000569,2022-08-29,35909.08,Approved,2022-09-07,Refund processed per policy.,RET002435
RFD000570,2025-02-28,91222.87,Processed,2025-03-05,Refund processed per policy.,RET001947
RFD000571,2022-06-25,24863.32,Approved,2022-07-03,Refund processed per policy.,RET000950
RFD000572,2025-01-10,46460.64,Rejected,2025-01-19,Refund processed per policy.,RET001835
RFD000573,2025-02-05,90978.12,Rejected,2025-02-11,Refund processed per policy.,RET000034
RFD000574,2025-12-29,104191.72,Approved,2026-01-03,Refund processed per policy.,RET000396
RFD000575,2024-02-18,9280.51,Approved,2024-02-28,Refund processed per policy.,RET001373
RFD000576,2022-11-17,75987.17,Approved,2022-11-26,Refund processed per policy.,RET001964
RFD000577,2023-04-08,89822.64,Approved,2023-04-09,Refund processed per policy.,RET001935
RFD000578,2024-11-28,73276.7,Rejected,2024-12-01,Refund processed per policy.,RET001370
RFD000579,2022-03-08,77794.43,Pending,,Refund processed per policy.,RET001960
RFD000580,2025-03-26,6122.22,Rejected,2025-04-04,Refund processed per policy.,RET001265
RFD000581,2024-07-13,49382.7,Approved,2024-07-21,Refund processed per policy.,RET000363
RFD000582,2024-08-22,95057.8,Approved,2024-08-31,Refund processed per policy.,RET000393
RFD000583,2024-06-04,23897.06,Approved,2024-06-06,Refund processed per policy.,RET000529
RFD000584,2022-11-25,40318.57,Approved,2022-12-05,Refund processed per policy.,RET000311
RFD000585,2023-11-05,77294.64,Approved,2023-11-14,Refund processed per policy.,RET002274
RFD000586,2022-07-06,92956.89,Approved,2022-07-12,Refund processed per policy.,RET000325
RFD000587,2025-01-01,88822.09,Approved,2025-01-08,Refund processed per policy.,RET000088
RFD000588,2025-02-23,69432.19,Approved,2025-02-25,Refund processed per policy.,RET001020
RFD000589,2024-03-10,37053.31,Pending,,Refund processed per policy.,RET000334
RFD000590,2024-02-28,109548.14,Pending,,Refund processed per policy.,RET002151
RFD000591,2024-01-01,93706.62,Approved,2024-01-08,Refund processed per policy.,RET000025
RFD000592,2025-09-05,62364.15,Rejected,2025-09-13,Refund processed per policy.,RET001396
RFD000593,2023-04-21,18540.56,Approved,2023-04-28,Refund processed per policy.,RET000227
RFD000594,2024-03-23,80836.77,Approved,2024-03-29,Refund processed per policy.,RET000704
RFD000595,2024-01-31,29865.38,Approved,2024-02-04,Refund processed per policy.,RET000491
RFD000596,2022-04-21,11646.97,Approved,2022-04-24,Refund processed per policy.,RET002128
RFD000597,2025-03-25,87163.57,Approved,2025-03-31,Refund processed per policy.,RET002487
RFD000598,2025-05-23,88451.09,Approved,2025-05-27,Refund processed per policy.,RET000138
RFD000599,2023-04-13,94475.42,Processed,2023-04-17,Refund processed per policy.,RET000064
RFD000600,2025-06-29,25731.1,Processed,2025-07-08,Refund processed per policy.,RET000073
RFD000601,2023-08-27,88987.9,Approved,2023-09-01,Refund processed per policy.,RET000679
RFD000602,2025-07-02,115808.63,Rejected,2025-07-09,Refund processed per policy.,RET001455
RFD000603,2022-04-26,107591.01,Approved,2022-04-27,Refund processed per policy.,RET002429
RFD000604,2022-09-14,58594.23,Approved,2022-09-17,Refund processed per policy.,RET001088
RFD000605,2025-06-15,24974.27,Approved,2025-06-20,Refund processed per policy.,RET002220
RFD000606,2024-01-06,83749.2,Pending,,Refund processed per policy.,RET002207
RFD000607,2022-04-15,68556.23,Approved,2022-04-22,Refund processed per policy.,RET001298
RFD000608,2023-03-08,110697.51,Rejected,2023-03-18,Refund processed per policy.,RET002235
RFD000609,2024-03-04,103920.85,Approved,2024-03-08,Refund processed per policy.,RET002083
RFD000610,2025-09-25,76380.94,Approved,2025-09-28,Refund processed per policy.,RET001338
RFD000611,2023-09-20,72151.77,Approved,2023-09-21,Refund processed per policy.,RET000448
RFD000612,2022-04-03,66954.53,Processed,2022-04-08,Refund processed per policy.,RET002120
RFD000613,2025-11-20,85944.42,Approved,2025-11-26,Refund processed per policy.,RET000067
RFD000614,2025-08-06,108578.23,Approved,2025-08-14,Refund processed per policy.,RET001182
RFD000615,2025-04-12,16976.61,Pending,,Refund processed per policy.,RET000209
RFD000616,2023-09-08,106162.94,Pending,,Refund processed per policy.,RET001889
RFD000617,2024-09-29,91443.48,Approved,2024-10-01,Refund processed per policy.,RET000053
RFD000618,2024-08-04,49598.41,Rejected,2024-08-11,Refund processed per policy.,RET002362
RFD000619,2022-09-27,86213.53,Approved,2022-09-30,Refund processed per policy.,RET001573
RFD000620,2022-04-22,37954.79,Approved,2022-04-30,Refund processed per policy.,RET000728
RFD000621,2022-05-15,116292.3,Approved,2022-05-19,Refund processed per policy.,RET000986
RFD000622,2024-08-28,101255.48,Rejected,2024-09-03,Refund processed per policy.,RET002285
RFD000623,2023-12-17,30251.1,Approved,2023-12-18,Refund processed per policy.,RET002030
RFD000624,2022-09-04,62672.62,Approved,2022-09-08,Refund processed per policy.,RET001062
RFD000625,2024-03-12,96608.9,Approved,2024-03-21,Refund processed per policy.,RET000505
RFD000626,2023-10-21,1958.48,Pending,,Refund processed per policy.,RET001284
RFD000627,2025-10-25,11818.18,Approved,2025-11-02,Refund processed per policy.,RET000456
RFD000628,2025-06-25,52976.64,Pending,,Refund processed per policy.,RET000415
RFD000629,2023-08-22,22042.93,Approved,2023-08-25,Refund processed per policy.,RET000934
RFD000630,2024-03-05,10769.44,Approved,2024-03-12,Refund processed per policy.,RET001647
RFD000631,2022-12-03,119727.64,Approved,2022-12-06,Refund processed per policy.,RET001235
RFD000632,2023-09-24,29582.77,Approved,2023-09-29,Refund processed per policy.,RET001507
RFD000633,2023-10-12,110285.73,Approved,2023-10-16,Refund processed per policy.,RET000715
RFD000634,2025-09-26,41585.3,Approved,2025-09-27,Refund processed per policy.,RET000978
RFD000635,2024-04-13,51095.32,Approved,2024-04-19,Refund processed per policy.,RET000296
RFD000636,2023-01-08,16264.42,Approved,2023-01-16,Refund processed per policy.,RET000857
RFD000637,2022-06-22,92115.24,Rejected,2022-06-27,Refund processed per policy.,RET002311
RFD000638,2024-12-25,117356.14,Pending,,Refund processed per policy.,RET001768
RFD000639,2022-11-16,101842.48,Approved,2022-11-20,Refund processed per policy.,RET000453
RFD000640,2024-08-26,104159.36,Approved,2024-09-03,Refund processed per policy.,RET000953
RFD000641,2022-06-06,40707.81,Approved,2022-06-09,Refund processed per policy.,RET002230
