Product_line_number,Amount,Price,Total_Price,Date,Order_ID
PLN007186,3,52988.59,158965.77,2022-08-16,ORD001288
PLN018944,4,10674.05,42696.2,2024-07-28,ORD001288
PLN037027,4,35404.14,141616.56,2024-06-25,ORD001288
PLN001149,2,220.12,440.24,2023-02-06,ORD001289
PLN040794,1,34567.88,34567.88,2022-08-04,ORD001289
PLN005269,3,8467.05,25401.15,2022-10-17,ORD001290
PLN009610,2,35348.84,70697.68,2022-02-10,ORD001290
PLN015554,2,20126.55,40253.1,2024-08-25,ORD001290
PLN034490,2,55443.35,110886.7,2025-01-21,ORD001290
PLN035914,2,9291.26,18582.52,2022-11-21,ORD001290
PLN004722,3,66324.14,198972.42,2024-05-09,ORD001291
PLN015104,4,23715.72,94862.88,2024-01-15,ORD001291
PLN019635,4,67125.08,268500.32,2023-06-13,ORD001291
PLN017948,3,9868.45,29605.35,2024-11-14,ORD001292
PLN031487,2,49841.7,99683.4,2023-11-08,ORD001292
PLN020187,1,3859.84,3859.84,2023-06-02,ORD001293
PLN024523,1,36086.63,36086.63,2024-01-16,ORD001293
PLN047986,1,71964.61,71964.61,2023-02-14,ORD001293
PLN015587,3,75351.23,226053.69,2025-03-06,ORD001294
PLN021417,1,78184.63,78184.63,2023-06-26,ORD001294
PLN031345,1,45787.91,45787.91,2024-10-09,ORD001294
PLN048619,4,38869.79,155479.16,2025-04-23,ORD001296
PLN035874,4,12709.54,50838.16,2025-02-04,ORD001297
PLN015435,4,12612.45,50449.8,2025-10-19,ORD001298
PLN020424,2,63648.58,127297.16,2023-04-08,ORD001298
PLN036142,4,26450.15,105800.6,2024-02-12,ORD001298
PLN005795,3,39046.19,117138.57,2023-11-05,ORD001299
PLN010028,1,57717.76,57717.76,2024-09-21,ORD001299
PLN013329,1,64639.47,64639.47,2023-01-03,ORD001299
PLN017234,4,42557.54,170230.16,2022-08-05,ORD001299
PLN017374,3,65671.4,197014.2,2025-12-27,ORD001299
PLN014074,2,59926.42,119852.84,2025-07-12,ORD001300
PLN031001,4,5060.8,20243.2,2023-07-07,ORD001301
PLN043690,1,57725.43,57725.43,2023-08-16,ORD001301
PLN024766,3,9859.08,29577.24,2022-12-23,ORD001302
PLN047500,4,14338.46,57353.84,2025-10-25,ORD001303
PLN028208,2,20331.1,40662.2,2022-10-29,ORD001304
PLN003358,1,76928.54,76928.54,2023-02-27,ORD001305
PLN018569,2,21435.94,42871.88,2024-12-16,ORD001305
PLN031140,3,74341.38,223024.14,2023-12-17,ORD001305
PLN048183,2,5692.84,11385.68,2024-01-16,ORD001305
PLN028423,2,9381.09,18762.18,2023-08-11,ORD001307
PLN035700,1,79633.18,79633.18,2025-09-29,ORD001307
PLN048656,1,56824.42,56824.42,2023-01-28,ORD001307
PLN013499,1,22874.8,22874.8,2025-03-05,ORD001308
PLN026910,3,19046.27,57138.81,2022-08-12,ORD001308
PLN038977,2,6072.91,12145.82,2022-12-24,ORD001308
PLN039689,1,69167.96,69167.96,2022-06-06,ORD001308
PLN004444,2,18159.82,36319.64,2022-04-07,ORD001309
PLN009563,4,62398.79,249595.16,2023-05-09,ORD001309
PLN019549,2,48111.68,96223.36,2022-03-18,ORD001309
PLN048899,3,35815.94,107447.82,2022-05-13,ORD001309
PLN049016,1,65452.43,65452.43,2023-10-14,ORD001309
PLN017847,3,33818.58,101455.74,2023-02-18,ORD001310
PLN021745,4,70091.33,280365.32,2025-07-18,ORD001310
PLN043767,3,5114.61,15343.83,2023-05-29,ORD001310
PLN048182,4,1406.9,5627.6,2023-02-27,ORD001310
PLN017047,2,73249.58,146499.16,2023-03-01,ORD001311
PLN024320,2,19824.41,39648.82,2023-04-08,ORD001311
PLN049519,1,73239.03,73239.03,2025-08-12,ORD001311
PLN018306,1,12765.38,12765.38,2022-01-27,ORD001313
PLN025302,1,60446.9,60446.9,2023-11-29,ORD001313
PLN034908,1,66051.44,66051.44,2025-08-10,ORD001313
PLN046942,1,30232.97,30232.97,2023-01-21,ORD001313
PLN007928,3,41690.2,125070.6,2025-12-29,ORD001315
PLN038056,2,32327.17,64654.34,2025-11-20,ORD001316
PLN003665,1,16496.72,16496.72,2025-04-10,ORD001317
PLN017946,4,37835.91,151343.64,2024-04-02,ORD001317
PLN030342,2,58700.42,117400.84,2025-04-04,ORD001317
PLN049438,1,44954.95,44954.95,2024-02-26,ORD001317
PLN007188,2,18899.51,37799.02,2024-11-21,ORD001318
PLN026371,2,16276.99,32553.98,2024-08-03,ORD001318
PLN001564,2,66845.72,133691.44,2024-11-16,ORD001319
PLN004814,2,46422.65,92845.3,2025-05-25,ORD001319
PLN026066,4,56713.3,226853.2,2025-09-30,ORD001319
PLN027059,2,18420.36,36840.72,2022-09-02,ORD001319
PLN029509,2,23362.67,46725.34,2023-01-20,ORD001320
PLN026463,2,29175.15,58350.3,2023-06-03,ORD001321
PLN037325,3,51658.45,154975.35,2022-04-13,ORD001321
PLN012167,2,64274.81,128549.62,2024-06-07,ORD001322
PLN017942,1,62250.2,62250.2,2024-12-14,ORD001322
PLN025189,1,74099.53,74099.53,2023-10-31,ORD001322
PLN045016,3,55759.04,167277.12,2025-06-18,ORD001322
PLN023208,3,24778.06,74334.18,2025-12-28,ORD001324
PLN027980,4,33842.14,135368.56,2022-07-06,ORD001324
PLN002988,3,57830.24,173490.72,2025-11-29,ORD001325
PLN014493,1,65224.26,65224.26,2023-09-20,ORD001325
PLN027868,3,64804.16,194412.48,2024-08-26,ORD001325
PLN039326,1,18634.35,18634.35,2023-02-08,ORD001325
PLN014039,4,7648.5,30594.0,2023-06-04,ORD001326
PLN031972,2,64047.24,128094.48,2024-04-25,ORD001326
PLN005573,4,35967.31,143869.24,2024-08-08,ORD001327
PLN024994,1,41085.62,41085.62,2022-06-03,ORD001327
PLN044461,3,59982.5,179947.5,2025-06-10,ORD001327
PLN009568,2,67730.5,135461.0,2025-08-12,ORD001328
PLN048753,3,11789.86,35369.58,2025-04-22,ORD001328
PLN042115,4,77100.11,308400.44,2022-04-23,ORD001329
PLN031154,2,22463.03,44926.06,2025-04-28,ORD001330
PLN038349,3,33532.56,100597.68,2024-07-07,ORD001330
PLN043592,2,38043.92,76087.84,2023-09-18,ORD001330
PLN018062,3,79605.78,238817.34,2025-11-24,ORD001331
PLN037165,1,12700.44,12700.44,2023-10-19,ORD001331
PLN048203,2,216.94,433.88,2025-03-05,ORD001331
PLN005080,3,59042.09,177126.27,2024-11-20,ORD001332
PLN006272,2,51624.09,103248.18,2024-12-16,ORD001332
PLN020532,3,444.76,1334.28,2024-06-29,ORD001332
PLN042005,3,77483.28,232449.84,2022-10-11,ORD001332
PLN045416,4,24231.79,96927.16,2023-11-29,ORD001332
PLN000348,1,26820.22,26820.22,2023-08-15,ORD001334
PLN016154,3,11235.24,33705.72,2023-01-03,ORD001334
PLN043021,1,49889.68,49889.68,2025-08-29,ORD001334
PLN000352,4,77702.52,310810.08,2023-03-26,ORD001337
PLN021944,1,43645.15,43645.15,2024-08-07,ORD001337
PLN026651,1,42396.13,42396.13,2023-07-19,ORD001337
PLN018612,3,9209.06,27627.18,2025-07-18,ORD001338
PLN027300,3,40172.72,120518.16,2024-08-09,ORD001338
PLN012428,2,54748.73,109497.46,2023-08-24,ORD001339
PLN035277,4,10572.11,42288.44,2024-08-06,ORD001339
PLN045160,2,70006.02,140012.04,2023-10-18,ORD001339
PLN016630,1,9574.59,9574.59,2022-06-03,ORD001340
PLN039540,3,17660.06,52980.18,2024-05-28,ORD001340
PLN042764,4,38420.4,153681.6,2024-04-15,ORD001341
PLN034398,2,53286.94,106573.88,2023-08-26,ORD001342
PLN036893,1,26334.66,26334.66,2025-05-31,ORD001342
PLN049470,1,12464.41,12464.41,2025-09-08,ORD001342
PLN010478,2,3117.74,6235.48,2024-06-22,ORD001343
PLN027666,3,56975.29,170925.87,2022-04-27,ORD001343
PLN028237,3,28010.51,84031.53,2023-10-21,ORD001343
PLN034388,4,32904.62,131618.48,2023-12-03,ORD001343
PLN010634,1,44563.33,44563.33,2025-04-07,ORD001344
PLN010735,3,36999.0,110997.0,2023-03-11,ORD001344
PLN030549,1,48240.91,48240.91,2022-04-09,ORD001344
PLN037745,3,46900.33,140700.99,2023-08-03,ORD001344
PLN016380,2,35696.03,71392.06,2024-04-03,ORD001345
PLN021908,1,8445.11,8445.11,2022-03-30,ORD001345
PLN025603,4,6494.7,25978.8,2022-12-18,ORD001345
PLN013388,1,12120.51,12120.51,2023-10-02,ORD001346
PLN000006,1,43315.77,43315.77,2024-03-11,ORD001347
PLN023399,4,77428.22,309712.88,2024-05-09,ORD001347
PLN024947,3,62465.68,187397.04,2022-11-23,ORD001347
PLN040640,1,11735.08,11735.08,2024-12-13,ORD001347
PLN026298,3,39034.21,117102.63,2025-03-30,ORD001348
PLN011206,1,26839.71,26839.71,2022-01-31,ORD001349
PLN047194,2,43890.6,87781.2,2023-03-27,ORD001351
PLN039078,4,61745.92,246983.68,2023-09-03,ORD001352
PLN023140,4,69172.9,276691.6,2024-10-16,ORD001353
PLN019847,1,63180.6,63180.6,2024-11-24,ORD001354
PLN031431,2,65736.62,131473.24,2024-05-14,ORD001354
PLN039138,4,52185.81,208743.24,2023-03-16,ORD001356
PLN048860,3,1796.89,5390.67,2022-05-31,ORD001357
PLN018676,1,75803.55,75803.55,2023-03-21,ORD001359
PLN028077,4,59090.17,236360.68,2025-06-16,ORD001360
PLN047103,2,53512.38,107024.76,2025-06-03,ORD001360
PLN023440,2,35839.83,71679.66,2025-02-18,ORD001361
PLN035249,3,66626.93,199880.79,2022-04-15,ORD001361
PLN010105,1,6155.33,6155.33,2022-03-17,ORD001362
PLN024597,3,31651.35,94954.05,2025-04-11,ORD001362
PLN005920,1,23802.65,23802.65,2023-05-03,ORD001363
PLN033139,2,39240.37,78480.74,2022-03-23,ORD001363
PLN036296,2,42881.14,85762.28,2024-11-25,ORD001363
PLN037845,2,9462.75,18925.5,2022-07-05,ORD001363
PLN017836,2,23766.87,47533.74,2024-12-11,ORD001364
PLN032325,1,33284.18,33284.18,2025-03-17,ORD001364
PLN037872,2,49413.63,98827.26,2025-06-04,ORD001364
PLN043650,2,51287.8,102575.6,2025-09-27,ORD001364
PLN012588,2,38783.86,77567.72,2023-05-16,ORD001365
PLN032595,2,40421.94,80843.88,2022-12-07,ORD001365
PLN048673,4,56770.64,227082.56,2022-08-27,ORD001365
PLN014976,2,18736.6,37473.2,2024-07-03,ORD001366
PLN012310,1,694.52,694.52,2022-09-15,ORD001367
PLN030450,4,18914.57,75658.28,2022-03-16,ORD001367
PLN041029,1,74237.8,74237.8,2022-05-08,ORD001367
PLN042211,4,19232.26,76929.04,2025-02-03,ORD001367
PLN045269,3,41956.88,125870.64,2024-05-05,ORD001368
PLN045354,3,41199.09,123597.27,2023-01-02,ORD001368
PLN008968,2,33637.35,67274.7,2025-07-02,ORD001369
PLN029827,2,44556.88,89113.76,2024-01-05,ORD001369
PLN037925,3,17853.28,53559.84,2025-09-30,ORD001369
PLN020890,1,55954.37,55954.37,2024-06-12,ORD001370
PLN027723,1,75539.02,75539.02,2024-12-17,ORD001370
PLN019107,4,31700.2,126800.8,2025-01-06,ORD001371
PLN023426,4,50766.98,203067.92,2022-02-11,ORD001371
PLN040227,2,61000.17,122000.34,2023-11-08,ORD001371
PLN030036,4,77129.56,308518.24,2023-12-06,ORD001373
PLN047185,2,61750.05,123500.1,2023-05-20,ORD001374
PLN000382,2,67139.48,134278.96,2025-09-18,ORD001377
PLN035004,2,13416.13,26832.26,2022-07-01,ORD001379
PLN027484,4,22004.83,88019.32,2022-01-10,ORD001380
PLN034168,4,70616.71,282466.84,2024-11-26,ORD001380
PLN005935,1,43375.15,43375.15,2024-07-17,ORD001381
PLN009435,1,39797.65,39797.65,2024-03-07,ORD001381
PLN026443,2,15866.69,31733.38,2023-01-07,ORD001381
PLN049810,4,47588.38,190353.52,2022-07-06,ORD001381
PLN001079,1,38525.97,38525.97,2025-03-26,ORD001382
PLN006402,4,10469.09,41876.36,2024-03-10,ORD001383
PLN012278,3,24713.17,74139.51,2022-02-27,ORD001383
PLN031288,3,33498.57,100495.71,2025-05-19,ORD001383
PLN033384,1,24074.22,24074.22,2024-02-06,ORD001383
PLN038362,2,67901.2,135802.4,2022-10-18,ORD001383
PLN039340,2,40123.05,80246.1,2024-04-18,ORD001384
PLN029858,3,3995.99,11987.97,2022-09-07,ORD001385
PLN036579,2,32780.93,65561.86,2024-08-27,ORD001386
PLN009375,3,47283.67,141851.01,2024-05-27,ORD001387
PLN003700,2,48151.99,96303.98,2025-04-22,ORD001389
PLN013726,2,50192.11,100384.22,2023-02-03,ORD001389
PLN033623,3,33810.0,101430.0,2025-11-22,ORD001389
PLN026976,3,54865.82,164597.46,2023-08-31,ORD001390
PLN040958,4,935.82,3743.28,2025-03-22,ORD001390
PLN003860,4,31284.52,125138.08,2024-07-24,ORD001391
PLN003593,2,23426.5,46853.0,2025-06-25,ORD001393
PLN013332,2,7356.05,14712.1,2023-02-27,ORD001393
PLN016371,1,20390.18,20390.18,2024-04-29,ORD001394
PLN023331,3,55951.4,167854.2,2023-01-23,ORD001396
PLN024907,1,15788.25,15788.25,2024-11-02,ORD001396
PLN005545,1,7478.53,7478.53,2025-11-20,ORD001398
PLN015061,3,64647.15,193941.45,2022-06-04,ORD001398
PLN001695,3,74720.46,224161.38,2022-12-13,ORD001399
PLN012086,4,57159.32,228637.28,2023-03-01,ORD001399
PLN023863,1,57720.89,57720.89,2022-04-02,ORD001399
PLN009509,1,27362.01,27362.01,2025-05-29,ORD001400
PLN035312,1,16826.94,16826.94,2022-07-11,ORD001400
PLN007996,1,73528.92,73528.92,2024-07-02,ORD001401
PLN043118,2,24312.5,48625.0,2023-05-06,ORD001403
PLN032831,4,55931.72,223726.88,2022-12-17,ORD001404
PLN049179,2,37847.66,75695.32,2023-05-28,ORD001404
PLN017294,3,70583.18,211749.54,2025-09-05,ORD001405
PLN004777,1,13792.84,13792.84,2022-11-03,ORD001407
PLN039906,1,5927.52,5927.52,2024-12-27,ORD001407
PLN044735,4,44960.62,179842.48,2024-12-29,ORD001408
PLN018041,4,26427.92,105711.68,2023-04-23,ORD001409
PLN020525,1,51472.34,51472.34,2023-07-10,ORD001409
PLN038143,3,28686.03,86058.09,2022-01-24,ORD001409
PLN001150,2,52963.11,105926.22,2025-04-27,ORD001410
PLN025629,2,55876.09,111752.18,2022-04-12,ORD001410
PLN033736,2,28419.48,56838.96,2024-09-23,ORD001410
PLN034943,2,66950.64,133901.28,2025-09-06,ORD001410
PLN003012,3,37534.47,112603.41,2022-04-21,ORD001411
PLN003821,4,1241.23,4964.92,2025-03-26,ORD001411
PLN011294,4,67292.37,269169.48,2023-01-14,ORD001411
PLN013012,1,64549.91,64549.91,2025-03-31,ORD001411
PLN015849,2,29659.8,59319.6,2025-07-13,ORD001411
PLN016000,3,72330.53,216991.59,2023-03-12,ORD001411
PLN032729,3,75558.34,226675.02,2022-05-12,ORD001413
PLN044281,4,10452.39,41809.56,2025-12-05,ORD001413
PLN049416,1,50899.86,50899.86,2025-02-07,ORD001413
PLN004530,1,39548.9,39548.9,2024-07-04,ORD001414
PLN035807,3,64186.84,192560.52,2022-06-30,ORD001414
PLN032828,2,21974.11,43948.22,2022-04-21,ORD001415
PLN033472,4,40323.99,161295.96,2025-09-22,ORD001415
PLN039726,1,65437.33,65437.33,2025-01-15,ORD001415
PLN006257,4,40319.96,161279.84,2022-04-19,ORD001416
PLN030281,2,16856.66,33713.32,2022-12-09,ORD001416
PLN032119,1,72900.35,72900.35,2025-06-27,ORD001416
PLN044881,2,5360.23,10720.46,2025-11-30,ORD001416
PLN038259,3,13799.35,41398.05,2025-11-16,ORD001417
PLN043807,2,55817.53,111635.06,2025-02-08,ORD001417
PLN000535,2,2015.9,4031.8,2024-12-22,ORD001418
PLN034169,1,72871.89,72871.89,2025-03-21,ORD001418
PLN044130,1,11188.61,11188.61,2024-02-15,ORD001418
PLN035983,1,50949.6,50949.6,2023-08-22,ORD001419
PLN020803,2,79458.76,158917.52,2022-01-10,ORD001420
PLN007199,4,49606.24,198424.96,2023-09-18,ORD001421
PLN031442,1,53769.0,53769.0,2023-12-12,ORD001421
PLN036624,2,52676.68,105353.36,2024-04-26,ORD001421
PLN012053,3,37833.7,113501.1,2025-10-24,ORD001422
PLN016459,1,13647.92,13647.92,2024-08-23,ORD001422
PLN026081,2,24269.33,48538.66,2022-01-03,ORD001422
PLN005605,2,69510.29,139020.58,2022-06-20,ORD001423
PLN009180,1,56784.69,56784.69,2025-02-08,ORD001423
PLN014275,3,75738.28,227214.84,2024-10-25,ORD001423
PLN025970,4,67559.28,270237.12,2023-12-03,ORD001423
PLN045811,3,1454.61,4363.83,2024-03-13,ORD001423
PLN040488,2,33211.72,66423.44,2025-01-06,ORD001424
PLN020510,3,30661.91,91985.73,2025-01-25,ORD001425
PLN048460,1,73703.46,73703.46,2023-02-27,ORD001425
PLN011057,3,10379.76,31139.28,2022-01-24,ORD001426
PLN037210,1,76753.0,76753.0,2025-10-04,ORD001426
PLN016410,4,5989.38,23957.52,2022-06-28,ORD001427
PLN032387,4,66510.07,266040.28,2024-01-19,ORD001427
PLN035444,1,53966.25,53966.25,2023-03-21,ORD001427
PLN015962,3,52286.6,156859.8,2023-12-16,ORD001428
PLN023318,4,2856.95,11427.8,2025-06-08,ORD001428
PLN007848,3,58836.86,176510.58,2022-06-01,ORD001429
PLN032103,2,44781.49,89562.98,2023-12-17,ORD001429
PLN039081,3,72956.05,218868.15,2024-10-25,ORD001429
PLN001585,2,55448.66,110897.32,2025-05-28,ORD001430
PLN012490,2,28245.14,56490.28,2022-09-18,ORD001430
PLN040245,4,8567.99,34271.96,2023-09-04,ORD001430
PLN034799,3,49277.73,147833.19,2022-06-29,ORD001431
PLN042366,3,31801.98,95405.94,2025-05-02,ORD001432
PLN043682,2,27012.3,54024.6,2024-06-28,ORD001432
PLN019507,2,54746.65,109493.3,2024-05-04,ORD001433
PLN018011,4,34075.44,136301.76,2025-01-23,ORD001434
PLN019185,4,1508.21,6032.84,2022-05-25,ORD001434
PLN012202,2,43118.75,86237.5,2022-04-18,ORD001435
PLN028588,4,19800.87,79203.48,2022-12-17,ORD001435
PLN016985,2,20199.52,40399.04,2024-02-05,ORD001436
PLN022840,2,38510.47,77020.94,2025-09-27,ORD001436
PLN004059,4,62823.66,251294.64,2025-09-03,ORD001437
PLN025004,2,54674.44,109348.88,2023-04-07,ORD001437
PLN038775,3,15380.18,46140.54,2022-12-15,ORD001437
PLN021735,1,13699.93,13699.93,2025-04-19,ORD001438
PLN018932,1,78497.82,78497.82,2022-11-11,ORD001439
PLN035450,2,51483.41,102966.82,2025-06-15,ORD001439
PLN049748,1,18287.78,18287.78,2024-11-10,ORD001439
PLN020028,3,57590.65,172771.95,2023-07-08,ORD001440
PLN039235,2,26795.91,53591.82,2024-08-31,ORD001440
PLN004114,2,45154.94,90309.88,2024-05-11,ORD001441
PLN044189,2,12014.46,24028.92,2022-11-06,ORD001441
PLN018426,2,61814.14,123628.28,2023-03-18,ORD001442
PLN042540,3,59925.37,179776.11,2022-01-08,ORD001442
PLN046998,3,2970.17,8910.51,2022-08-21,ORD001443
PLN049527,1,30080.66,30080.66,2023-08-15,ORD001443
PLN021352,1,33562.5,33562.5,2022-10-15,ORD001444
PLN028727,4,32878.18,131512.72,2025-11-08,ORD001444
PLN006573,1,42592.37,42592.37,2023-07-06,ORD001446
PLN011137,1,21248.47,21248.47,2024-02-29,ORD001447
PLN012865,3,22796.81,68390.43,2024-01-17,ORD001447
PLN049176,2,21847.24,43694.48,2025-03-01,ORD001448
PLN013280,3,5129.61,15388.83,2022-06-18,ORD001449
PLN030719,4,34039.57,136158.28,2022-07-03,ORD001449
PLN032386,2,7924.75,15849.5,2024-03-01,ORD001449
PLN033625,1,42498.07,42498.07,2024-11-24,ORD001449
PLN024057,1,9420.85,9420.85,2024-08-21,ORD001450
PLN031059,2,73441.25,146882.5,2024-10-08,ORD001450
PLN008854,3,69905.75,209717.25,2023-10-03,ORD001452
PLN042061,2,6278.2,12556.4,2023-03-23,ORD001452
PLN016168,4,18955.86,75823.44,2023-09-16,ORD001453
PLN046859,4,7841.78,31367.12,2023-12-13,ORD001453
PLN047512,3,53695.78,161087.34,2024-09-25,ORD001453
PLN045899,3,68796.56,206389.68,2023-10-05,ORD001455
PLN012802,1,19903.05,19903.05,2024-05-24,ORD001456
PLN016864,4,42539.01,170156.04,2022-07-28,ORD001456
PLN021434,1,11541.32,11541.32,2023-01-04,ORD001456
PLN013451,1,30115.61,30115.61,2025-06-15,ORD001457
PLN024441,1,61237.19,61237.19,2024-04-28,ORD001459
PLN047400,1,44911.64,44911.64,2024-10-07,ORD001459
PLN031447,4,17979.88,71919.52,2022-07-04,ORD001460
PLN031147,3,20958.64,62875.92,2023-09-03,ORD001462
PLN041980,4,68698.73,274794.92,2024-01-04,ORD001462
PLN045304,1,79052.82,79052.82,2023-12-04,ORD001462
PLN018574,4,8972.69,35890.76,2022-03-20,ORD001463
PLN034541,2,11092.5,22185.0,2022-06-12,ORD001463
PLN042718,2,39181.04,78362.08,2023-11-28,ORD001464
PLN028820,1,49758.75,49758.75,2025-04-21,ORD001465
PLN041398,3,9711.55,29134.65,2024-09-20,ORD001465
PLN046135,3,53241.25,159723.75,2022-10-01,ORD001465
PLN006235,1,70634.05,70634.05,2024-02-26,ORD001466
PLN035226,1,28930.35,28930.35,2022-04-23,ORD001466
PLN001883,1,55137.65,55137.65,2022-02-27,ORD001467
PLN004825,2,52366.85,104733.7,2022-12-05,ORD001467
PLN015718,2,42122.74,84245.48,2023-02-21,ORD001467
PLN036603,1,8151.72,8151.72,2022-10-18,ORD001467
PLN007525,3,44438.25,133314.75,2023-10-26,ORD001468
PLN011785,1,57721.27,57721.27,2023-03-09,ORD001468
PLN014274,3,60297.61,180892.83,2024-01-25,ORD001468
PLN037595,2,12267.97,24535.94,2024-12-23,ORD001468
PLN047981,1,51486.87,51486.87,2022-11-13,ORD001468
PLN011642,1,69614.94,69614.94,2024-05-04,ORD001470
PLN040609,4,30318.66,121274.64,2025-10-18,ORD001470
PLN004990,3,30270.18,90810.54,2024-07-01,ORD001471
PLN010357,3,4342.04,13026.12,2025-10-11,ORD001471
PLN026149,4,31167.86,124671.44,2022-08-01,ORD001471
PLN031432,2,68184.75,136369.5,2022-02-11,ORD001471
PLN006796,2,74392.71,148785.42,2025-06-21,ORD001472
PLN047416,2,52680.4,105360.8,2024-02-29,ORD001472
PLN014946,4,71841.03,287364.12,2022-04-05,ORD001473
PLN025105,3,53129.4,159388.2,2022-10-01,ORD001473
PLN036499,2,46566.17,93132.34,2022-11-12,ORD001474
PLN019821,3,34632.01,103896.03,2025-03-07,ORD001475
PLN024683,1,15372.01,15372.01,2024-02-28,ORD001475
PLN000154,3,76565.41,229696.23,2023-03-21,ORD001476
PLN003452,4,315.08,1260.32,2024-11-22,ORD001476
PLN044577,4,72802.43,291209.72,2024-06-16,ORD001476
PLN039786,2,79182.98,158365.96,2025-03-08,ORD001477
PLN007257,4,60278.75,241115.0,2022-05-01,ORD001478
PLN036605,2,22951.72,45903.44,2025-10-25,ORD001478
PLN029489,2,72798.28,145596.56,2024-04-17,ORD001479
PLN038355,2,39176.83,78353.66,2024-02-19,ORD001479
PLN047789,4,57568.88,230275.52,2025-07-21,ORD001479
PLN043776,4,23361.84,93447.36,2024-08-04,ORD001480
PLN004601,4,26931.43,107725.72,2022-11-28,ORD001481
PLN009092,3,66098.05,198294.15,2022-05-26,ORD001481
PLN029367,2,34195.12,68390.24,2024-10-09,ORD001481
PLN038703,1,34073.88,34073.88,2024-08-04,ORD001481
PLN045597,1,7299.07,7299.07,2022-06-20,ORD001481
PLN001653,2,53184.23,106368.46,2022-02-06,ORD001483
PLN016979,1,40156.85,40156.85,2023-06-06,ORD001483
PLN000327,4,13601.42,54405.68,2023-11-10,ORD001484
PLN022130,1,57950.54,57950.54,2024-09-20,ORD001484
PLN015178,1,10158.11,10158.11,2025-06-13,ORD001485
PLN039566,4,72949.47,291797.88,2025-11-24,ORD001485
PLN041369,1,636.01,636.01,2022-05-14,ORD001485
PLN042609,3,70378.43,211135.29,2025-03-22,ORD001485
PLN003113,4,59836.19,239344.76,2025-09-11,ORD001486
PLN011727,4,60704.04,242816.16,2025-11-01,ORD001486
PLN017075,2,55271.27,110542.54,2022-01-13,ORD001486
PLN004634,3,28547.06,85641.18,2024-05-19,ORD001487
PLN024759,4,66410.2,265640.8,2023-11-17,ORD001487
PLN025712,4,58540.1,234160.4,2024-09-04,ORD001487
PLN030214,3,19085.87,57257.61,2024-01-31,ORD001487
PLN035453,2,49024.9,98049.8,2024-06-27,ORD001487
PLN042631,4,64232.73,256930.92,2025-08-27,ORD001487
PLN048398,2,45996.14,91992.28,2022-02-01,ORD001487
PLN014787,4,3981.63,15926.52,2023-08-09,ORD001488
PLN029605,4,26432.49,105729.96,2025-04-26,ORD001488
PLN026988,1,41313.15,41313.15,2023-04-15,ORD001489
PLN042152,3,34682.4,104047.2,2025-07-19,ORD001489
PLN013484,3,27404.63,82213.89,2023-11-06,ORD001490
PLN027345,3,68441.13,205323.39,2025-06-27,ORD001490
PLN049100,2,52081.23,104162.46,2022-12-04,ORD001490
PLN016836,1,25498.42,25498.42,2025-05-12,ORD001491
PLN017301,1,55870.7,55870.7,2024-05-31,ORD001491
PLN048937,1,3349.59,3349.59,2023-05-31,ORD001491
PLN033013,2,54788.51,109577.02,2022-08-22,ORD001492
PLN028501,3,76996.18,230988.54,2024-12-21,ORD001493
PLN001415,2,56424.6,112849.2,2022-11-04,ORD001494
PLN012138,4,59593.18,238372.72,2025-06-08,ORD001495
PLN034135,3,53652.46,160957.38,2022-12-06,ORD001495
PLN042917,2,78392.06,156784.12,2024-10-06,ORD001495
PLN008047,2,41904.06,83808.12,2025-04-03,ORD001496
PLN021418,4,7238.58,28954.32,2025-08-27,ORD001496
PLN039962,3,52390.23,157170.69,2025-10-16,ORD001496
PLN014230,1,58736.1,58736.1,2024-09-12,ORD001497
PLN016313,1,56536.14,56536.14,2023-08-31,ORD001497
PLN040919,4,72256.07,289024.28,2022-07-17,ORD001497
PLN024454,2,10442.71,20885.42,2023-05-01,ORD001498
PLN034022,2,36029.3,72058.6,2025-01-11,ORD001499
PLN034953,2,20735.43,41470.86,2023-09-03,ORD001499
PLN040817,4,42757.63,171030.52,2023-09-23,ORD001499
PLN045253,1,32796.71,32796.71,2022-02-07,ORD001499
PLN034533,4,11460.61,45842.44,2025-08-02,ORD001500
PLN048142,2,5618.79,11237.58,2025-03-18,ORD001500
PLN001288,2,49156.3,98312.6,2025-05-11,ORD001501
PLN025594,1,13345.89,13345.89,2024-10-21,ORD001501
PLN045384,2,70073.14,140146.28,2024-10-27,ORD001501
PLN018734,1,18127.68,18127.68,2023-06-06,ORD001503
PLN021032,4,56522.77,226091.08,2025-06-24,ORD001503
PLN034088,4,17635.71,70542.84,2022-05-14,ORD001503
PLN045654,4,3323.69,13294.76,2023-08-03,ORD001503
PLN046876,3,68675.66,206026.98,2022-09-18,ORD001503
PLN016089,2,62997.56,125995.12,2022-09-01,ORD001504
PLN034602,1,74828.24,74828.24,2024-03-22,ORD001505
PLN040638,1,64307.29,64307.29,2024-02-28,ORD001505
PLN040869,2,53409.18,106818.36,2022-08-05,ORD001505
PLN016819,1,5665.53,5665.53,2024-10-19,ORD001506
PLN031242,1,24869.22,24869.22,2023-11-02,ORD001506
PLN003747,1,74976.57,74976.57,2024-08-16,ORD001507
PLN034260,2,51152.31,102304.62,2022-10-16,ORD001507
PLN029956,4,64592.67,258370.68,2023-03-09,ORD001508
PLN031243,3,33450.45,100351.35,2022-02-15,ORD001508
