Transaction_ID,Quantity,TotalPrice,Status,CreatedDate,Payment_ID,Customer_account_ID
TXN004890,7,101133.91,Completed,2023-12-12 20:13:00,PAY016066,CST000006
TXN004891,6,162930.93,Completed,2023-10-07 21:29:00,PAY016707,CST001788
TXN004892,7,22083.49,Failed,2023-10-04 20:24:00,PAY024629,CST001753
TXN004893,6,30916.67,Failed,2025-03-05 13:42:00,PAY002979,CST001437
TXN004894,1,129352.91,Completed,2024-06-09 18:46:00,PAY022012,CST001666
TXN004895,4,70621.66,Refunded,2023-10-11 15:20:00,PAY014956,CST002880
TXN004896,4,82557.19,Completed,2022-12-26 14:14:00,PAY007192,CST002304
TXN004897,5,170166.56,Pending,2024-04-18 17:56:00,PAY010976,CST001500
TXN004898,3,689.47,Pending,2023-09-07 17:07:00,PAY018395,CST000542
TXN004899,10,184580.2,Failed,2022-01-07 18:29:00,PAY008326,CST001050
TXN004900,6,172115.46,Pending,2022-06-02 18:01:00,PAY016453,CST001913
TXN004901,2,35531.81,Completed,2025-04-17 09:13:00,PAY021756,CST002432
TXN004902,2,196207.58,Completed,2022-08-27 20:23:00,PAY020378,CST001883
TXN004903,6,104330.82,Completed,2025-11-03 21:30:00,PAY014085,CST000371
TXN004904,8,72996.75,Completed,2024-01-18 08:30:00,PAY005654,CST000644
TXN004905,4,81461.28,Completed,2024-12-15 10:28:00,PAY014180,CST001854
TXN004906,2,184976.68,Completed,2025-06-09 10:38:00,PAY006345,CST002654
TXN004907,2,119751.48,Completed,2022-02-13 10:03:00,PAY019857,CST001756
TXN004908,6,50155.98,Failed,2025-10-02 10:44:00,PAY000766,CST000526
TXN004909,6,166537.66,Failed,2024-07-16 09:47:00,PAY011291,CST001316
TXN004910,9,186916.71,Completed,2025-05-19 21:58:00,PAY012563,CST001938
TXN004911,1,11418.42,Refunded,2023-11-23 18:24:00,PAY024514,CST001105
TXN004912,4,181256.89,Pending,2023-08-04 19:27:00,PAY001199,CST001277
TXN004913,7,114885.79,Completed,2025-04-04 18:03:00,PAY011196,CST000280
TXN004914,8,108524.52,Completed,2025-05-21 13:23:00,PAY003495,CST001642
TXN004915,4,172889.5,Completed,2022-03-29 08:03:00,PAY005270,CST000313
TXN004916,1,33691.52,Completed,2025-02-23 15:30:00,PAY009371,CST000224
TXN004917,8,114934.21,Pending,2022-11-13 10:51:00,PAY006124,CST002492
TXN004918,3,70677.3,Completed,2025-03-30 09:03:00,PAY012476,CST002360
TXN004919,1,116428.92,Completed,2025-02-27 21:09:00,PAY003322,CST000215
TXN004920,7,126931.59,Completed,2023-11-21 16:00:00,PAY013857,CST002279
TXN004921,2,50541.15,Completed,2023-10-30 08:56:00,PAY024420,CST002437
TXN004922,1,197040.6,Pending,2023-03-12 11:34:00,PAY012373,CST002628
TXN004923,10,74351.44,Completed,2025-02-12 12:59:00,PAY020419,CST001261
TXN004924,3,68502.28,Refunded,2025-07-06 18:52:00,PAY018517,CST000269
TXN004925,5,54262.42,Completed,2025-04-02 14:54:00,PAY001880,CST001151
TXN004926,5,28779.94,Pending,2024-08-01 08:22:00,PAY013140,CST002141
TXN004927,5,85120.89,Completed,2025-11-11 20:51:00,PAY013094,CST001054
TXN004928,2,63549.92,Completed,2024-06-03 19:22:00,PAY001003,CST002110
TXN004929,5,61474.56,Completed,2022-10-13 12:46:00,PAY022867,CST002616
TXN004930,5,162751.2,Completed,2025-09-13 13:04:00,PAY003986,CST001405
TXN004931,4,5504.77,Completed,2023-03-24 14:47:00,PAY023918,CST000007
TXN004932,10,130223.81,Completed,2025-02-19 13:50:00,PAY001385,CST001267
TXN004933,1,121640.39,Pending,2024-08-21 10:34:00,PAY024073,CST001030
TXN004934,6,130768.22,Completed,2023-01-26 17:07:00,PAY021286,CST000520
TXN004935,10,67204.95,Completed,2022-03-17 16:47:00,PAY010029,CST000624
TXN004936,10,62903.17,Completed,2023-03-02 19:23:00,PAY021221,CST002955
TXN004937,3,20996.16,Refunded,2023-11-21 08:12:00,PAY022864,CST001304
TXN004938,6,49474.78,Completed,2023-10-31 20:09:00,PAY013100,CST001228
TXN004939,7,118295.5,Completed,2023-08-22 18:37:00,PAY017279,CST001981
TXN004940,10,56576.34,Completed,2023-07-11 15:13:00,PAY005779,CST002210
TXN004941,4,151661.94,Completed,2025-10-24 20:35:00,PAY007001,CST002195
TXN004942,5,167226.79,Completed,2025-03-23 11:09:00,PAY000684,CST000618
TXN004943,9,86482.83,Completed,2025-07-02 16:05:00,PAY021246,CST001602
TXN004944,8,174187.46,Completed,2025-08-19 09:58:00,PAY018391,CST000044
TXN004945,9,123609.94,Completed,2024-12-22 17:11:00,PAY022360,CST002568
TXN004946,2,113284.76,Failed,2024-05-11 12:14:00,PAY019540,CST000391
TXN004947,8,196940.39,Completed,2025-10-09 18:46:00,PAY024404,CST001699
TXN004948,2,114346.29,Pending,2022-10-22 15:51:00,PAY015116,CST000253
TXN004949,4,179206.73,Completed,2025-09-28 08:54:00,PAY020172,CST001293
TXN004950,9,96624.17,Completed,2024-08-31 21:16:00,PAY006001,CST001893
TXN004951,9,116495.33,Completed,2024-01-30 13:00:00,PAY011653,CST002800
TXN004952,2,188137.96,Completed,2025-04-02 13:27:00,PAY002516,CST001285
TXN004953,3,120771.4,Failed,2024-07-02 16:14:00,PAY019259,CST000383
TXN004954,9,6098.19,Completed,2024-11-25 21:14:00,PAY005635,CST002120
TXN004955,3,120429.37,Completed,2023-06-26 20:32:00,PAY013730,CST001858
TXN004956,4,110588.92,Refunded,2023-01-20 09:35:00,PAY001511,CST001552
TXN004957,6,90617.01,Completed,2024-02-09 19:46:00,PAY018742,CST000833
TXN004958,8,126310.57,Completed,2024-05-14 19:22:00,PAY017809,CST002327
TXN004959,9,136477.48,Refunded,2024-08-05 12:24:00,PAY013048,CST002025
TXN004960,3,186022.03,Completed,2022-10-04 17:48:00,PAY017545,CST002171
TXN004961,8,94280.48,Refunded,2023-05-22 09:20:00,PAY023153,CST000293
TXN004962,8,70786.31,Completed,2022-08-17 09:43:00,PAY016668,CST001250
TXN004963,1,20941.24,Completed,2024-12-23 13:22:00,PAY010683,CST001802
TXN004964,9,13242.52,Completed,2022-06-03 11:48:00,PAY013706,CST000991
TXN004965,9,33799.27,Completed,2024-12-22 21:36:00,PAY004792,CST000289
TXN004966,6,9624.8,Completed,2023-11-16 10:08:00,PAY024812,CST001394
TXN004967,9,51087.98,Failed,2024-02-29 08:56:00,PAY020567,CST002226
TXN004968,3,7172.71,Completed,2024-07-06 17:32:00,PAY018219,CST000885
TXN004969,2,59131.88,Failed,2022-09-05 08:14:00,PAY012486,CST002287
TXN004970,1,155908.15,Completed,2024-10-08 14:00:00,PAY017154,CST000502
TXN004971,5,141813.67,Completed,2023-03-10 19:54:00,PAY002716,CST000729
TXN004972,2,10185.09,Completed,2024-11-22 11:44:00,PAY019341,CST002463
TXN004973,9,159386.05,Refunded,2023-12-16 08:43:00,PAY011943,CST002103
TXN004974,1,125185.47,Completed,2022-03-16 13:57:00,PAY013239,CST002866
TXN004975,8,25609.11,Completed,2022-11-12 19:00:00,PAY010657,CST001923
TXN004976,8,177187.06,Completed,2025-02-23 14:36:00,PAY001453,CST001369
TXN004977,9,162825.55,Completed,2024-10-09 08:54:00,PAY014750,CST000514
TXN004978,2,85194.55,Completed,2023-01-27 20:31:00,PAY008896,CST001287
TXN004979,9,157956.08,Completed,2025-09-22 19:53:00,PAY008891,CST000218
TXN004980,1,184273.64,Completed,2024-10-26 10:01:00,PAY018636,CST000683
TXN004981,10,105791.95,Completed,2023-04-05 10:07:00,PAY022014,CST002534
TXN004982,8,16383.83,Completed,2024-12-04 08:02:00,PAY007758,CST002592
TXN004983,10,81487.9,Refunded,2024-11-23 08:15:00,PAY020238,CST002303
TXN004984,10,54400.38,Completed,2025-06-14 15:38:00,PAY011670,CST000248
TXN004985,3,185558.29,Completed,2025-06-08 15:58:00,PAY007439,CST000016
TXN004986,6,31325.55,Completed,2022-05-18 16:10:00,PAY012731,CST001024
TXN004987,3,74003.04,Completed,2022-06-26 21:04:00,PAY004148,CST001037
TXN004988,7,57485.53,Completed,2025-01-17 11:39:00,PAY018464,CST002765
TXN004989,3,174214.33,Pending,2023-05-03 14:53:00,PAY021446,CST001394
TXN004990,2,97019.56,Completed,2025-12-20 15:26:00,PAY013116,CST000316
TXN004991,4,24266.37,Completed,2023-09-07 10:15:00,PAY014523,CST000757
TXN004992,5,168250.89,Pending,2024-12-01 18:10:00,PAY018560,CST002258
TXN004993,7,118285.42,Completed,2023-05-24 09:08:00,PAY021693,CST001090
TXN004994,2,120238.97,Completed,2023-01-24 13:01:00,PAY018629,CST002521
TXN004995,1,3858.88,Completed,2025-05-22 14:34:00,PAY021398,CST000221
TXN004996,10,186009.77,Completed,2022-10-20 12:45:00,PAY001419,CST002817
TXN004997,3,188940.64,Pending,2025-12-08 17:14:00,PAY014233,CST000483
TXN004998,1,116395.4,Completed,2025-12-28 08:43:00,PAY016053,CST001217
TXN004999,4,84150.77,Completed,2022-09-08 08:35:00,PAY008025,CST002222
TXN005000,1,55592.46,Completed,2025-07-09 12:09:00,PAY022607,CST002624
TXN005001,9,34909.26,Pending,2022-04-23 21:21:00,PAY006190,CST001630
TXN005002,2,8727.35,Completed,2023-02-23 12:14:00,PAY008619,CST000432
TXN005003,8,106070.8,Pending,2022-11-30 14:51:00,PAY019914,CST002426
TXN005004,9,92907.85,Completed,2025-04-30 18:13:00,PAY009374,CST001474
TXN005005,1,21700.27,Completed,2023-09-15 19:45:00,PAY003135,CST002401
TXN005006,4,110039.0,Pending,2023-10-10 16:40:00,PAY007370,CST002073
TXN005007,6,77144.08,Completed,2022-01-12 14:04:00,PAY001008,CST000450
TXN005008,8,180932.49,Completed,2023-04-10 10:52:00,PAY021627,CST002123
TXN005009,6,132434.83,Completed,2025-01-14 21:40:00,PAY013367,CST001706
TXN005010,9,19004.48,Completed,2024-03-16 21:10:00,PAY016371,CST002181
TXN005011,7,132797.8,Failed,2025-05-13 16:56:00,PAY005881,CST000840
TXN005012,3,79428.89,Completed,2025-06-03 21:12:00,PAY024718,CST001266
TXN005013,4,107804.27,Refunded,2024-10-31 10:48:00,PAY007211,CST002559
TXN005014,5,101036.15,Completed,2025-05-25 12:46:00,PAY008677,CST000489
TXN005015,1,90818.21,Completed,2022-11-04 18:35:00,PAY012641,CST002087
TXN005016,3,168693.96,Completed,2025-04-25 20:27:00,PAY011691,CST001148
TXN005017,4,45878.71,Refunded,2022-08-08 14:53:00,PAY001440,CST000906
TXN005018,1,94487.86,Completed,2024-05-01 15:05:00,PAY021842,CST002802
TXN005019,7,133078.55,Completed,2023-08-19 19:59:00,PAY001130,CST002350
TXN005020,7,58013.26,Completed,2023-08-20 09:33:00,PAY009472,CST002543
TXN005021,6,18431.47,Completed,2022-07-29 08:52:00,PAY014172,CST002970
TXN005022,10,6474.44,Completed,2023-06-18 12:14:00,PAY005732,CST001371
TXN005023,5,82926.15,Completed,2025-09-15 13:02:00,PAY010695,CST000212
TXN005024,10,175355.35,Refunded,2022-06-11 11:07:00,PAY007412,CST002367
TXN005025,5,20183.48,Completed,2024-12-23 11:34:00,PAY001167,CST000860
TXN005026,6,176873.83,Completed,2025-01-19 10:27:00,PAY003860,CST001527
TXN005027,1,163214.39,Completed,2024-10-14 14:41:00,PAY014416,CST001629
TXN005028,6,25356.76,Completed,2025-08-18 21:40:00,PAY012481,CST002501
TXN005029,7,79993.68,Completed,2024-06-10 20:05:00,PAY012443,CST002512
TXN005030,8,28090.77,Completed,2022-10-20 20:36:00,PAY008705,CST001741
TXN005031,2,52380.74,Completed,2023-10-28 11:19:00,PAY020239,CST002253
TXN005032,8,71171.41,Completed,2024-08-22 11:23:00,PAY002115,CST001195
TXN005033,8,114914.39,Completed,2022-07-23 10:04:00,PAY013480,CST002940
TXN005034,1,111863.16,Completed,2024-07-31 19:38:00,PAY006735,CST001296
TXN005035,2,194415.8,Completed,2024-09-18 09:01:00,PAY019962,CST002341
TXN005036,7,134338.96,Completed,2024-05-01 09:16:00,PAY016920,CST002566
TXN005037,5,31627.84,Refunded,2025-01-13 17:27:00,PAY007963,CST002040
TXN005038,6,42264.66,Pending,2024-06-29 19:34:00,PAY009503,CST001158
TXN005039,9,159977.82,Completed,2025-03-19 17:55:00,PAY020683,CST001529
TXN005040,2,104642.82,Completed,2025-11-28 20:29:00,PAY000135,CST000198
TXN005041,7,48085.36,Completed,2023-02-06 08:01:00,PAY000203,CST002526
TXN005042,10,135724.78,Completed,2023-10-01 09:42:00,PAY005042,CST002524
TXN005043,6,35531.4,Completed,2023-10-04 08:55:00,PAY011899,CST001745
TXN005044,2,34185.59,Completed,2024-11-11 21:20:00,PAY019116,CST000765
TXN005045,9,152782.03,Completed,2023-12-21 09:06:00,PAY000978,CST002314
TXN005046,10,67388.88,Completed,2025-11-27 10:08:00,PAY011302,CST000703
TXN005047,6,139863.5,Completed,2023-10-04 15:08:00,PAY024823,CST002587
TXN005048,5,125380.83,Completed,2022-01-20 21:17:00,PAY023735,CST001033
TXN005049,1,180314.01,Completed,2023-02-27 17:26:00,PAY008336,CST000478
TXN005050,4,170032.49,Completed,2022-09-24 14:18:00,PAY009104,CST002268
TXN005051,1,22901.57,Failed,2022-06-30 14:39:00,PAY016417,CST002594
TXN005052,8,392.6,Completed,2022-08-12 10:32:00,PAY009839,CST001761
TXN005053,6,129004.51,Completed,2023-01-02 14:24:00,PAY011621,CST001887
TXN005054,4,186017.43,Completed,2023-07-16 16:24:00,PAY011142,CST002833
TXN005055,4,69155.12,Completed,2024-05-22 13:29:00,PAY002047,CST000118
TXN005056,6,158699.56,Completed,2024-08-05 10:48:00,PAY005115,CST001723
TXN005057,8,42185.09,Completed,2024-06-09 09:39:00,PAY019650,CST002491
TXN005058,3,78426.59,Completed,2025-12-28 15:39:00,PAY022464,CST000588
TXN005059,2,180015.18,Completed,2024-06-07 12:02:00,PAY021457,CST001844
TXN005060,3,26241.13,Completed,2022-09-04 19:14:00,PAY001248,CST000847
TXN005061,7,14795.83,Completed,2025-12-04 18:42:00,PAY009381,CST000013
TXN005062,9,137746.71,Completed,2023-04-01 12:44:00,PAY017563,CST000715
TXN005063,8,74785.22,Completed,2023-03-31 21:35:00,PAY016958,CST000341
TXN005064,7,123518.08,Refunded,2023-08-18 17:49:00,PAY020713,CST002806
TXN005065,5,102789.87,Completed,2022-02-18 20:50:00,PAY011624,CST002202
TXN005066,7,45447.9,Completed,2024-11-12 12:37:00,PAY013768,CST000023
TXN005067,7,40519.08,Completed,2025-03-13 11:03:00,PAY019661,CST002389
TXN005068,1,17578.03,Completed,2022-11-30 19:18:00,PAY018318,CST000261
TXN005069,5,126111.5,Refunded,2024-08-20 11:45:00,PAY019709,CST000720
TXN005070,1,189247.95,Completed,2024-02-24 19:59:00,PAY024604,CST002086
TXN005071,7,75237.66,Completed,2023-09-20 11:15:00,PAY011986,CST000077
TXN005072,2,120857.23,Completed,2024-10-23 11:13:00,PAY002329,CST000933
TXN005073,7,52813.71,Completed,2023-05-03 15:39:00,PAY018104,CST000666
TXN005074,3,172850.64,Refunded,2023-12-08 13:26:00,PAY015797,CST000807
TXN005075,1,167060.93,Completed,2022-05-22 18:54:00,PAY017684,CST001999
TXN005076,1,156590.17,Completed,2022-09-25 15:52:00,PAY007730,CST002900
TXN005077,2,90444.82,Completed,2024-09-29 19:42:00,PAY023024,CST000407
TXN005078,8,196038.91,Completed,2023-10-20 21:05:00,PAY021589,CST000765
TXN005079,2,169127.77,Completed,2022-06-01 08:16:00,PAY004993,CST001047
TXN005080,4,176209.86,Completed,2025-09-02 16:30:00,PAY003182,CST001296
TXN005081,3,11702.06,Completed,2022-02-13 12:18:00,PAY021554,CST000487
TXN005082,1,64771.01,Completed,2022-02-23 11:14:00,PAY010689,CST002186
TXN005083,1,55263.06,Completed,2025-07-29 10:37:00,PAY010516,CST001813
TXN005084,10,195531.05,Completed,2024-08-07 14:14:00,PAY008231,CST002779
TXN005085,8,34450.64,Completed,2022-03-24 14:43:00,PAY022555,CST001445
TXN005086,4,68018.59,Pending,2022-06-25 19:40:00,PAY017143,CST002362
TXN005087,6,51546.32,Completed,2023-09-22 17:47:00,PAY004312,CST002917
TXN005088,10,197683.71,Refunded,2025-01-30 19:41:00,PAY006269,CST001734
TXN005089,4,62671.69,Refunded,2022-04-30 15:14:00,PAY016531,CST000440
TXN005090,5,113864.22,Completed,2023-01-22 14:26:00,PAY017059,CST000597
TXN005091,1,184426.48,Pending,2022-04-14 12:04:00,PAY004730,CST000771
TXN005092,9,114139.95,Completed,2025-02-08 18:35:00,PAY019210,CST002929
TXN005093,2,161128.32,Completed,2025-12-16 15:44:00,PAY020748,CST002838
TXN005094,5,150308.88,Completed,2023-04-05 15:07:00,PAY005253,CST000749
TXN005095,8,22010.01,Completed,2023-12-18 16:47:00,PAY022996,CST001527
TXN005096,4,197432.22,Completed,2022-02-19 17:07:00,PAY002265,CST002502
TXN005097,2,75674.38,Completed,2023-10-25 21:11:00,PAY017101,CST002717
TXN005098,1,159451.62,Pending,2023-12-24 18:56:00,PAY017828,CST000032
TXN005099,4,75789.79,Completed,2024-05-01 18:39:00,PAY022297,CST002545
TXN005100,6,151743.93,Completed,2022-04-20 19:31:00,PAY002197,CST001930
TXN005101,5,126289.34,Completed,2024-08-25 20:33:00,PAY019197,CST001077
TXN005102,5,197124.88,Completed,2023-06-28 08:52:00,PAY004951,CST001501
TXN005103,5,125380.45,Pending,2025-03-08 08:06:00,PAY002029,CST002196
TXN005104,9,109058.45,Pending,2022-06-18 19:19:00,PAY022462,CST001441
TXN005105,3,59096.83,Completed,2024-12-03 13:43:00,PAY010062,CST002935
TXN005106,7,12006.73,Completed,2025-06-24 18:22:00,PAY024031,CST001490
TXN005107,4,50540.58,Refunded,2022-04-21 19:40:00,PAY006183,CST002383
TXN005108,7,107647.08,Completed,2024-06-11 19:32:00,PAY017955,CST000744
TXN005109,6,100934.99,Completed,2024-05-08 09:58:00,PAY009685,CST002132
TXN005110,4,159705.26,Completed,2022-11-17 09:59:00,PAY002703,CST001627
TXN005111,2,150063.99,Pending,2022-12-14 11:00:00,PAY024986,CST002849
TXN005112,9,41598.26,Completed,2023-08-15 15:15:00,PAY000110,CST001616
TXN005113,6,179343.91,Completed,2024-03-24 15:27:00,PAY024254,CST001462
TXN005114,1,177193.72,Completed,2024-08-28 14:27:00,PAY018611,CST001771
TXN005115,2,19539.64,Completed,2023-09-28 15:20:00,PAY019174,CST001802
TXN005116,3,43455.95,Completed,2022-02-16 09:49:00,PAY000869,CST002300
TXN005117,5,28480.0,Pending,2023-03-28 21:57:00,PAY022576,CST002198
TXN005118,4,15551.6,Completed,2024-09-01 17:54:00,PAY020155,CST001576
TXN005119,10,167101.85,Completed,2024-06-04 11:36:00,PAY024611,CST001015
TXN005120,2,145274.83,Completed,2022-05-21 15:32:00,PAY022212,CST001438
TXN005121,4,100145.13,Completed,2022-07-07 16:32:00,PAY000569,CST001155
TXN005122,6,76654.31,Completed,2022-08-14 17:57:00,PAY023684,CST001648
TXN005123,5,110994.66,Completed,2024-07-19 17:24:00,PAY004435,CST002204
TXN005124,3,129978.95,Completed,2024-02-11 09:51:00,PAY000603,CST000257
TXN005125,6,52228.73,Refunded,2024-04-20 13:52:00,PAY023924,CST000957
TXN005126,1,141103.37,Pending,2025-07-19 20:09:00,PAY004996,CST001798
TXN005127,5,110013.69,Completed,2025-10-17 15:41:00,PAY022027,CST002923
TXN005128,5,102528.73,Completed,2025-09-10 18:10:00,PAY009855,CST001415
TXN005129,9,185866.78,Completed,2025-11-13 13:08:00,PAY000400,CST001255
TXN005130,10,97662.39,Completed,2022-08-15 18:34:00,PAY021474,CST002089
TXN005131,7,137018.23,Completed,2025-08-25 19:19:00,PAY015629,CST001884
TXN005132,2,76315.35,Completed,2023-06-16 15:03:00,PAY017350,CST000048
TXN005133,9,149207.91,Completed,2025-07-28 09:07:00,PAY022017,CST000230
TXN005134,8,199930.5,Completed,2025-10-28 10:41:00,PAY020631,CST001279
TXN005135,2,170500.85,Completed,2025-04-15 08:59:00,PAY023663,CST002779
TXN005136,1,77121.15,Completed,2024-08-31 20:29:00,PAY016683,CST001196
TXN005137,5,190724.46,Completed,2025-06-08 13:55:00,PAY008644,CST000285
TXN005138,7,149466.09,Refunded,2022-07-25 09:36:00,PAY009512,CST002551
TXN005139,10,27544.29,Completed,2022-07-31 17:10:00,PAY014835,CST002358
TXN005140,5,122592.48,Completed,2025-11-21 21:32:00,PAY018609,CST001465
TXN005141,8,198469.29,Completed,2022-07-05 08:28:00,PAY002099,CST000625
TXN005142,9,70616.32,Completed,2024-01-26 11:22:00,PAY010570,CST002253
TXN005143,10,122056.23,Completed,2024-05-29 17:13:00,PAY022037,CST001276
TXN005144,6,125482.98,Completed,2022-04-29 21:36:00,PAY016652,CST001979
TXN005145,2,93209.4,Completed,2025-05-28 12:00:00,PAY018850,CST002257
TXN005146,2,29363.32,Pending,2022-06-08 10:50:00,PAY004821,CST001436
TXN005147,2,33467.96,Completed,2024-11-03 09:52:00,PAY013373,CST002586
TXN005148,5,192721.41,Completed,2025-09-05 16:32:00,PAY005485,CST002740
TXN005149,1,140593.72,Completed,2024-03-18 13:42:00,PAY020384,CST002927
TXN005150,8,32089.58,Completed,2023-04-19 18:54:00,PAY006631,CST002080
TXN005151,8,175706.61,Completed,2023-05-23 18:24:00,PAY001832,CST001564
TXN005152,6,148350.06,Completed,2025-01-20 11:14:00,PAY004748,CST002254
TXN005153,8,125293.37,Completed,2025-04-16 19:42:00,PAY022664,CST001741
TXN005154,6,40680.47,Completed,2022-06-24 18:45:00,PAY024232,CST000199
TXN005155,1,160411.5,Refunded,2022-03-09 11:06:00,PAY023896,CST002977
TXN005156,8,47088.61,Completed,2022-04-15 08:55:00,PAY010128,CST001667
TXN005157,4,107366.03,Pending,2025-12-27 21:52:00,PAY002127,CST000573
TXN005158,9,126888.15,Completed,2025-10-03 19:09:00,PAY010153,CST001091
TXN005159,1,34563.11,Completed,2025-07-17 17:07:00,PAY011370,CST000388
TXN005160,9,105185.21,Completed,2025-03-28 17:31:00,PAY018536,CST001750
TXN005161,7,139815.72,Completed,2022-08-16 20:53:00,PAY003493,CST002536
TXN005162,2,16079.21,Refunded,2023-10-29 10:03:00,PAY021027,CST001167
TXN005163,9,166854.15,Completed,2023-04-29 10:18:00,PAY016702,CST001503
TXN005164,2,178813.05,Completed,2023-08-26 16:31:00,PAY020453,CST001273
TXN005165,2,27137.95,Completed,2024-08-08 21:35:00,PAY012969,CST000060
TXN005166,9,28372.39,Completed,2023-03-20 13:36:00,PAY018777,CST001750
TXN005167,2,180466.58,Completed,2024-08-26 18:32:00,PAY011548,CST002596
TXN005168,4,36027.57,Pending,2022-06-01 09:29:00,PAY019682,CST000837
TXN005169,1,43617.45,Completed,2025-05-15 11:48:00,PAY017580,CST002409
TXN005170,8,113279.37,Completed,2023-01-15 15:58:00,PAY021915,CST001664
TXN005171,8,38121.87,Completed,2023-07-07 19:21:00,PAY011136,CST002015
TXN005172,4,196028.96,Failed,2025-01-13 09:31:00,PAY017863,CST002775
TXN005173,4,137591.91,Completed,2023-01-28 11:35:00,PAY009348,CST002659
TXN005174,8,195386.97,Completed,2023-11-13 15:50:00,PAY021639,CST001982
TXN005175,3,85200.29,Completed,2022-08-30 18:35:00,PAY019414,CST002291
TXN005176,8,28529.72,Completed,2022-08-18 09:08:00,PAY012642,CST000846
TXN005177,2,57140.89,Completed,2025-01-26 13:53:00,PAY011329,CST001966
TXN005178,10,158532.06,Completed,2023-05-28 08:41:00,PAY012161,CST000441
TXN005179,10,42943.93,Completed,2024-12-01 08:42:00,PAY009454,CST001478
TXN005180,10,106879.68,Completed,2025-01-04 18:05:00,PAY004771,CST002693
TXN005181,3,174624.3,Pending,2023-06-01 12:23:00,PAY007072,CST000394
TXN005182,4,123697.24,Completed,2023-01-23 13:50:00,PAY008870,CST002177
TXN005183,10,57935.85,Failed,2024-07-15 17:21:00,PAY018365,CST001981
TXN005184,3,167738.62,Failed,2022-06-07 17:22:00,PAY006637,CST001788
TXN005185,8,103400.76,Pending,2023-07-27 19:09:00,PAY007190,CST000385
TXN005186,4,82060.04,Completed,2022-03-27 13:40:00,PAY001304,CST002216
TXN005187,6,46904.08,Pending,2023-11-23 18:12:00,PAY003972,CST000806
TXN005188,5,30755.01,Completed,2025-12-31 12:38:00,PAY021009,CST000184
TXN005189,8,122300.79,Completed,2023-06-24 10:46:00,PAY014839,CST000257
TXN005190,3,51534.97,Completed,2023-10-16 13:19:00,PAY004183,CST002134
TXN005191,3,166852.73,Completed,2022-04-05 14:49:00,PAY021703,CST001224
TXN005192,8,66874.61,Pending,2025-11-08 15:33:00,PAY001446,CST000654
TXN005193,9,49020.95,Completed,2024-07-10 14:42:00,PAY018987,CST001846
TXN005194,3,72108.49,Pending,2022-03-19 19:06:00,PAY018725,CST000303
TXN005195,6,92177.76,Failed,2025-03-04 16:19:00,PAY002618,CST002505
TXN005196,7,36970.48,Failed,2025-09-07 10:07:00,PAY005174,CST000854
TXN005197,3,82076.3,Completed,2025-12-14 08:17:00,PAY004012,CST000280
TXN005198,2,134981.8,Completed,2023-08-17 21:58:00,PAY021359,CST002967
TXN005199,5,116684.13,Pending,2024-07-28 19:41:00,PAY018363,CST000463
TXN005200,2,154720.76,Completed,2025-01-25 13:35:00,PAY017274,CST000682
TXN005201,6,51588.03,Completed,2025-07-23 19:23:00,PAY023882,CST001761
TXN005202,2,137770.35,Completed,2024-10-22 21:22:00,PAY010961,CST002740
TXN005203,4,141506.11,Completed,2023-02-04 14:47:00,PAY023087,CST002505
TXN005204,3,128101.74,Completed,2024-05-14 20:18:00,PAY020972,CST000310
TXN005205,2,165975.81,Completed,2025-02-21 09:59:00,PAY000176,CST001210
TXN005206,2,20339.59,Refunded,2022-08-17 10:44:00,PAY024466,CST000309
TXN005207,4,121595.64,Completed,2023-03-02 15:52:00,PAY005961,CST001050
TXN005208,3,91198.77,Completed,2022-01-20 21:17:00,PAY014617,CST000133
TXN005209,10,152594.25,Completed,2022-06-19 09:05:00,PAY013809,CST000547
TXN005210,9,112871.93,Completed,2023-02-26 17:55:00,PAY003643,CST002690
TXN005211,1,87963.1,Failed,2022-01-13 18:45:00,PAY011294,CST001776
TXN005212,10,11991.85,Completed,2022-11-10 17:43:00,PAY009183,CST001063
TXN005213,4,85058.21,Refunded,2023-08-30 11:39:00,PAY003794,CST001947
TXN005214,1,185480.52,Refunded,2023-03-11 12:45:00,PAY012462,CST001695
TXN005215,10,51795.72,Completed,2024-11-29 19:45:00,PAY002336,CST001810
TXN005216,4,41982.31,Completed,2025-01-14 08:34:00,PAY003849,CST000688
TXN005217,7,174755.45,Refunded,2022-10-17 16:08:00,PAY012255,CST000836
TXN005218,10,49979.19,Completed,2024-07-21 12:27:00,PAY021501,CST002893
TXN005219,7,167038.91,Completed,2023-10-07 10:34:00,PAY007952,CST002679
TXN005220,10,43345.39,Completed,2022-08-27 09:51:00,PAY001302,CST001943
TXN005221,4,51927.36,Completed,2025-05-29 08:10:00,PAY022917,CST002296
TXN005222,7,116620.06,Refunded,2024-10-14 21:04:00,PAY015351,CST000240
TXN005223,4,175796.75,Completed,2024-08-26 19:04:00,PAY023031,CST001934
TXN005224,7,4634.05,Completed,2022-11-25 09:32:00,PAY016849,CST002738
TXN005225,2,1831.41,Completed,2022-01-29 16:35:00,PAY014151,CST000293
TXN005226,8,151596.17,Completed,2024-05-29 18:12:00,PAY011477,CST002659
TXN005227,1,52396.99,Completed,2024-09-21 08:13:00,PAY006797,CST000004
TXN005228,9,178247.29,Completed,2024-05-09 19:26:00,PAY015070,CST000004
