Invoice_ID,Invoice_Details,Quantity,Original_Price,VAT_Rate,TotalAmount,Order_ID
INV001958,Invoice for order ORD001958,5,11853.06,0.07,12682.77,ORD001958
INV001959,Invoice for order ORD001959,4,76349.26,0.07,81693.71,ORD001959
INV001960,Invoice for order ORD001960,1,40179.69,0.07,42992.27,ORD001960
INV001961,Invoice for order ORD001961,1,13572.85,0.07,14522.95,ORD001961
INV001962,Invoice for order ORD001962,5,48917.44,0.07,52341.66,ORD001962
INV001963,Invoice for order ORD001963,4,27829.55,0.07,29777.62,ORD001963
INV001964,Invoice for order ORD001964,4,34272.35,0.07,36671.41,ORD001964
INV001965,Invoice for order ORD001965,4,87115.93,0.07,93214.05,ORD001965
INV001966,Invoice for order ORD001966,4,97060.79,0.07,103855.05,ORD001966
INV001967,Invoice for order ORD001967,4,41490.76,0.07,44395.11,ORD001967
INV001968,Invoice for order ORD001968,1,55104.3,0.07,58961.6,ORD001968
INV001969,Invoice for order ORD001969,2,3038.97,0.07,3251.7,ORD001969
INV001970,Invoice for order ORD001970,4,31037.49,0.07,33210.11,ORD001970
INV001971,Invoice for order ORD001971,2,43348.79,0.07,46383.21,ORD001971
INV001972,Invoice for order ORD001972,3,64285.1,0.07,68785.06,ORD001972
INV001973,Invoice for order ORD001973,5,21116.21,0.07,22594.34,ORD001973
INV001974,Invoice for order ORD001974,5,91763.37,0.07,98186.81,ORD001974
INV001975,Invoice for order ORD001975,5,93961.4,0.07,100538.7,ORD001975
INV001976,Invoice for order ORD001976,1,84620.78,0.07,90544.23,ORD001976
INV001977,Invoice for order ORD001977,1,20644.27,0.07,22089.37,ORD001977
INV001978,Invoice for order ORD001978,1,62419.86,0.07,66789.25,ORD001978
INV001979,Invoice for order ORD001979,2,64693.63,0.07,69222.18,ORD001979
INV001980,Invoice for order ORD001980,5,29142.88,0.07,31182.88,ORD001980
INV001981,Invoice for order ORD001981,1,56995.07,0.07,60984.72,ORD001981
INV001982,Invoice for order ORD001982,2,47714.61,0.07,51054.63,ORD001982
INV001983,Invoice for order ORD001983,3,5623.24,0.07,6016.87,ORD001983
INV001984,Invoice for order ORD001984,3,74083.49,0.07,79269.33,ORD001984
INV001985,Invoice for order ORD001985,4,78097.79,0.07,83564.63,ORD001985
INV001986,Invoice for order ORD001986,3,68165.95,0.07,72937.57,ORD001986
INV001987,Invoice for order ORD001987,1,74469.84,0.07,79682.73,ORD001987
INV001988,Invoice for order ORD001988,2,16289.02,0.07,17429.25,ORD001988
INV001989,Invoice for order ORD001989,5,62123.78,0.07,66472.44,ORD001989
INV001990,Invoice for order ORD001990,2,81895.31,0.07,87627.98,ORD001990
INV001991,Invoice for order ORD001991,3,29580.0,0.07,31650.6,ORD001991
INV001992,Invoice for order ORD001992,4,51401.96,0.07,55000.1,ORD001992
INV001993,Invoice for order ORD001993,2,60318.29,0.07,64540.57,ORD001993
INV001994,Invoice for order ORD001994,3,111631.24,0.07,119445.43,ORD001994
INV001995,Invoice for order ORD001995,3,63416.11,0.07,67855.24,ORD001995
INV001996,Invoice for order ORD001996,5,18787.99,0.07,20103.15,ORD001996
INV001997,Invoice for order ORD001997,4,42788.37,0.07,45783.56,ORD001997
INV001998,Invoice for order ORD001998,3,14385.27,0.07,15392.24,ORD001998
INV001999,Invoice for order ORD001999,4,7833.78,0.07,8382.14,ORD001999
INV002000,Invoice for order ORD002000,3,87364.0,0.07,93479.48,ORD002000
INV002001,Invoice for order ORD002001,2,31028.78,0.07,33200.79,ORD002001
INV002002,Invoice for order ORD002002,2,42753.8,0.07,45746.57,ORD002002
INV002003,Invoice for order ORD002003,1,20093.36,0.07,21499.9,ORD002003
INV002004,Invoice for order ORD002004,4,11137.48,0.07,11917.1,ORD002004
INV002005,Invoice for order ORD002005,3,62064.77,0.07,66409.3,ORD002005
INV002006,Invoice for order ORD002006,1,19536.75,0.07,20904.32,ORD002006
INV002007,Invoice for order ORD002007,5,62079.22,0.07,66424.77,ORD002007
INV002008,Invoice for order ORD002008,2,29399.8,0.07,31457.79,ORD002008
INV002009,Invoice for order ORD002009,2,73905.39,0.07,79078.77,ORD002009
INV002010,Invoice for order ORD002010,3,6371.33,0.07,6817.32,ORD002010
INV002011,Invoice for order ORD002011,2,76211.89,0.07,81546.72,ORD002011
INV002012,Invoice for order ORD002012,2,49491.33,0.07,52955.72,ORD002012
INV002013,Invoice for order ORD002013,5,32499.95,0.07,34774.95,ORD002013
INV002014,Invoice for order ORD002014,2,34551.31,0.07,36969.9,ORD002014
INV002015,Invoice for order ORD002015,4,86527.21,0.07,92584.12,ORD002015
INV002016,Invoice for order ORD002016,1,81990.08,0.07,87729.39,ORD002016
INV002017,Invoice for order ORD002017,1,9913.94,0.07,10607.92,ORD002017
INV002018,Invoice for order ORD002018,4,90745.29,0.07,97097.46,ORD002018
INV002019,Invoice for order ORD002019,4,76079.86,0.07,81405.45,ORD002019
INV002020,Invoice for order ORD002020,5,76983.23,0.07,82372.06,ORD002020
INV002021,Invoice for order ORD002021,1,45751.25,0.07,48953.84,ORD002021
INV002022,Invoice for order ORD002022,1,80226.29,0.07,85842.13,ORD002022
INV002023,Invoice for order ORD002023,3,27743.03,0.07,29685.04,ORD002023
INV002024,Invoice for order ORD002024,5,76866.66,0.07,82247.33,ORD002024
INV002025,Invoice for order ORD002025,2,75799.44,0.07,81105.4,ORD002025
INV002026,Invoice for order ORD002026,2,8857.12,0.07,9477.12,ORD002026
INV002027,Invoice for order ORD002027,1,47677.86,0.07,51015.31,ORD002027
INV002028,Invoice for order ORD002028,1,38211.26,0.07,40886.05,ORD002028
INV002029,Invoice for order ORD002029,5,95483.98,0.07,102167.86,ORD002029
INV002030,Invoice for order ORD002030,4,33251.06,0.07,35578.63,ORD002030
INV002031,Invoice for order ORD002031,5,44427.82,0.07,47537.77,ORD002031
INV002032,Invoice for order ORD002032,5,92686.37,0.07,99174.42,ORD002032
INV002033,Invoice for order ORD002033,5,95213.12,0.07,101878.04,ORD002033
INV002034,Invoice for order ORD002034,5,51880.64,0.07,55512.29,ORD002034
INV002035,Invoice for order ORD002035,1,39524.99,0.07,42291.74,ORD002035
INV002036,Invoice for order ORD002036,1,11784.92,0.07,12609.86,ORD002036
INV002037,Invoice for order ORD002037,5,57907.54,0.07,61961.07,ORD002037
INV002038,Invoice for order ORD002038,4,1239.07,0.07,1325.8,ORD002038
INV002039,Invoice for order ORD002039,4,44621.85,0.07,47745.38,ORD002039
INV002040,Invoice for order ORD002040,2,60376.7,0.07,64603.07,ORD002040
INV002041,Invoice for order ORD002041,4,73762.07,0.07,78925.42,ORD002041
INV002042,Invoice for order ORD002042,3,83904.1,0.07,89777.39,ORD002042
INV002043,Invoice for order ORD002043,2,12826.67,0.07,13724.54,ORD002043
INV002044,Invoice for order ORD002044,4,47491.74,0.07,50816.16,ORD002044
INV002045,Invoice for order ORD002045,2,74870.54,0.07,80111.48,ORD002045
INV002046,Invoice for order ORD002046,3,13734.28,0.07,14695.68,ORD002046
INV002047,Invoice for order ORD002047,2,36751.48,0.07,39324.08,ORD002047
INV002048,Invoice for order ORD002048,4,15144.31,0.07,16204.41,ORD002048
INV002049,Invoice for order ORD002049,2,17838.57,0.07,19087.27,ORD002049
INV002050,Invoice for order ORD002050,2,6279.21,0.07,6718.76,ORD002050
INV002051,Invoice for order ORD002051,5,82825.3,0.07,88623.07,ORD002051
INV002052,Invoice for order ORD002052,3,54736.95,0.07,58568.54,ORD002052
INV002053,Invoice for order ORD002053,2,81911.4,0.07,87645.2,ORD002053
INV002054,Invoice for order ORD002054,1,96979.37,0.07,103767.93,ORD002054
INV002055,Invoice for order ORD002055,4,22626.44,0.07,24210.29,ORD002055
INV002056,Invoice for order ORD002056,1,78772.73,0.07,84286.82,ORD002056
INV002057,Invoice for order ORD002057,2,111317.68,0.07,119109.92,ORD002057
INV002058,Invoice for order ORD002058,2,26085.43,0.07,27911.41,ORD002058
INV002059,Invoice for order ORD002059,3,111077.25,0.07,118852.66,ORD002059
INV002060,Invoice for order ORD002060,5,22763.93,0.07,24357.4,ORD002060
INV002061,Invoice for order ORD002061,5,34691.86,0.07,37120.29,ORD002061
INV002062,Invoice for order ORD002062,2,38012.38,0.07,40673.25,ORD002062
INV002063,Invoice for order ORD002063,4,72376.49,0.07,77442.84,ORD002063
INV002064,Invoice for order ORD002064,3,31800.4,0.07,34026.43,ORD002064
INV002065,Invoice for order ORD002065,2,36187.84,0.07,38720.99,ORD002065
INV002066,Invoice for order ORD002066,1,6289.36,0.07,6729.61,ORD002066
INV002067,Invoice for order ORD002067,4,31756.11,0.07,33979.04,ORD002067
INV002068,Invoice for order ORD002068,2,28640.59,0.07,30645.43,ORD002068
INV002069,Invoice for order ORD002069,3,12923.06,0.07,13827.67,ORD002069
INV002070,Invoice for order ORD002070,5,86514.4,0.07,92570.41,ORD002070
INV002071,Invoice for order ORD002071,3,83439.61,0.07,89280.38,ORD002071
INV002072,Invoice for order ORD002072,3,27075.83,0.07,28971.14,ORD002072
INV002073,Invoice for order ORD002073,4,10209.47,0.07,10924.13,ORD002073
INV002074,Invoice for order ORD002074,5,13908.73,0.07,14882.34,ORD002074
INV002075,Invoice for order ORD002075,2,22013.87,0.07,23554.84,ORD002075
INV002076,Invoice for order ORD002076,1,105651.64,0.07,113047.25,ORD002076
INV002077,Invoice for order ORD002077,4,110993.02,0.07,118762.53,ORD002077
INV002078,Invoice for order ORD002078,2,5360.21,0.07,5735.43,ORD002078
INV002079,Invoice for order ORD002079,3,100041.69,0.07,107044.61,ORD002079
INV002080,Invoice for order ORD002080,3,50554.79,0.07,54093.63,ORD002080
INV002081,Invoice for order ORD002081,1,54389.78,0.07,58197.06,ORD002081
INV002082,Invoice for order ORD002082,5,88795.12,0.07,95010.78,ORD002082
INV002083,Invoice for order ORD002083,2,32816.76,0.07,35113.93,ORD002083
INV002084,Invoice for order ORD002084,2,83192.03,0.07,89015.47,ORD002084
INV002085,Invoice for order ORD002085,5,97659.4,0.07,104495.56,ORD002085
INV002086,Invoice for order ORD002086,5,43370.07,0.07,46405.98,ORD002086
INV002087,Invoice for order ORD002087,3,23577.09,0.07,25227.49,ORD002087
INV002088,Invoice for order ORD002088,2,66595.77,0.07,71257.47,ORD002088
INV002089,Invoice for order ORD002089,5,51331.96,0.07,54925.2,ORD002089
INV002090,Invoice for order ORD002090,3,34352.82,0.07,36757.52,ORD002090
INV002091,Invoice for order ORD002091,3,62132.75,0.07,66482.04,ORD002091
INV002092,Invoice for order ORD002092,5,27071.87,0.07,28966.9,ORD002092
INV002093,Invoice for order ORD002093,3,104024.42,0.07,111306.13,ORD002093
INV002094,Invoice for order ORD002094,1,72213.43,0.07,77268.37,ORD002094
INV002095,Invoice for order ORD002095,2,60172.05,0.07,64384.09,ORD002095
INV002096,Invoice for order ORD002096,5,109046.85,0.07,116680.13,ORD002096
INV002097,Invoice for order ORD002097,5,29955.66,0.07,32052.56,ORD002097
INV002098,Invoice for order ORD002098,5,33401.86,0.07,35739.99,ORD002098
INV002099,Invoice for order ORD002099,1,92485.84,0.07,98959.85,ORD002099
INV002100,Invoice for order ORD002100,3,20205.48,0.07,21619.86,ORD002100
INV002101,Invoice for order ORD002101,5,12355.06,0.07,13219.91,ORD002101
INV002102,Invoice for order ORD002102,3,97633.72,0.07,104468.08,ORD002102
INV002103,Invoice for order ORD002103,2,91694.6,0.07,98113.22,ORD002103
INV002104,Invoice for order ORD002104,2,65428.8,0.07,70008.82,ORD002104
INV002105,Invoice for order ORD002105,2,81974.32,0.07,87712.52,ORD002105
INV002106,Invoice for order ORD002106,4,10930.92,0.07,11696.08,ORD002106
INV002107,Invoice for order ORD002107,2,21559.59,0.07,23068.76,ORD002107
INV002108,Invoice for order ORD002108,2,72788.72,0.07,77883.93,ORD002108
INV002109,Invoice for order ORD002109,2,91767.43,0.07,98191.15,ORD002109
INV002110,Invoice for order ORD002110,1,16496.19,0.07,17650.92,ORD002110
INV002111,Invoice for order ORD002111,4,11661.63,0.07,12477.94,ORD002111
INV002112,Invoice for order ORD002112,1,67844.47,0.07,72593.58,ORD002112
INV002113,Invoice for order ORD002113,1,92779.62,0.07,99274.19,ORD002113
INV002114,Invoice for order ORD002114,2,28202.79,0.07,30176.98,ORD002114
INV002115,Invoice for order ORD002115,5,1974.65,0.07,2112.88,ORD002115
INV002116,Invoice for order ORD002116,1,61040.41,0.07,65313.24,ORD002116
INV002117,Invoice for order ORD002117,1,23063.03,0.07,24677.44,ORD002117
INV002118,Invoice for order ORD002118,4,91540.24,0.07,97948.06,ORD002118
INV002119,Invoice for order ORD002119,2,27696.41,0.07,29635.16,ORD002119
INV002120,Invoice for order ORD002120,5,14212.64,0.07,15207.52,ORD002120
INV002121,Invoice for order ORD002121,3,11922.1,0.07,12756.65,ORD002121
INV002122,Invoice for order ORD002122,2,3147.76,0.07,3368.1,ORD002122
INV002123,Invoice for order ORD002123,3,73659.88,0.07,78816.07,ORD002123
INV002124,Invoice for order ORD002124,4,77166.89,0.07,82568.57,ORD002124
INV002125,Invoice for order ORD002125,1,25542.46,0.07,27330.43,ORD002125
INV002126,Invoice for order ORD002126,5,37738.42,0.07,40380.11,ORD002126
INV002127,Invoice for order ORD002127,1,100488.4,0.07,107522.59,ORD002127
INV002128,Invoice for order ORD002128,4,59712.56,0.07,63892.44,ORD002128
INV002129,Invoice for order ORD002129,4,17244.2,0.07,18451.29,ORD002129
INV002130,Invoice for order ORD002130,5,91774.5,0.07,98198.72,ORD002130
INV002131,Invoice for order ORD002131,3,102794.4,0.07,109990.01,ORD002131
INV002132,Invoice for order ORD002132,3,91010.25,0.07,97380.97,ORD002132
INV002133,Invoice for order ORD002133,1,96705.44,0.07,103474.82,ORD002133
INV002134,Invoice for order ORD002134,2,36234.2,0.07,38770.59,ORD002134
INV002135,Invoice for order ORD002135,4,91449.21,0.07,97850.65,ORD002135
INV002136,Invoice for order ORD002136,3,16624.11,0.07,17787.8,ORD002136
INV002137,Invoice for order ORD002137,2,86187.36,0.07,92220.48,ORD002137
INV002138,Invoice for order ORD002138,4,54218.67,0.07,58013.98,ORD002138
INV002139,Invoice for order ORD002139,3,15904.15,0.07,17017.44,ORD002139
INV002140,Invoice for order ORD002140,4,47224.14,0.07,50529.83,ORD002140
INV002141,Invoice for order ORD002141,4,59935.22,0.07,64130.69,ORD002141
INV002142,Invoice for order ORD002142,5,80311.28,0.07,85933.07,ORD002142
INV002143,Invoice for order ORD002143,2,78990.33,0.07,84519.65,ORD002143
INV002144,Invoice for order ORD002144,2,111468.86,0.07,119271.68,ORD002144
INV002145,Invoice for order ORD002145,4,107415.96,0.07,114935.08,ORD002145
INV002146,Invoice for order ORD002146,3,40768.79,0.07,43622.6,ORD002146
INV002147,Invoice for order ORD002147,2,93750.14,0.07,100312.65,ORD002147
INV002148,Invoice for order ORD002148,4,27549.94,0.07,29478.44,ORD002148
INV002149,Invoice for order ORD002149,2,13560.45,0.07,14509.68,ORD002149
INV002150,Invoice for order ORD002150,4,82339.48,0.07,88103.24,ORD002150
INV002151,Invoice for order ORD002151,3,6507.44,0.07,6962.96,ORD002151
INV002152,Invoice for order ORD002152,1,53720.36,0.07,57480.78,ORD002152
INV002153,Invoice for order ORD002153,1,16871.93,0.07,18052.96,ORD002153
INV002154,Invoice for order ORD002154,1,1860.83,0.07,1991.09,ORD002154
INV002155,Invoice for order ORD002155,2,52931.67,0.07,56636.89,ORD002155
INV002156,Invoice for order ORD002156,3,52978.55,0.07,56687.05,ORD002156
INV002157,Invoice for order ORD002157,1,32494.3,0.07,34768.9,ORD002157
INV002158,Invoice for order ORD002158,1,67942.76,0.07,72698.75,ORD002158
INV002159,Invoice for order ORD002159,1,44737.09,0.07,47868.69,ORD002159
INV002160,Invoice for order ORD002160,4,62356.66,0.07,66721.63,ORD002160
INV002161,Invoice for order ORD002161,5,34645.85,0.07,37071.06,ORD002161
INV002162,Invoice for order ORD002162,2,30825.61,0.07,32983.4,ORD002162
INV002163,Invoice for order ORD002163,2,83462.24,0.07,89304.6,ORD002163
INV002164,Invoice for order ORD002164,2,44279.22,0.07,47378.77,ORD002164
INV002165,Invoice for order ORD002165,1,91662.41,0.07,98078.78,ORD002165
INV002166,Invoice for order ORD002166,4,92856.83,0.07,99356.81,ORD002166
INV002167,Invoice for order ORD002167,3,72686.3,0.07,77774.34,ORD002167
INV002168,Invoice for order ORD002168,1,9157.12,0.07,9798.12,ORD002168
INV002169,Invoice for order ORD002169,3,3599.85,0.07,3851.84,ORD002169
INV002170,Invoice for order ORD002170,1,7762.28,0.07,8305.64,ORD002170
INV002171,Invoice for order ORD002171,3,21434.94,0.07,22935.39,ORD002171
INV002172,Invoice for order ORD002172,1,27308.46,0.07,29220.05,ORD002172
INV002173,Invoice for order ORD002173,5,5478.98,0.07,5862.51,ORD002173
INV002174,Invoice for order ORD002174,3,10877.3,0.07,11638.71,ORD002174
INV002175,Invoice for order ORD002175,3,84416.53,0.07,90325.69,ORD002175
INV002176,Invoice for order ORD002176,3,84434.72,0.07,90345.15,ORD002176
INV002177,Invoice for order ORD002177,1,37469.64,0.07,40092.52,ORD002177
INV002178,Invoice for order ORD002178,2,3112.51,0.07,3330.39,ORD002178
INV002179,Invoice for order ORD002179,1,32868.48,0.07,35169.27,ORD002179
INV002180,Invoice for order ORD002180,1,99328.84,0.07,106281.86,ORD002180
INV002181,Invoice for order ORD002181,2,99239.3,0.07,106186.05,ORD002181
INV002182,Invoice for order ORD002182,2,111414.29,0.07,119213.29,ORD002182
INV002183,Invoice for order ORD002183,5,73216.53,0.07,78341.69,ORD002183
INV002184,Invoice for order ORD002184,2,38329.88,0.07,41012.97,ORD002184
INV002185,Invoice for order ORD002185,4,4936.02,0.07,5281.54,ORD002185
INV002186,Invoice for order ORD002186,4,27171.7,0.07,29073.72,ORD002186
INV002187,Invoice for order ORD002187,2,63780.05,0.07,68244.65,ORD002187
INV002188,Invoice for order ORD002188,1,16395.69,0.07,17543.39,ORD002188
INV002189,Invoice for order ORD002189,1,56186.93,0.07,60120.02,ORD002189
INV002190,Invoice for order ORD002190,3,18500.9,0.07,19795.96,ORD002190
INV002191,Invoice for order ORD002191,3,10432.61,0.07,11162.89,ORD002191
INV002192,Invoice for order ORD002192,4,29275.07,0.07,31324.32,ORD002192
INV002193,Invoice for order ORD002193,4,73093.36,0.07,78209.9,ORD002193
INV002194,Invoice for order ORD002194,5,54997.15,0.07,58846.95,ORD002194
INV002195,Invoice for order ORD002195,4,46149.04,0.07,49379.47,ORD002195
INV002196,Invoice for order ORD002196,2,49699.92,0.07,53178.91,ORD002196
INV002197,Invoice for order ORD002197,3,42201.06,0.07,45155.13,ORD002197
INV002198,Invoice for order ORD002198,4,29820.45,0.07,31907.88,ORD002198
INV002199,Invoice for order ORD002199,1,83228.59,0.07,89054.59,ORD002199
INV002200,Invoice for order ORD002200,5,1354.37,0.07,1449.18,ORD002200
INV002201,Invoice for order ORD002201,2,64141.1,0.07,68630.98,ORD002201
INV002202,Invoice for order ORD002202,4,75199.52,0.07,80463.49,ORD002202
INV002203,Invoice for order ORD002203,5,100995.44,0.07,108065.12,ORD002203
INV002204,Invoice for order ORD002204,2,82193.92,0.07,87947.49,ORD002204
INV002205,Invoice for order ORD002205,2,45310.0,0.07,48481.7,ORD002205
INV002206,Invoice for order ORD002206,5,54777.8,0.07,58612.25,ORD002206
INV002207,Invoice for order ORD002207,1,31556.84,0.07,33765.82,ORD002207
INV002208,Invoice for order ORD002208,4,16718.6,0.07,17888.9,ORD002208
INV002209,Invoice for order ORD002209,1,110788.21,0.07,118543.38,ORD002209
INV002210,Invoice for order ORD002210,3,88647.03,0.07,94852.32,ORD002210
INV002211,Invoice for order ORD002211,2,97409.78,0.07,104228.46,ORD002211
INV002212,Invoice for order ORD002212,3,71462.27,0.07,76464.63,ORD002212
INV002213,Invoice for order ORD002213,3,45706.24,0.07,48905.68,ORD002213
INV002214,Invoice for order ORD002214,4,97774.81,0.07,104619.05,ORD002214
INV002215,Invoice for order ORD002215,3,21025.57,0.07,22497.36,ORD002215
INV002216,Invoice for order ORD002216,4,38664.76,0.07,41371.29,ORD002216
INV002217,Invoice for order ORD002217,3,105665.45,0.07,113062.03,ORD002217
INV002218,Invoice for order ORD002218,2,108306.53,0.07,115887.99,ORD002218
INV002219,Invoice for order ORD002219,5,43927.09,0.07,47001.99,ORD002219
INV002220,Invoice for order ORD002220,5,22642.92,0.07,24227.92,ORD002220
INV002221,Invoice for order ORD002221,2,36622.47,0.07,39186.04,ORD002221
INV002222,Invoice for order ORD002222,4,104758.34,0.07,112091.42,ORD002222
INV002223,Invoice for order ORD002223,1,88921.5,0.07,95146.01,ORD002223
INV002224,Invoice for order ORD002224,5,81133.81,0.07,86813.18,ORD002224
INV002225,Invoice for order ORD002225,2,71306.56,0.07,76298.02,ORD002225
INV002226,Invoice for order ORD002226,1,4542.12,0.07,4860.07,ORD002226
INV002227,Invoice for order ORD002227,5,86952.28,0.07,93038.94,ORD002227
INV002228,Invoice for order ORD002228,3,23894.1,0.07,25566.69,ORD002228
INV002229,Invoice for order ORD002229,5,107135.5,0.07,114634.98,ORD002229
INV002230,Invoice for order ORD002230,1,34189.12,0.07,36582.36,ORD002230
INV002231,Invoice for order ORD002231,1,78568.6,0.07,84068.4,ORD002231
INV002232,Invoice for order ORD002232,4,46300.21,0.07,49541.22,ORD002232
INV002233,Invoice for order ORD002233,4,58896.07,0.07,63018.79,ORD002233
INV002234,Invoice for order ORD002234,2,51709.74,0.07,55329.42,ORD002234
INV002235,Invoice for order ORD002235,5,18633.21,0.07,19937.53,ORD002235
INV002236,Invoice for order ORD002236,4,71285.8,0.07,76275.81,ORD002236
INV002237,Invoice for order ORD002237,1,111631.68,0.07,119445.9,ORD002237
INV002238,Invoice for order ORD002238,1,69292.63,0.07,74143.11,ORD002238
INV002239,Invoice for order ORD002239,5,104022.29,0.07,111303.85,ORD002239
INV002240,Invoice for order ORD002240,5,65380.76,0.07,69957.41,ORD002240
INV002241,Invoice for order ORD002241,4,24129.53,0.07,25818.6,ORD002241
INV002242,Invoice for order ORD002242,1,22307.9,0.07,23869.45,ORD002242
INV002243,Invoice for order ORD002243,3,108532.82,0.07,116130.12,ORD002243
INV002244,Invoice for order ORD002244,4,1316.64,0.07,1408.81,ORD002244
INV002245,Invoice for order ORD002245,5,32140.87,0.07,34390.73,ORD002245
INV002246,Invoice for order ORD002246,4,75663.04,0.07,80959.45,ORD002246
INV002247,Invoice for order ORD002247,4,4116.47,0.07,4404.62,ORD002247
INV002248,Invoice for order ORD002248,3,94366.33,0.07,100971.97,ORD002248
INV002249,Invoice for order ORD002249,5,35923.16,0.07,38437.78,ORD002249
INV002250,Invoice for order ORD002250,4,27475.53,0.07,29398.82,ORD002250
INV002251,Invoice for order ORD002251,4,93001.6,0.07,99511.71,ORD002251
INV002252,Invoice for order ORD002252,4,109620.56,0.07,117294.0,ORD002252
INV002253,Invoice for order ORD002253,3,58237.95,0.07,62314.61,ORD002253
INV002254,Invoice for order ORD002254,2,56783.85,0.07,60758.72,ORD002254
INV002255,Invoice for order ORD002255,4,94618.85,0.07,101242.17,ORD002255
INV002256,Invoice for order ORD002256,5,18230.7,0.07,19506.85,ORD002256
INV002257,Invoice for order ORD002257,1,3330.85,0.07,3564.01,ORD002257
INV002258,Invoice for order ORD002258,5,17560.1,0.07,18789.31,ORD002258
INV002259,Invoice for order ORD002259,1,64326.5,0.07,68829.36,ORD002259
INV002260,Invoice for order ORD002260,2,110297.2,0.07,118018.0,ORD002260
INV002261,Invoice for order ORD002261,3,21302.19,0.07,22793.34,ORD002261
INV002262,Invoice for order ORD002262,3,22114.54,0.07,23662.56,ORD002262
INV002263,Invoice for order ORD002263,4,86506.35,0.07,92561.79,ORD002263
INV002264,Invoice for order ORD002264,1,104887.5,0.07,112229.62,ORD002264
INV002265,Invoice for order ORD002265,5,97288.99,0.07,104099.22,ORD002265
INV002266,Invoice for order ORD002266,5,14168.95,0.07,15160.78,ORD002266
INV002267,Invoice for order ORD002267,2,10828.85,0.07,11586.87,ORD002267
INV002268,Invoice for order ORD002268,2,44112.73,0.07,47200.62,ORD002268
INV002269,Invoice for order ORD002269,4,8684.42,0.07,9292.33,ORD002269
INV002270,Invoice for order ORD002270,4,42376.54,0.07,45342.9,ORD002270
INV002271,Invoice for order ORD002271,4,90767.86,0.07,97121.61,ORD002271
INV002272,Invoice for order ORD002272,2,74140.31,0.07,79330.13,ORD002272
INV002273,Invoice for order ORD002273,1,13557.24,0.07,14506.25,ORD002273
INV002274,Invoice for order ORD002274,4,111581.75,0.07,119392.47,ORD002274
INV002275,Invoice for order ORD002275,2,58737.34,0.07,62848.95,ORD002275
INV002276,Invoice for order ORD002276,2,68159.1,0.07,72930.24,ORD002276
INV002277,Invoice for order ORD002277,5,85453.12,0.07,91434.84,ORD002277
INV002278,Invoice for order ORD002278,1,100821.87,0.07,107879.4,ORD002278
INV002279,Invoice for order ORD002279,2,9786.36,0.07,10471.41,ORD002279
INV002280,Invoice for order ORD002280,3,31030.97,0.07,33203.14,ORD002280
INV002281,Invoice for order ORD002281,3,79547.65,0.07,85115.99,ORD002281
INV002282,Invoice for order ORD002282,4,49167.67,0.07,52609.41,ORD002282
INV002283,Invoice for order ORD002283,3,19783.79,0.07,21168.66,ORD002283
INV002284,Invoice for order ORD002284,3,107891.23,0.07,115443.62,ORD002284
INV002285,Invoice for order ORD002285,5,35265.81,0.07,37734.42,ORD002285
INV002286,Invoice for order ORD002286,4,48878.37,0.07,52299.86,ORD002286
INV002287,Invoice for order ORD002287,3,91587.96,0.07,97999.12,ORD002287
INV002288,Invoice for order ORD002288,4,48413.93,0.07,51802.9,ORD002288
INV002289,Invoice for order ORD002289,1,50657.66,0.07,54203.7,ORD002289
INV002290,Invoice for order ORD002290,3,66010.16,0.07,70630.87,ORD002290
INV002291,Invoice for order ORD002291,5,39807.73,0.07,42594.27,ORD002291
INV002292,Invoice for order ORD002292,3,48422.17,0.07,51811.72,ORD002292
INV002293,Invoice for order ORD002293,1,24499.54,0.07,26214.51,ORD002293
INV002294,Invoice for order ORD002294,3,14126.43,0.07,15115.28,ORD002294
INV002295,Invoice for order ORD002295,3,24341.88,0.07,26045.81,ORD002295
INV002296,Invoice for order ORD002296,2,63192.57,0.07,67616.05,ORD002296
INV002297,Invoice for order ORD002297,2,59353.13,0.07,63507.85,ORD002297
INV002298,Invoice for order ORD002298,5,106148.96,0.07,113579.39,ORD002298
INV002299,Invoice for order ORD002299,4,76649.31,0.07,82014.76,ORD002299
INV002300,Invoice for order ORD002300,3,22597.17,0.07,24178.97,ORD002300
INV002301,Invoice for order ORD002301,4,5693.11,0.07,6091.63,ORD002301
INV002302,Invoice for order ORD002302,1,51035.35,0.07,54607.82,ORD002302
INV002303,Invoice for order ORD002303,4,26871.42,0.07,28752.42,ORD002303
INV002304,Invoice for order ORD002304,5,110804.29,0.07,118560.59,ORD002304
INV002305,Invoice for order ORD002305,4,4600.45,0.07,4922.48,ORD002305
INV002306,Invoice for order ORD002306,1,38147.75,0.07,40818.09,ORD002306
INV002307,Invoice for order ORD002307,1,93146.82,0.07,99667.1,ORD002307
INV002308,Invoice for order ORD002308,3,35891.74,0.07,38404.16,ORD002308
INV002309,Invoice for order ORD002309,5,86977.86,0.07,93066.31,ORD002309
INV002310,Invoice for order ORD002310,4,33798.17,0.07,36164.04,ORD002310
INV002311,Invoice for order ORD002311,1,94623.87,0.07,101247.54,ORD002311
INV002312,Invoice for order ORD002312,2,5809.52,0.07,6216.19,ORD002312
INV002313,Invoice for order ORD002313,3,96669.12,0.07,103435.96,ORD002313
INV002314,Invoice for order ORD002314,1,21816.43,0.07,23343.58,ORD002314
